IDPERSONA,CLUSTER,PERFIL_NOMBRE,TIPOEMPLEADO_ACTUAL_DESC,SUBGRUPO,NUM_TITULACIONES,NUM_TIT_BACHILLERATO,NUM_TIT_CUARTO_NIVEL,NUM_TIT_TERCER_NIVEL,NUM_CAPACITACIONES,SUMA_DURACION_CAPACITACIONES,NUM_CAPACITACIONES_APROBACION,NUM_CAPACITACIONES_VIRTUAL,NUM_CAPACITACIONES_PRESENCIAL,NUM_CERTIFICACIONES,SUMA_DURACION_CERTIFICACIONES,NUM_PONENCIAS,SUMA_DURACION_PONENCIAS,NUM_CURSOS,NUM_PERIODOS_DOCENCIA,TOTAL_HORAS_DOCENCIA,TOTAL_ESTUDIANTES,PROMEDIO_ESTUDIANTES_POR_CURSO,NUM_ACTIVIDADES_POLITECNICAS,NUM_ACTIVIDADES_T1,NUM_ACTIVIDADES_T2,NUM_ACTIVIDADES_T3,TOTAL_HORAS_POLITECNICAS,NUM_EXPERIENCIAS_EXTERNAS,NUM_EXPERIENCIAS_ACADEMICAS,NUM_EXPERIENCIAS_ADMINISTRATIVAS,NUM_EXPERIENCIAS_POR_CLASIFICAR,NUM_EXPERIENCIAS_ROL_PROFESOR,NUM_IDIOMAS,NUM_IDIOMAS_NO_NATIVOS,NUM_IDIOMAS_CON_NIVELMCER,NUM_EVALUACIONES,PROMEDIO_HETEROEVALUACION,TOTAL_REGISTRADOS,TOTAL_EVALUADOS,COBERTURA_EVALUACION,NUM_RECONOCIMIENTOS,NUM_TIPOS_RECONOCIMIENTO_DISTINTOS,NUM_PROYECTOS_GRADO_DIRIGIDOS,NUM_PROGRAMAS_TITULACION_DISTINTOS,NUM_PROYECTOS_INVESTIGACION,NUM_PROYECTOS_ACTIVOS,NUM_PROYECTOS_FINALIZADOS,NUM_PROYECTOS_COMO_DIRECTOR,NUM_PROYECTOS_COMO_CODIRECTOR,NUM_PROYECTOS_COMO_PARTICIPANTE,NUM_PROYECTOS_VINCULACION,NUM_VINCULACION_TUTOR,NUM_VINCULACION_DIRECTOR_PROYECTO,NUM_VINCULACION_DIRECTOR_PROGRAMA,NUM_PUBLICACIONES,NUM_PUBLICACIONES_INDEXADAS,NUM_PUBLICACIONES_REVISION_PARES,NUM_PUBLICACIONES_Q1,NUM_PUBLICACIONES_Q2,N_REGISTROS_HISTORIAL,N_CONTRATOS_TOTAL,N_CARGOS_DISTINTOS,CARGO_MAS_FRECUENTE,MULTIPLES_CARGOS_MISMO_ANIO,N_UNIDADES_DISTINTAS,N_FACULTADES_DISTINTAS,PASO_POR_RECTORADO,N_REGIMENES_DISTINTOS,REGIMEN_INICIAL_DESC,REGIMEN_ACTUAL_DESC,ES_DOCENTE_ADMIN_MIXTO,ANIOS_EXPERIENCIA_DOCENTE,ANIOS_EXPERIENCIA_ADMINISTRATIVO,DEDICACION_DOCENTE_ACTUAL,DEDICACION_DOCENTE_MAS_FRECUENTE,N_DEDICACIONES_DOCENTE_DISTINTAS,PROPORCION_CONTRATOS_FINALIZADOS,VIGENTE_ACTUALMENTE,ANTIGUEDAD_EFECTIVA_ANIOS,ANTIGUEDAD_CALENDARIO_ANIOS,N_REINGRESOS,NIVEL_ACADEMICO_MAXIMO,PROPORCION_CAPACITACIONES_APROBADAS,HORAS_PROMEDIO_POR_ACTIVIDAD_POLITECNICA,NUM_PUBLICACIONES_POR_ANIO,NUM_PROYECTOS_INVESTIGACION_POR_ANIO,N_REGISTROS_TEXTO,N_FUENTES_DISTINTAS,LONGITUD_TOTAL_CARACTERES,CARGO_ACTUAL,UNIDAD_ACTUAL_NOMBRE,VIGENTE_TRAMO_ESTRUCTURAL,ES_MIXTO,CARGOS_ACTUALES_MIXTO,CATEGORIAS_ACTUALES_MIXTO,DURACION_MEDIANA_TRAMO_ANIOS,TURBULENCIA_TRAMOS,ENTROPIA_CATEGORIA_CARGO,PROPORCION_ANIOS_ADMINISTRATIVO,CATEGORIA_ROL_ADICIONAL_MAS_RECIENTE,TUVO_ROL_ADICIONAL_SIMULTANEO,ANIOS_EN_UNIDAD_ACTUAL,TUVO_FUNCION_ADICIONAL,CATEGORIA_FUNCION_ADICIONAL_MAS_RECIENTE,CARGO_ES_CONTRATO_PUNTUAL_VIGENTE
95498,5,Docente titular de carrera,DOCENTE,DOCENTE_TITULAR_CARRERA,3.0,0.0,2.0,1.0,47.0,1581.0,22.0,13.0,16.0,8.0,513.0,4.0,218.0,48.0,14.0,4438.39,1000.0,20.83,41.0,31.0,31.0,13.0,7170.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,29.0,92.63,1083.0,1010.0,0.9326,6.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,16.0,3.0,2.0,9.0,1.0,33.0,6.0,5.0,PROFESOR TITULAR AUXILIAR 1 (MT),True,1.0,1.0,False,1.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,10.62,0.0,Medio Tiempo,Medio Tiempo,3.0,0.92,True,9.59,10.36,6.0,cuarto_nivel,0.4680851063829787,174.8780487804878,1.6684045881126173,0.4171011470281543,85.0,8.0,5825.0,PROFESOR TITULAR AUXILIAR 2 (MT),FACULTAD DE CIENCIAS DE LA VIDA,True,False,,,2.34,0.98,0.6931,0.0,,False,9.37,True,JEFATURA_SUPERVISION_OPERATIVA,False
657168,12,Técnico operativo / mantenimiento,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,1.0,1.0,0.0,0.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,False,1.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.0,0.04,,,0.0,1.0,False,0.04,0.04,0.0,bachillerato,0.0,,,,3.0,2.0,53.0,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE INFRAESTRUCTURA FÍSICA,False,False,,,0.04,,-0.0,1.0,,False,0.04,False,,False
14264,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,3.0,1.0,1.0,1.0,39.0,1416.6,37.0,20.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,13.0,6.0,ANALISTA DE INFRAESTRUCTURA INFORMÁTICA 2,True,2.0,1.0,False,1.0,,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,20.79,,,0.0,0.95,False,15.86,19.16,26.0,cuarto_nivel,0.9487179487179488,,0.0,0.0,44.0,3.0,1520.0,ANALISTA DE INFRAESTRUCTURA INFORMÁTICA 2,CENTRO DE INFORMACIÓN BIBLIOTECARIA,True,False,,,2.51,1.01,1.0374,1.0,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,True,10.37,True,OTROS_AA,False
12405,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2.0,0.0,1.0,1.0,42.0,1379.0,7.0,7.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,18.0,5.0,13.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,9.0,6.0,43.0,5.0,3.0,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 3,True,1.0,0.0,False,1.0,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,15.55,,,0.0,0.89,True,11.5,14.69,14.0,cuarto_nivel,0.1666666666666666,,1.7391304347826086,1.565217391304348,80.0,5.0,9246.0,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 3,CENTRO DE INVESTIGACIONES BIOTECNOLÓGICAS DEL ECUADOR,True,False,,,2.0,1.06,0.7537,1.0,,False,10.29,False,,False
5573,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2.0,0.0,1.0,1.0,15.0,588.0,2.0,3.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,4.0,2031.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,97.68,9.0,9.0,1.0,1.0,0.0,0.0,0.0,15.0,12.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,68.0,4.0,3.0,ANALISTA DE LABORATORIO,True,1.0,1.0,False,2.0,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,True,0.59,12.44,Tiempo Completo,Tiempo Completo,1.0,0.89,True,9.2,12.28,31.0,cuarto_nivel,0.1333333333333333,406.2,0.6521739130434783,1.6304347826086958,36.0,4.0,5226.0,ANALISTA DE LABORATORIO,FACULTAD DE CIENCIAS DE LA VIDA,True,False,,,2.0,1.2,0.6265,0.9525,,False,9.46,True,OTROS_AA,False
51737,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,1.0,0.0,1.0,0.0,4.0,499.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,ANALISTA ADMINISTRATIVO,False,1.0,0.0,False,1.0,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,0.08,,,0.0,1.0,False,0.08,0.08,0.0,cuarto_nivel,0.75,,,,9.0,2.0,418.0,ANALISTA ADMINISTRATIVO,GERENCIA ADMINISTRATIVA,False,False,,,0.08,,-0.0,1.0,,False,0.08,False,,False
55699,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,604.8,25.0,2.78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,99.57,20.0,19.0,0.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,PROFESOR NO TITULAR OCASIONAL (TP),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,CONTRATO CIVIL,False,0.71,0.0,Tiempo Parcial,Tiempo Parcial,1.0,0.67,True,0.71,0.95,1.0,cuarto_nivel,1.0,,,,7.0,3.0,197.0,PROFESOR INVITADO,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,False,,,0.38,,-0.0,0.0,,False,0.38,False,,True
662461,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,PRESTACIÓN SERVICIOS PROFESIONALES,False,0.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.41,0.0,Tiempo Parcial,Tiempo Parcial,1.0,1.0,False,0.41,4.17,5.0,cuarto_nivel,,,,,2.0,1.0,42.0,,,,False,,,,,,,,False,,False,,False
66304,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2.0,0.0,1.0,1.0,41.0,515.7,29.0,29.0,1.0,83.0,624.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,2.0,ANALISTA DE INFRAESTRUCTURA INFORMÁTICA 2,False,1.0,1.0,False,1.0,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,8.74,,,0.0,0.88,False,6.25,9.63,12.0,cuarto_nivel,0.7073170731707317,,0.0,0.0,128.0,3.0,4993.0,ANALISTA DE INFRAESTRUCTURA INFORMÁTICA 2,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,False,,,3.7,0.69,0.6845,1.0,,False,4.29,False,,False
50103,11,Técnico docente / de investigación,DOCENTE,TECNICO_DOCENTE_APOYO,2.0,1.0,0.0,1.0,25.0,227.5,24.0,20.0,5.0,8.0,84.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,TÉCNICO DOCENTE 3 (TC),False,1.0,0.0,False,1.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,2.64,0.0,Tiempo Completo,Tiempo Completo,1.0,0.75,False,2.1,2.36,3.0,tercer_nivel,0.96,,0.0,0.0,38.0,3.0,1368.0,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,False,,,1.27,0.79,-0.0,0.0,,False,1.98,False,,False
98034,5,Docente titular de carrera,DOCENTE,DOCENTE_TITULAR_CARRERA,5.0,1.0,2.0,2.0,38.0,809.75,13.0,14.0,7.0,1.0,1.0,1.0,24.0,31.0,13.0,2695.54,725.0,23.39,63.0,46.0,58.0,18.0,15259.0,7.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,24.0,86.82,869.0,797.0,0.9171,6.0,2.0,3.0,1.0,22.0,7.0,17.0,7.0,5.0,12.0,2.0,2.0,0.0,0.0,60.0,31.0,13.0,29.0,3.0,45.0,9.0,3.0,PROFESOR TITULAR AGREGADO 1 (TC),True,1.0,1.0,False,1.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,10.51,0.0,Tiempo Completo,Tiempo Completo,1.0,0.91,False,7.24,9.31,26.0,cuarto_nivel,0.3421052631578947,242.2063492063492,8.287292817679559,3.0386740331491717,128.0,9.0,12627.0,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,False,,,4.69,0.42,0.6478,0.0,,False,8.7,True,OTROS_AA,False
103262,3,Auxiliar / ayudante operativo,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,1.0,1.0,0.0,0.0,8.0,534.5,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,1.0,AUXILIAR DE SERVICIOS,False,2.0,1.0,False,2.0,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,CT - CODIGO DE TRABAJO,False,0.0,8.3,,,0.0,0.86,False,6.65,7.89,4.0,bachillerato,0.375,,0.0,0.0,12.0,2.0,304.0,AUXILIAR DE SERVICIOS,DIRECCIÓN DE SERVICIOS GENERALES,True,False,,,8.11,,-0.0,1.0,,False,1.7,False,,False
6241,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2.0,0.0,1.0,1.0,5.0,175.0,2.0,3.0,2.0,2.0,76.0,0.0,0.0,74.0,14.0,6368.64,2085.0,28.18,84.0,67.0,67.0,50.0,13663.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,43.0,79.14,2430.0,2169.0,0.8926,0.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,0.0,6.0,26.0,19.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,11.0,4.0,PROFESOR NO TITULAR OCASIONAL (TC),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,True,12.74,0.16,Tiempo Completo,Tiempo Completo,1.0,0.94,True,12.33,12.33,0.0,cuarto_nivel,0.4,162.6547619047619,0.16220600162206,0.5677210056772101,49.0,7.0,6354.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,False,,,12.34,,-0.0,0.0,,False,9.7,True,JEFATURA_SUPERVISION_OPERATIVA,False
13929,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,3.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,7.0,11.0,5.0,2282.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,91.73,442.0,413.0,0.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,PROFESOR NO TITULAR OCASIONAL (TC),False,1.0,1.0,False,3.0,,CONTRATO CIVIL,True,2.68,1.83,Tiempo Parcial,Tiempo Completo,2.0,1.0,False,4.51,15.77,2.0,cuarto_nivel,0.0,190.16666666666663,0.0,0.0,6.0,2.0,167.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,False,,,2.2,0.24,0.6786,0.4148,,False,2.32,True,JEFATURA_SUPERVISION_OPERATIVA,False
55772,8,Profesional / Analista,ADMINISTRATIVO,PROFESIONAL_ANALISTA,3.0,1.0,1.0,1.0,7.0,199.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,3.0,ANALISTA DE SISTEMAS DE PLANIFICACIÓN,True,2.0,0.0,False,1.0,,LOSEP - LEY ORGANICA DE SERVICIO PUBLICO,False,0.0,13.21,,,0.0,0.9,False,9.46,12.79,26.0,cuarto_nivel,0.5714285714285714,,0.0,0.0,8.0,2.0,250.0,ANALISTA DE SISTEMAS DE PLANIFICACIÓN,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,True,False,,,0.67,1.5,0.3646,1.0,,False,5.7,False,,False
51681,5,Docente titular de carrera,DOCENTE,DOCENTE_TITULAR_CARRERA,4.0,0.0,3.0,1.0,18.0,518.0,6.0,7.0,5.0,7.0,280.0,0.0,0.0,50.0,14.0,4543.0,993.0,19.86,69.0,59.0,57.0,31.0,12840.0,3.0,0.0,0.0,3.0,0.0,4.0,3.0,2.0,42.0,81.11,1389.0,1194.0,0.8596,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,21.0,9.0,4.0,PROFESOR TITULAR AUXILIAR 1 (TC),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,10.99,0.0,Tiempo Completo,Tiempo Completo,2.0,0.92,False,5.66,9.75,13.0,cuarto_nivel,0.3333333333333333,186.08695652173915,1.2367491166077738,0.1766784452296819,48.0,7.0,2941.0,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,False,,,5.23,0.33,0.6652,0.0,,False,9.7,True,JEFATURA_SUPERVISION_OPERATIVA,False
48405,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,5.0,1.0,3.0,1.0,4.0,140.0,2.0,1.0,3.0,3.0,108.0,0.0,0.0,67.0,14.0,5670.5,1277.0,19.06,64.0,57.0,57.0,26.0,10412.0,4.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,41.0,88.04,1183.0,1125.0,0.951,1.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,16.0,7.0,2.0,7.0,2.0,1.0,0.0,1.0,0.0,28.0,10.0,2.0,PROFESOR NO TITULAR OCASIONAL (TC),True,1.0,1.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,8.78,0.0,Tiempo Completo,Tiempo Completo,1.0,0.94,False,7.84,8.12,2.0,cuarto_nivel,0.5,162.6875,0.2551020408163265,0.5102040816326531,37.0,7.0,3337.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,False,,,4.13,0.94,-0.0,0.0,,False,6.87,False,,False
51414,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,3.0,0.0,2.0,1.0,7.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,PRESTACIÓN SERVICIOS PROFESIONALES,False,0.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.61,0.0,Tiempo Parcial,Tiempo Parcial,2.0,1.0,False,0.61,8.96,9.0,cuarto_nivel,0.0,,,,20.0,3.0,2235.0,,,,False,,,,,,,,False,,False,,False
51391,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,38.0,1714.0,22.0,9.0,7.0,2.0,173.0,0.0,0.0,26.0,12.0,3410.64,796.0,30.62,10.0,5.0,8.0,0.0,824.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,26.0,86.87,1308.0,1175.0,0.8983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,31.0,21.0,7.0,PROFESOR INVITADO,True,5.0,2.0,False,2.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,True,7.54,0.05,Medio Tiempo,Tiempo Parcial,3.0,0.97,True,7.54,10.36,22.0,cuarto_nivel,0.5789473684210527,82.4,0.5305039787798409,0.0,46.0,5.0,2120.0,PROFESOR NO TITULAR OCASIONAL (MT),DECANATO DE GRADO,True,False,,,0.39,0.09,0.0,0.0,,False,0.35,False,,False
659612,-1,Personal por contrato puntual / prestación de servicios (sin cargo estructural),,,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,PRESTACIÓN SERVICIOS PROFESIONALES,False,0.0,0.0,False,1.0,CONTRATO CIVIL,CONTRATO CIVIL,False,0.02,0.0,Tiempo Parcial,Tiempo Parcial,1.0,1.0,False,0.02,0.37,1.0,cuarto_nivel,,,,,4.0,2.0,269.0,,,,False,,,,,,,,False,,False,,False
56798,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2.0,0.0,1.0,1.0,4.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,22.0,18.0,7.0,3397.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.27,669.0,586.0,0.8759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,PROFESOR NO TITULAR OCASIONAL (TC),False,2.0,1.0,False,1.0,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,3.81,0.0,Tiempo Completo,Tiempo Completo,1.0,1.0,False,3.81,3.81,0.0,cuarto_nivel,0.5,135.88,0.0,0.0,7.0,3.0,477.0,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",False,False,,,3.81,,-0.0,0.0,,False,1.08,True,JEFATURA_SUPERVISION_OPERATIVA,False
14464,4,Docente no titular / ocasional,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,3.0,0.0,2.0,1.0,3.0,100.0,3.0,0.0,0.0,3.0,49.0,0.0,0.0,53.0,14.0,3611.18,1201.0,22.66,50.0,47.0,46.0,24.0,14606.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,32.0,79.79,1134.0,1077.0,0.9497,7.0,1.0,1.0,1.0,7.0,3.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,6.0,3.0,29.0,10.0,3.0,PROFESOR NO TITULAR OCASIONAL (TC),True,1.0,1.0,False,2.0,CONTRATO CIVIL,LOES - LEY ORGANICA DE EDUCACION SUPERIOR,False,8.81,0.0,Tiempo Completo,Tiempo Completo,2.0,0.94,False,7.75,7.89,2.0,cuarto_nivel,1.0,292.12,1.8064516129032255,0.9032258064516128,32.0,7.0,2919.0,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,False,,,3.96,0.46,-0.0,0.0,,False,2.67,True,JEFATURA_SUPERVISION_OPERATIVA,False
