N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS,IDPERSONA
2,2,1,1,5.51,5.51,10.38,2,2,1.0,14153
2,2,0,1,3.63,3.63,6.29,2,2,1.0,14155
3,3,1,1,2.94,1.83,6.56,2,2,1.0,14164
4,4,3,1,3.45,1.12,10.79,2,2,1.0,14178
1,1,0,0,6.56,6.56,6.56,1,1,1.0,14179
2,1,1,1,5.79,5.79,11.38,2,1,0.5,14185
2,2,1,0,3.22,3.22,4.95,1,1,1.0,14216
1,1,0,0,11.96,11.96,11.96,1,1,1.0,14227
2,2,1,1,6.25,6.25,11.71,2,2,1.0,14258
2,2,1,0,4.98,4.98,5.12,1,1,1.0,14261
5,5,4,1,3.79,2.51,10.38,2,2,1.0,14264
1,1,0,0,0.6,0.6,0.6,1,1,1.0,14309
1,0,0,0,0.19,0.19,0.19,1,0,0.0,14321
1,1,0,0,2.34,2.34,2.34,1,1,1.0,14328
1,1,0,0,5.33,5.33,5.33,1,1,1.0,14333
1,1,0,0,10.46,10.46,10.46,1,1,1.0,14340
1,0,0,0,0.22,0.22,0.22,1,0,0.0,14361
1,1,0,0,5.57,5.57,5.57,1,1,1.0,14390
1,0,0,0,0.24,0.24,0.24,1,0,0.0,14397
1,1,0,0,7.96,7.96,7.96,1,1,1.0,14464
2,1,1,0,1.31,1.31,2.37,1,1,0.5,14465
2,2,1,0,1.81,1.81,2.12,1,1,1.0,14489
3,3,0,0,1.54,1.39,2.0,1,1,1.0,14497
1,1,0,0,19.21,19.21,19.21,1,1,1.0,14499
1,0,0,0,0.11,0.11,0.11,1,0,0.0,14547
5,5,2,1,2.82,1.81,7.73,2,2,1.0,14613
1,1,0,0,0.6,0.6,0.6,1,1,1.0,14617
2,2,1,1,3.07,3.07,5.14,2,2,1.0,14623
3,3,2,1,4.32,1.66,10.79,2,2,1.0,14627
1,1,0,0,8.79,8.79,8.79,1,1,1.0,14710
4,4,2,1,1.26,0.69,3.3,2,2,1.0,17054
1,1,0,0,1.49,1.49,1.49,1,1,1.0,17123
3,3,1,2,4.1,0.67,11.29,3,3,1.0,17519
6,6,5,1,2.29,1.98,5.39,2,2,1.0,18327
1,1,0,0,8.34,8.34,8.34,1,1,1.0,19999
4,3,3,1,0.78,0.47,2.0,2,2,0.75,20698
3,3,1,1,1.97,0.83,4.75,2,2,1.0,21004
1,0,0,0,0.22,0.22,0.22,1,0,0.0,21436
3,2,2,0,2.45,1.79,5.39,1,1,0.667,21772
7,5,1,2,1.37,0.33,7.49,3,3,0.714,21845
3,2,2,1,0.82,1.0,1.39,2,2,0.667,21907
4,4,2,3,0.7,0.67,1.16,3,3,1.0,22230
4,4,2,2,2.71,2.35,5.39,3,3,1.0,22233
3,3,1,1,1.1,0.95,1.96,2,2,1.0,22250
1,1,0,0,10.46,10.46,10.46,1,1,1.0,22321
9,9,4,1,0.76,0.6,1.37,2,2,1.0,22783
1,0,0,0,0.22,0.22,0.22,1,0,0.0,23468
3,1,2,1,3.55,0.2,10.3,2,1,0.333,23552
1,0,0,0,0.03,0.03,0.03,1,0,0.0,23638
1,1,0,0,8.38,8.38,8.38,1,1,1.0,24479
5,4,4,1,0.94,1.12,1.37,2,1,0.8,24526
1,1,0,0,10.68,10.68,10.68,1,1,1.0,25170
1,1,0,0,3.3,3.3,3.3,1,1,1.0,25259
8,8,6,3,1.8,1.06,5.12,3,3,1.0,25565
1,0,0,0,0.25,0.25,0.25,1,0,0.0,25763
5,3,4,2,3.64,1.83,10.12,3,2,0.6,25856
2,1,0,0,0.8,0.8,1.37,1,1,0.5,25989
1,1,0,0,4.45,4.45,4.45,1,1,1.0,26171
2,2,0,0,6.64,6.64,11.29,1,1,1.0,26207
4,3,3,1,2.83,1.6,8.12,2,2,0.75,26655
4,4,2,3,1.09,0.8,2.38,3,3,1.0,26740
2,2,1,0,1.46,1.46,1.96,1,1,1.0,27203
3,3,2,0,3.3,1.25,8.12,1,1,1.0,27736
1,0,0,0,0.25,0.25,0.25,1,0,0.0,27983
8,8,5,3,0.92,0.58,3.34,4,4,1.0,28061
2,2,1,1,4.93,4.93,9.43,2,2,1.0,28660
2,2,1,1,6.98,6.98,9.96,2,2,1.0,28957
1,1,0,0,1.62,1.62,1.62,1,1,1.0,29032
2,2,0,0,0.69,0.69,1.0,1,1,1.0,29216
10,5,3,1,1.31,0.43,8.62,2,2,0.5,29289
1,1,0,0,2.26,2.26,2.26,1,1,1.0,29498
2,2,1,0,5.69,5.69,8.08,1,1,1.0,29537
1,0,0,0,0.1,0.1,0.1,1,0,0.0,30219
6,5,5,1,2.24,1.95,3.95,2,2,0.833,30390
4,3,3,1,3.28,2.89,7.18,2,2,0.75,30492
2,2,1,0,0.34,0.34,0.38,1,1,1.0,30674
1,1,0,0,0.36,0.36,0.36,1,1,1.0,31176
2,2,1,1,0.51,0.51,0.52,2,2,1.0,32178
1,1,0,0,4.27,4.27,4.27,1,1,1.0,32698
3,3,2,1,1.61,1.0,2.82,2,2,1.0,33010
1,1,0,0,6.89,6.89,6.89,1,1,1.0,33100
2,2,1,1,3.97,3.97,4.59,2,2,1.0,33872
2,2,1,1,5.91,5.91,11.38,2,2,1.0,35095
3,3,1,1,0.54,0.43,0.8,2,2,1.0,35262
1,1,0,0,0.6,0.6,0.6,1,1,1.0,35373
2,2,1,0,2.81,2.81,5.26,1,1,1.0,35472
7,6,5,1,0.74,0.42,1.83,2,2,0.857,36033
2,2,1,1,8.64,8.64,15.29,2,2,1.0,36586
2,2,0,1,2.41,2.41,2.68,2,2,1.0,37082
2,2,1,1,7.65,7.65,13.34,2,2,1.0,37182
3,2,1,0,1.64,0.78,3.93,1,1,0.667,37198
1,1,0,0,0.38,0.38,0.38,1,1,1.0,37842
2,2,1,0,3.01,3.01,4.26,1,1,1.0,37954
2,2,0,1,8.73,8.73,15.46,2,2,1.0,38237
3,3,2,1,4.45,1.77,9.93,2,2,1.0,38281
3,3,1,0,0.37,0.38,0.38,1,1,1.0,38282
2,2,1,0,4.41,4.41,7.21,1,1,1.0,38514
2,2,1,1,8.73,8.73,15.46,2,2,1.0,38831
3,3,2,1,4.45,1.63,10.12,2,2,1.0,38858
3,2,2,0,3.48,2.08,8.22,1,1,0.667,38996
8,5,7,5,1.55,0.41,8.92,4,4,0.625,39214
1,1,0,0,0.66,0.66,0.66,1,1,1.0,39215
2,2,1,0,5.69,5.69,8.08,1,1,1.0,39413
2,2,1,1,7.27,7.27,11.04,2,2,1.0,39450
2,2,1,1,8.35,8.35,15.29,2,2,1.0,40081
2,2,1,1,3.93,3.93,7.46,2,2,1.0,40210
4,4,3,1,2.69,1.1,8.21,2,2,1.0,40499
1,1,0,0,11.71,11.71,11.71,1,1,1.0,40968
3,3,2,2,3.46,1.25,8.71,3,3,1.0,41004
1,1,0,0,2.95,2.95,2.95,1,1,1.0,41300
2,2,1,1,6.27,6.27,10.54,2,2,1.0,41305
1,1,0,0,2.9,2.9,2.9,1,1,1.0,41411
2,2,1,1,4.69,4.69,8.39,2,2,1.0,41494
1,1,0,0,0.38,0.38,0.38,1,1,1.0,41626
5,5,3,4,0.58,0.39,0.91,3,3,1.0,41644
3,2,2,0,3.9,2.0,9.54,1,1,0.667,42290
3,3,1,2,3.34,0.99,8.71,3,3,1.0,42359
1,1,0,0,4.81,4.81,4.81,1,1,1.0,42800
1,1,0,0,0.28,0.28,0.28,1,1,1.0,42893
3,2,2,1,1.53,0.99,3.34,2,1,0.667,43101
1,1,0,0,11.16,11.16,11.16,1,1,1.0,43144
1,1,0,0,3.26,3.26,3.26,1,1,1.0,43224
2,2,1,0,8.56,8.56,15.43,1,1,1.0,43587
2,2,1,1,4.85,4.85,5.41,2,2,1.0,43625
3,3,2,1,6.15,6.25,11.71,2,2,1.0,43817
1,1,0,0,0.64,0.64,0.64,1,1,1.0,44046
1,1,0,0,4.81,4.81,4.81,1,1,1.0,44205
8,8,5,2,1.27,0.91,3.95,3,3,1.0,44496
1,1,0,0,0.36,0.36,0.36,1,1,1.0,44538
2,1,1,1,5.92,5.92,11.71,2,1,0.5,44685
1,1,0,0,5.58,5.58,5.58,1,1,1.0,44859
1,1,0,0,3.18,3.18,3.18,1,1,1.0,44884
2,2,1,0,0.56,0.56,0.76,1,1,1.0,44927
1,1,0,0,10.43,10.43,10.43,1,1,1.0,45059
2,2,0,0,3.47,3.47,4.99,1,1,1.0,46306
2,1,1,0,5.06,5.06,9.96,1,1,0.5,46564
3,3,2,1,4.9,2.75,11.71,2,2,1.0,46658
3,3,2,0,3.24,1.35,7.13,1,1,1.0,46684
1,1,0,0,1.15,1.15,1.15,1,1,1.0,46760
2,2,1,1,3.77,3.77,4.7,2,2,1.0,46826
1,1,0,0,1.0,1.0,1.0,1,1,1.0,46831
2,2,1,1,3.35,3.35,5.71,2,2,1.0,46845
1,1,0,0,2.38,2.38,2.38,1,1,1.0,47061
3,3,2,0,2.65,2.75,3.97,1,1,1.0,47478
3,3,2,0,3.21,2.33,6.04,1,1,1.0,47521
1,1,0,0,8.38,8.38,8.38,1,1,1.0,48405
2,2,1,1,3.17,3.17,4.66,2,2,1.0,48584
4,4,3,2,1.39,1.0,2.91,2,2,1.0,48755
1,1,0,0,8.38,8.38,8.38,1,1,1.0,48840
3,3,2,1,3.68,1.72,8.12,2,2,1.0,48885
1,1,0,0,0.6,0.6,0.6,1,1,1.0,48938
2,2,1,1,0.27,0.27,0.27,2,2,1.0,49390
1,1,0,0,8.46,8.46,8.46,1,1,1.0,49404
1,0,0,0,0.25,0.25,0.25,1,0,0.0,49500
3,3,2,1,4.53,5.5,6.46,2,2,1.0,49657
2,0,1,1,0.21,0.21,0.25,2,0,0.0,49789
5,5,4,0,1.95,1.17,5.71,1,1,1.0,49839
1,0,0,0,0.24,0.24,0.24,1,0,0.0,49869
1,1,0,0,1.0,1.0,1.0,1,1,1.0,49926
1,1,0,0,4.37,4.37,4.37,1,1,1.0,50023
1,1,0,0,11.38,11.38,11.38,1,1,1.0,50030
1,1,0,0,2.54,2.54,2.54,1,1,1.0,50103
1,1,0,0,2.35,2.35,2.35,1,1,1.0,50416
6,4,2,0,1.59,0.69,5.69,1,1,0.667,50463
3,3,2,2,2.57,2.0,3.7,3,3,1.0,50544
3,3,2,1,4.14,1.22,10.44,2,2,1.0,50796
3,3,1,2,4.36,1.58,10.71,3,3,1.0,51025
1,1,0,0,4.47,4.47,4.47,1,1,1.0,51050
1,1,0,0,9.39,9.39,9.39,1,1,1.0,51159
1,1,0,0,10.91,10.91,10.91,1,1,1.0,51177
2,2,1,0,2.88,2.88,4.17,1,1,1.0,51195
1,1,0,0,3.34,3.34,3.34,1,1,1.0,51212
1,1,0,0,5.42,5.42,5.42,1,1,1.0,51232
7,7,4,3,0.53,0.39,1.39,4,4,1.0,51391
5,3,4,2,2.17,0.37,8.87,3,2,0.6,51418
1,0,0,0,0.16,0.16,0.16,1,0,0.0,51539
2,2,1,0,1.7,1.7,3.12,1,1,1.0,51595
2,2,1,0,5.23,5.23,6.46,1,1,1.0,51681
1,1,0,0,4.99,4.99,4.99,1,1,1.0,51716
1,0,0,0,0.08,0.08,0.08,1,0,0.0,51737
1,0,0,0,0.1,0.1,0.1,1,0,0.0,51775
1,1,0,0,0.76,0.76,0.76,1,1,1.0,51880
5,3,4,1,2.5,0.79,9.84,2,2,0.6,51960
4,4,3,1,2.92,1.5,7.96,2,2,1.0,52004
1,1,0,0,10.46,10.46,10.46,1,1,1.0,52227
1,1,0,0,0.36,0.36,0.36,1,1,1.0,52365
2,2,0,0,0.82,0.82,1.37,1,1,1.0,52751
2,2,1,0,3.95,3.95,6.33,1,1,1.0,52752
1,1,0,0,1.35,1.35,1.35,1,1,1.0,52852
5,4,4,2,1.11,1.42,2.14,2,2,0.8,52873
1,0,0,0,0.23,0.23,0.23,1,0,0.0,52916
5,5,4,2,2.26,1.25,4.45,2,2,1.0,52953
1,1,0,0,0.39,0.39,0.39,1,1,1.0,53126
2,2,1,0,6.21,6.21,10.79,1,1,1.0,53142
2,2,1,1,3.77,3.77,6.54,2,2,1.0,53156
6,6,3,4,1.74,0.68,7.38,5,5,1.0,53238
2,2,1,1,1.24,1.24,1.92,2,2,1.0,53239
1,1,0,0,5.12,5.12,5.12,1,1,1.0,53345
1,1,0,0,0.79,0.79,0.79,1,1,1.0,53351
1,1,0,0,1.12,1.12,1.12,1,1,1.0,53353
2,2,1,1,4.43,4.43,8.38,2,2,1.0,53355
1,1,0,0,8.96,8.96,8.96,1,1,1.0,53361
1,1,0,0,0.39,0.39,0.39,1,1,1.0,53554
5,5,4,2,1.66,1.53,3.3,3,3,1.0,53697
3,3,1,0,2.21,1.77,4.52,1,1,1.0,53811
2,2,1,1,2.35,2.35,2.7,2,2,1.0,53814
1,1,0,0,11.62,11.62,11.62,1,1,1.0,53840
3,3,2,1,3.37,4.0,5.12,2,2,1.0,53856
4,4,3,0,1.05,0.96,2.0,1,1,1.0,53860
3,3,2,2,3.54,0.91,8.96,2,2,1.0,53888
1,1,0,0,4.62,4.62,4.62,1,1,1.0,53915
2,2,1,1,6.48,6.48,11.29,2,2,1.0,54091
4,4,3,1,3.06,3.27,5.12,2,2,1.0,54155
1,1,0,0,0.99,0.99,0.99,1,1,1.0,54246
1,1,0,0,5.66,5.66,5.66,1,1,1.0,54358
2,2,1,0,3.88,3.88,4.06,1,1,1.0,54460
4,4,3,1,1.59,1.69,2.0,2,2,1.0,54568
3,3,2,2,3.22,2.0,5.76,2,2,1.0,54577
2,2,0,1,0.58,0.58,0.81,2,2,1.0,54603
2,2,1,0,3.88,3.88,4.72,1,1,1.0,54699
4,3,3,3,3.14,1.49,9.36,3,3,0.75,54701
3,3,2,0,0.69,0.62,1.12,1,1,1.0,54706
2,2,0,0,5.39,5.39,9.39,1,1,1.0,54744
4,3,3,1,3.32,1.0,11.29,2,2,0.75,54761
1,1,0,0,1.62,1.62,1.62,1,1,1.0,54841
3,3,2,0,1.89,1.72,3.13,1,1,1.0,54845
1,1,0,0,7.54,7.54,7.54,1,1,1.0,54860
1,1,0,0,2.92,2.92,2.92,1,1,1.0,55101
3,3,2,0,2.74,1.72,5.56,1,1,1.0,55104
1,1,0,0,10.77,10.77,10.77,1,1,1.0,55173
3,3,2,1,3.12,1.72,6.12,2,2,1.0,55230
5,5,4,3,2.13,0.41,7.94,4,4,1.0,55666
1,1,0,0,0.38,0.38,0.38,1,1,1.0,55699
2,2,1,0,1.28,1.28,2.0,1,1,1.0,55731
2,1,1,1,0.83,0.83,1.54,2,1,0.5,55735
4,3,3,2,1.68,0.82,4.95,3,2,0.75,55753
3,3,2,1,4.29,0.67,11.71,2,2,1.0,55772
3,1,1,1,2.44,0.25,6.87,2,1,0.333,55814
2,2,1,0,1.95,1.95,3.3,1,1,1.0,55817
1,1,0,0,11.62,11.62,11.62,1,1,1.0,55819
1,1,0,0,0.38,0.38,0.38,1,1,1.0,56170
1,1,0,0,2.0,2.0,2.0,1,1,1.0,56180
2,1,1,0,1.16,1.16,2.16,1,1,0.5,56189
2,2,1,0,2.11,2.11,3.8,1,1,1.0,56233
3,3,2,1,4.04,1.08,10.12,2,2,1.0,56408
1,1,0,0,5.42,5.42,5.42,1,1,1.0,56412
5,4,4,3,1.11,0.83,2.0,3,2,0.8,56413
3,3,2,1,4.4,1.5,10.79,2,2,1.0,56415
1,1,0,0,10.71,10.71,10.71,1,1,1.0,56431
1,1,0,0,7.46,7.46,7.46,1,1,1.0,56529
1,1,0,0,1.77,1.77,1.77,1,1,1.0,56532
1,1,0,0,0.64,0.64,0.64,1,1,1.0,56538
2,2,0,0,0.68,0.68,0.97,1,1,1.0,56567
3,3,2,1,3.79,4.83,5.12,2,2,1.0,56607
2,2,1,0,3.26,3.26,3.29,1,1,1.0,56628
1,1,0,0,9.41,9.41,9.41,1,1,1.0,56639
2,2,1,0,5.47,5.47,8.37,1,1,1.0,56743
3,3,2,2,4.01,3.38,8.33,2,2,1.0,56796
1,1,0,0,3.81,3.81,3.81,1,1,1.0,56798
1,1,0,0,2.61,2.61,2.61,1,1,1.0,56809
3,3,2,2,4.1,5.46,6.24,3,3,1.0,56825
2,2,1,0,5.5,5.5,10.71,1,1,1.0,56893
1,0,0,0,0.21,0.21,0.21,1,0,0.0,56935
1,1,0,0,7.0,7.0,7.0,1,1,1.0,56959
1,1,0,0,12.71,12.71,12.71,1,1,1.0,56978
3,3,2,0,3.23,2.87,4.2,1,1,1.0,57012
3,3,1,0,1.53,1.32,2.51,1,1,1.0,57062
1,1,0,0,2.87,2.87,2.87,1,1,1.0,57074
1,1,0,0,0.76,0.76,0.76,1,1,1.0,57135
2,2,1,0,1.94,1.94,3.12,1,1,1.0,57143
3,3,0,0,1.54,1.31,2.57,1,1,1.0,57181
6,5,4,1,0.73,0.5,1.72,2,2,0.833,57199
2,2,1,0,3.69,3.69,4.42,1,1,1.0,57204
1,1,0,0,1.37,1.37,1.37,1,1,1.0,57365
1,1,0,0,0.79,0.79,0.79,1,1,1.0,57394
3,3,2,2,2.06,0.91,4.94,2,2,1.0,57406
2,2,1,0,0.65,0.65,0.76,1,1,1.0,57503
1,1,0,0,9.7,9.7,9.7,1,1,1.0,57573
2,2,1,1,4.25,4.25,8.21,2,2,1.0,57586
2,2,1,1,6.64,6.64,11.71,2,2,1.0,57640
2,2,0,1,2.61,2.61,4.22,2,2,1.0,57642
2,2,1,0,1.9,1.9,2.25,1,1,1.0,57652
1,1,0,0,0.38,0.38,0.38,1,1,1.0,57700
1,1,0,0,1.94,1.94,1.94,1,1,1.0,57729
1,1,0,0,0.41,0.41,0.41,1,1,1.0,57817
3,2,2,1,3.36,0.91,9.08,2,2,0.667,57821
1,1,0,0,2.57,2.57,2.57,1,1,1.0,57960
2,2,1,1,2.23,2.23,2.69,2,2,1.0,58108
1,1,0,0,3.08,3.08,3.08,1,1,1.0,58137
1,0,0,0,0.03,0.03,0.03,1,0,0.0,58143
2,2,1,0,6.94,6.94,10.54,1,1,1.0,58154
1,1,0,0,1.83,1.83,1.83,1,1,1.0,58345
1,1,0,0,2.79,2.79,2.79,1,1,1.0,58382
2,2,1,0,5.57,5.57,10.79,1,1,1.0,58429
8,7,6,2,1.59,1.26,3.75,2,2,0.875,58491
7,7,6,2,2.85,1.25,12.58,3,3,1.0,58517
3,2,2,1,6.16,4.71,13.7,2,2,0.667,58543
4,3,3,1,2.5,0.95,7.98,2,2,0.75,58595
1,1,0,0,4.95,4.95,4.95,1,1,1.0,58609
1,1,0,0,12.97,12.97,12.97,1,1,1.0,58621
1,1,0,0,2.82,2.82,2.82,1,1,1.0,58627
2,2,0,0,0.97,0.97,1.21,1,1,1.0,58629
1,1,0,0,9.12,9.12,9.12,1,1,1.0,58645
1,1,0,0,5.29,5.29,5.29,1,1,1.0,58710
2,2,1,1,4.5,4.5,8.33,2,2,1.0,58711
4,4,3,0,2.58,2.52,4.75,1,1,1.0,58749
1,1,0,0,3.71,3.71,3.71,1,1,1.0,58795
3,3,2,2,2.77,1.64,6.35,2,2,1.0,58819
1,1,0,0,5.17,5.17,5.17,1,1,1.0,58823
1,1,0,0,1.35,1.35,1.35,1,1,1.0,58841
1,1,0,0,0.28,0.28,0.28,1,1,1.0,58867
1,1,0,0,3.81,3.81,3.81,1,1,1.0,58915
1,1,0,0,0.28,0.28,0.28,1,1,1.0,58939
13,4,1,1,0.62,0.05,6.33,2,2,0.308,58968
1,1,0,0,11.83,11.83,11.83,1,1,1.0,59059
1,1,0,0,4.4,4.4,4.4,1,1,1.0,59104
3,3,1,1,2.62,3.38,4.22,2,2,1.0,59151
2,2,1,1,6.98,6.98,11.96,2,2,1.0,59177
3,3,1,0,0.95,0.99,1.13,1,1,1.0,59216
4,4,3,1,3.09,1.62,8.71,2,2,1.0,59217
1,1,0,0,2.96,2.96,2.96,1,1,1.0,59225
2,1,1,0,5.67,5.67,11.19,1,1,0.5,59234
1,1,0,0,1.35,1.35,1.35,1,1,1.0,59237
3,3,2,0,0.72,0.88,0.92,1,1,1.0,59239
3,3,2,1,6.44,6.41,11.71,2,2,1.0,59277
1,1,0,0,0.79,0.79,0.79,1,1,1.0,59450
2,1,1,1,0.25,0.25,0.25,2,1,0.5,59468
2,2,1,0,4.25,4.25,7.79,1,1,1.0,59484
2,2,1,0,5.13,5.13,6.97,1,1,1.0,59495
1,1,0,0,10.38,10.38,10.38,1,1,1.0,59524
1,1,0,0,3.34,3.34,3.34,1,1,1.0,59525
3,3,2,0,1.41,1.42,1.67,1,1,1.0,59557
1,1,0,0,8.38,8.38,8.38,1,1,1.0,59660
1,1,0,0,8.59,8.59,8.59,1,1,1.0,59670
3,2,2,1,0.65,0.64,1.08,2,1,0.667,59691
2,2,1,1,6.25,6.25,11.71,2,2,1.0,59752
1,0,0,0,0.24,0.24,0.24,1,0,0.0,59754
2,2,1,1,6.06,6.06,8.79,2,2,1.0,59774
2,1,1,0,1.19,1.19,2.34,1,1,0.5,59788
1,1,0,0,7.42,7.42,7.42,1,1,1.0,59794
1,1,0,0,2.83,2.83,2.83,1,1,1.0,59818
2,2,1,0,1.66,1.66,1.74,1,1,1.0,59822
1,1,0,0,2.0,2.0,2.0,1,1,1.0,59829
1,1,0,0,7.13,7.13,7.13,1,1,1.0,59852
1,1,0,0,9.04,9.04,9.04,1,1,1.0,59853
4,3,3,2,1.34,1.11,2.87,3,3,0.75,59904
2,2,1,0,4.25,4.25,7.28,1,1,1.0,59955
6,6,5,1,2.09,1.94,5.0,2,2,1.0,59958
2,2,1,1,0.86,0.86,1.28,2,2,1.0,59964
3,3,2,1,2.25,1.81,4.34,2,2,1.0,59988
1,1,0,0,5.81,5.81,5.81,1,1,1.0,60020
1,1,0,0,3.75,3.75,3.75,1,1,1.0,60112
4,3,2,1,1.37,0.57,4.17,2,2,0.75,60114
1,1,0,0,4.62,4.62,4.62,1,1,1.0,60168
1,0,0,0,0.24,0.24,0.24,1,0,0.0,60187
1,1,0,0,7.01,7.01,7.01,1,1,1.0,60260
1,1,0,0,0.61,0.61,0.61,1,1,1.0,60263
1,1,0,0,0.38,0.38,0.38,1,1,1.0,60306
5,4,4,2,1.33,1.38,2.57,3,3,0.8,60347
2,2,1,0,1.95,1.95,3.3,1,1,1.0,60381
1,1,0,0,0.28,0.28,0.28,1,1,1.0,60402
1,1,0,0,0.28,0.28,0.28,1,1,1.0,60408
2,2,0,0,2.03,2.03,2.27,1,1,1.0,60474
2,2,1,1,2.44,2.44,4.28,2,2,1.0,60511
3,2,2,0,3.86,4.92,6.46,1,1,0.667,60559
1,0,0,0,0.11,0.11,0.11,1,0,0.0,60619
1,1,0,0,0.34,0.34,0.34,1,1,1.0,60638
1,0,0,0,0.13,0.13,0.13,1,0,0.0,60687
1,1,0,0,9.87,9.87,9.87,1,1,1.0,60737
1,1,0,0,4.7,4.7,4.7,1,1,1.0,60838
2,2,1,1,1.52,1.52,2.21,2,2,1.0,61079
3,3,2,1,3.5,3.29,5.65,2,2,1.0,61199
4,2,2,2,2.98,0.56,10.79,3,1,0.5,61323
6,5,1,0,0.97,0.65,2.9,1,1,0.833,61359
3,3,2,1,6.23,2.25,15.46,2,2,1.0,61592
1,1,0,0,17.96,17.96,17.96,1,1,1.0,61593
5,5,2,1,4.25,1.25,14.84,2,2,1.0,61594
3,3,1,1,4.08,2.25,9.67,2,2,1.0,61595
3,3,2,1,5.39,6.25,8.91,2,2,1.0,61634
1,1,0,0,17.96,17.96,17.96,1,1,1.0,61651
2,2,0,1,9.48,9.48,17.96,2,2,1.0,61653
1,1,0,0,25.12,25.12,25.12,1,1,1.0,61654
3,2,1,1,4.75,0.79,13.34,2,2,0.667,61664
1,1,0,0,17.96,17.96,17.96,1,1,1.0,61688
12,11,7,7,2.15,0.77,11.71,6,6,0.917,61700
6,6,4,1,1.54,1.16,3.62,2,2,1.0,61751
1,1,0,0,0.38,0.38,0.38,1,1,1.0,61775
2,2,1,1,8.64,8.64,14.33,2,2,1.0,61948
1,1,0,0,1.77,1.77,1.77,1,1,1.0,63189
1,1,0,0,1.69,1.69,1.69,1,1,1.0,64403
8,7,5,2,1.69,1.06,4.0,3,3,0.875,64414
1,1,0,0,17.7,17.7,17.7,1,1,1.0,64415
2,2,1,1,4.79,4.79,8.58,2,2,1.0,64417
1,1,0,0,17.7,17.7,17.7,1,1,1.0,64418
1,1,0,0,17.7,17.7,17.7,1,1,1.0,64419
2,1,1,1,0.98,0.98,1.88,2,1,0.5,64483
3,3,2,1,2.89,1.92,6.46,2,2,1.0,64647
2,1,1,0,3.94,3.94,7.72,1,1,0.5,64657
4,3,2,1,1.08,0.38,3.47,2,2,0.75,64903
6,3,3,1,1.39,0.56,6.09,2,1,0.5,65182
2,2,1,0,2.99,2.99,4.33,1,1,1.0,65191
4,4,2,2,0.81,0.64,1.67,2,2,1.0,65192
1,1,0,0,1.39,1.39,1.39,1,1,1.0,65357
5,5,4,0,2.07,1.05,6.36,1,1,1.0,65359
1,1,0,0,5.0,5.0,5.0,1,1,1.0,65363
1,1,0,0,5.89,5.89,5.89,1,1,1.0,65364
2,1,1,0,4.48,4.48,8.8,1,1,0.5,65367
2,2,1,1,1.36,1.36,1.74,2,2,1.0,65378
1,1,0,0,3.29,3.29,3.29,1,1,1.0,65380
2,2,1,1,4.85,4.85,6.99,2,2,1.0,65520
1,1,0,0,0.99,0.99,0.99,1,1,1.0,65521
1,0,0,0,0.21,0.21,0.21,1,0,0.0,65530
2,2,1,0,1.72,1.72,2.14,1,1,1.0,65745
5,3,4,3,1.55,1.37,4.37,3,2,0.6,65828
2,2,1,0,5.1,5.1,6.66,1,1,1.0,65904
1,1,0,0,2.21,2.21,2.21,1,1,1.0,66011
2,2,1,0,3.98,3.98,5.61,1,1,1.0,66025
3,3,2,0,1.03,0.76,1.75,1,1,1.0,66037
2,2,1,0,1.18,1.18,1.67,1,1,1.0,66041
1,1,0,0,1.27,1.27,1.27,1,1,1.0,66062
2,2,1,0,4.47,4.47,7.6,1,1,1.0,66078
1,1,0,0,2.98,2.98,2.98,1,1,1.0,66149
3,3,2,0,1.35,0.96,2.34,1,1,1.0,66174
1,1,0,0,4.95,4.95,4.95,1,1,1.0,66177
1,1,0,0,0.27,0.27,0.27,1,1,1.0,66201
1,1,0,0,0.28,0.28,0.28,1,1,1.0,66205
3,3,2,2,2.09,1.33,4.34,2,2,1.0,66209
3,2,2,2,1.37,0.73,3.39,3,2,0.667,66284
3,3,1,0,2.84,3.71,4.24,1,1,1.0,66304
7,5,5,3,1.73,1.0,6.79,4,3,0.714,66315
1,1,0,0,9.46,9.46,9.46,1,1,1.0,66546
5,3,3,1,2.36,0.29,5.83,2,2,0.6,66602
1,1,0,0,6.78,6.78,6.78,1,1,1.0,66660
4,3,2,3,3.76,0.73,13.34,2,2,0.75,66819
2,2,1,1,7.97,7.97,13.95,2,2,1.0,66836
3,3,1,1,2.23,2.0,4.34,2,2,1.0,66966
2,2,1,1,3.36,3.36,5.93,2,2,1.0,66974
1,1,0,0,1.37,1.37,1.37,1,1,1.0,67008
1,0,0,0,0.02,0.02,0.02,1,0,0.0,67133
2,2,1,1,3.28,3.28,3.6,2,2,1.0,67497
1,1,0,0,1.86,1.86,1.86,1,1,1.0,67520
3,3,2,1,3.41,2.41,6.83,2,2,1.0,67714
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67715
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67716
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67717
