N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS,IDPERSONA
1,1,0,0,2.29,2.29,2.29,1,1,1.0,646519
1,0,0,0,0.24,0.24,0.24,1,0,0.0,646521
1,1,0,0,3.15,3.15,3.15,1,1,1.0,646525
1,1,0,0,3.83,3.83,3.83,1,1,1.0,646567
1,1,0,0,2.7,2.7,2.7,1,1,1.0,646695
1,1,0,0,3.35,3.35,3.35,1,1,1.0,646717
2,2,0,0,0.79,0.79,1.33,1,1,1.0,646749
1,0,0,0,0.08,0.08,0.08,1,0,0.0,646751
1,1,0,0,0.56,0.56,0.56,1,1,1.0,646776
1,1,0,0,0.27,0.27,0.27,1,1,1.0,646785
2,1,0,1,0.55,0.55,1.06,2,1,0.5,646794
1,1,0,0,5.34,5.34,5.34,1,1,1.0,646835
1,0,0,0,0.24,0.24,0.24,1,0,0.0,646881
1,1,0,0,1.86,1.86,1.86,1,1,1.0,646897
1,1,0,0,2.19,2.19,2.19,1,1,1.0,647000
2,2,1,1,6.41,6.41,11.71,2,2,1.0,647012
2,2,1,1,1.62,1.62,2.24,2,2,1.0,647015
4,4,3,2,3.13,3.61,3.95,2,2,1.0,647036
3,3,2,1,4.31,1.55,10.79,2,2,1.0,647047
2,2,1,1,6.41,6.41,11.71,2,2,1.0,647101
2,2,1,1,6.41,6.41,11.71,2,2,1.0,647104
2,2,1,1,6.41,6.41,9.7,2,2,1.0,647105
1,1,0,0,9.2,9.2,9.2,1,1,1.0,647106
1,1,0,0,12.83,12.83,12.83,1,1,1.0,647109
3,3,2,2,1.41,1.0,2.33,3,3,1.0,647120
1,1,0,0,12.83,12.83,12.83,1,1,1.0,647125
1,1,0,0,12.26,12.26,12.26,1,1,1.0,647169
1,1,0,0,5.12,5.12,5.12,1,1,1.0,647170
3,3,2,2,4.18,2.84,8.71,2,2,1.0,647206
1,1,0,0,1.25,1.25,1.25,1,1,1.0,647234
1,1,0,0,12.62,12.62,12.62,1,1,1.0,647259
5,5,4,4,1.94,1.74,3.34,4,4,1.0,647308
4,3,3,1,2.98,2.87,6.12,2,2,0.75,647358
1,1,0,0,1.89,1.89,1.89,1,1,1.0,647364
3,3,2,1,4.54,3.0,9.87,2,2,1.0,647432
9,5,3,1,1.07,0.44,4.93,2,2,0.556,647469
7,2,2,2,1.81,0.04,11.71,2,2,0.286,647470
1,1,0,0,1.53,1.53,1.53,1,1,1.0,647524
1,1,0,0,3.04,3.04,3.04,1,1,1.0,647678
2,2,1,0,0.7,0.7,0.96,1,1,1.0,647711
1,1,0,0,5.33,5.33,5.33,1,1,1.0,647747
1,0,0,0,0.24,0.24,0.24,1,0,0.0,647813
1,1,0,0,0.83,0.83,0.83,1,1,1.0,647831
1,1,0,0,1.88,1.88,1.88,1,1,1.0,647862
1,1,0,0,0.36,0.36,0.36,1,1,1.0,647873
2,2,1,1,0.93,0.93,1.58,2,2,1.0,647955
2,1,1,1,0.28,0.28,0.44,2,1,0.5,647957
1,1,0,0,0.61,0.61,0.61,1,1,1.0,647968
2,2,1,0,2.67,2.67,2.96,1,1,1.0,648005
1,1,0,0,1.28,1.28,1.28,1,1,1.0,648036
2,1,0,1,2.42,2.42,4.6,2,1,0.5,648047
1,1,0,0,2.56,2.56,2.56,1,1,1.0,648076
2,2,1,0,3.6,3.6,4.46,1,1,1.0,648129
1,0,0,0,0.24,0.24,0.24,1,0,0.0,648247
1,1,0,0,0.4,0.4,0.4,1,1,1.0,648262
1,1,0,0,0.83,0.83,0.83,1,1,1.0,648265
2,1,1,1,0.7,0.7,1.31,2,1,0.5,648267
1,1,0,0,1.49,1.49,1.49,1,1,1.0,648282
1,1,0,0,2.27,2.27,2.27,1,1,1.0,648427
1,1,0,0,4.46,4.46,4.46,1,1,1.0,648455
1,1,0,0,0.28,0.28,0.28,1,1,1.0,648513
1,1,0,0,1.08,1.08,1.08,1,1,1.0,648569
7,3,5,5,1.36,0.17,4.75,3,2,0.429,648615
6,2,3,2,0.88,0.1,4.41,3,2,0.333,648616
2,2,1,1,6.17,6.17,10.12,2,2,1.0,648617
2,2,1,1,5.98,5.98,10.12,2,2,1.0,648623
3,3,2,1,2.0,2.08,2.37,2,2,1.0,648638
2,2,1,1,2.71,2.71,4.78,2,2,1.0,648639
2,2,1,1,6.17,6.17,11.71,2,2,1.0,648642
1,1,0,0,6.12,6.12,6.12,1,1,1.0,648667
3,3,2,1,4.11,1.64,10.12,2,2,1.0,648694
1,1,0,0,7.38,7.38,7.38,1,1,1.0,648710
4,4,3,2,3.09,2.86,5.0,3,3,1.0,648757
3,3,2,1,4.1,0.92,10.79,2,2,1.0,648765
1,0,0,0,0.11,0.11,0.11,1,0,0.0,648775
2,2,1,1,0.97,0.97,1.49,2,2,1.0,648778
1,0,0,0,0.24,0.24,0.24,1,0,0.0,648810
1,0,0,0,0.25,0.25,0.25,1,0,0.0,648841
3,3,2,1,4.07,4.62,7.08,2,2,1.0,648866
2,2,1,0,6.09,6.09,11.84,1,1,1.0,648983
1,1,0,0,3.7,3.7,3.7,1,1,1.0,649043
4,3,3,2,0.98,0.56,2.75,3,2,0.75,649047
1,1,0,0,12.12,12.12,12.12,1,1,1.0,649051
2,2,1,0,0.69,0.69,1.0,1,1,1.0,649060
1,1,0,0,12.12,12.12,12.12,1,1,1.0,649137
4,3,1,1,2.86,0.49,10.2,2,1,0.75,649148
2,2,1,0,6.17,6.17,8.63,1,1,1.0,649157
11,6,6,4,0.93,0.35,5.64,3,2,0.545,649184
2,2,1,1,3.53,3.53,6.67,2,2,1.0,649206
2,2,1,0,5.52,5.52,5.91,1,1,1.0,649207
3,1,2,0,1.52,0.08,4.41,1,1,0.333,649239
4,4,1,0,2.65,1.43,6.78,1,1,1.0,649245
1,1,0,0,10.96,10.96,10.96,1,1,1.0,649255
3,2,2,2,3.17,0.43,9.07,3,2,0.667,649260
2,2,0,0,1.01,1.01,1.32,1,1,1.0,649282
5,4,4,0,0.9,0.87,1.89,1,1,0.8,649294
2,2,1,1,6.31,6.31,11.62,2,2,1.0,649313
3,3,2,1,4.12,1.48,10.42,2,2,1.0,649335
4,4,3,0,2.1,1.6,4.53,1,1,1.0,649338
1,1,0,0,0.35,0.35,0.35,1,1,1.0,649373
2,2,1,1,5.98,5.98,10.42,2,2,1.0,649377
2,2,0,0,0.31,0.31,0.35,1,1,1.0,649383
1,1,0,0,0.98,0.98,0.98,1,1,1.0,649396
1,1,0,0,1.41,1.41,1.41,1,1,1.0,649398
1,1,0,0,1.96,1.96,1.96,1,1,1.0,649411
1,1,0,0,0.38,0.38,0.38,1,1,1.0,649436
1,1,0,0,1.51,1.51,1.51,1,1,1.0,649460
2,2,1,0,2.67,2.67,3.39,1,1,1.0,649516
1,1,0,0,3.86,3.86,3.86,1,1,1.0,649573
1,1,0,0,0.75,0.75,0.75,1,1,1.0,649590
1,1,0,0,4.82,4.82,4.82,1,1,1.0,649592
1,0,0,0,0.24,0.24,0.24,1,0,0.0,649600
1,0,0,0,0.24,0.24,0.24,1,0,0.0,649602
2,0,1,1,0.05,0.05,0.08,2,0,0.0,649603
1,1,0,0,6.46,6.46,6.46,1,1,1.0,649629
1,1,0,0,2.96,2.96,2.96,1,1,1.0,649630
1,0,0,0,0.13,0.13,0.13,1,0,0.0,649631
1,0,0,0,0.22,0.22,0.22,1,0,0.0,649634
1,1,0,0,1.82,1.82,1.82,1,1,1.0,649635
1,1,0,0,3.15,3.15,3.15,1,1,1.0,649650
1,1,0,0,2.96,2.96,2.96,1,1,1.0,649656
1,1,0,0,1.4,1.4,1.4,1,1,1.0,649663
1,1,0,0,1.21,1.21,1.21,1,1,1.0,649708
1,1,0,0,1.37,1.37,1.37,1,1,1.0,649715
3,3,2,1,1.0,0.99,1.68,2,2,1.0,649778
2,1,1,1,0.25,0.25,0.32,2,1,0.5,649788
1,0,0,0,0.0,0.0,0.0,1,0,0.0,649825
2,1,1,0,0.69,0.69,1.22,1,1,0.5,649827
1,0,0,0,0.24,0.24,0.24,1,0,0.0,649829
1,1,0,0,2.96,2.96,2.96,1,1,1.0,649836
1,0,0,0,0.24,0.24,0.24,1,0,0.0,649921
1,1,0,0,3.15,3.15,3.15,1,1,1.0,649959
1,1,0,0,1.64,1.64,1.64,1,1,1.0,650090
1,1,0,0,1.69,1.69,1.69,1,1,1.0,650114
1,1,0,0,1.93,1.93,1.93,1,1,1.0,650129
1,1,0,0,1.9,1.9,1.9,1,1,1.0,650143
1,1,0,0,4.95,4.95,4.95,1,1,1.0,650162
2,2,1,0,0.44,0.44,0.6,1,1,1.0,650168
1,0,0,0,0.24,0.24,0.24,1,0,0.0,650192
1,1,0,0,4.37,4.37,4.37,1,1,1.0,650194
1,1,0,0,0.63,0.63,0.63,1,1,1.0,650342
2,2,1,1,5.91,5.91,9.87,2,2,1.0,650462
3,2,2,1,3.96,0.91,10.79,2,2,0.667,650463
1,1,0,0,2.27,2.27,2.27,1,1,1.0,650482
2,1,1,1,5.89,5.89,11.71,2,1,0.5,650503
1,1,0,0,7.54,7.54,7.54,1,1,1.0,650513
4,1,1,1,2.96,0.02,11.79,2,1,0.25,650523
2,2,0,1,4.0,4.0,7.0,2,2,1.0,650540
2,2,1,0,3.98,3.98,6.46,1,1,1.0,650568
1,0,0,0,0.24,0.24,0.24,1,0,0.0,650613
1,1,0,0,11.63,11.63,11.63,1,1,1.0,650857
5,5,4,4,2.47,1.72,5.16,4,4,1.0,650954
1,1,0,0,11.62,11.62,11.62,1,1,1.0,650956
1,1,0,0,10.7,10.7,10.7,1,1,1.0,650957
2,2,1,1,5.81,5.81,10.79,2,2,1.0,651029
2,2,1,0,4.84,4.84,8.93,1,1,1.0,651067
1,1,0,0,11.6,11.6,11.6,1,1,1.0,651069
1,1,0,0,2.89,2.89,2.89,1,1,1.0,651104
14,5,9,4,0.52,0.06,3.27,2,1,0.357,651108
1,1,0,0,10.12,10.12,10.12,1,1,1.0,651120
3,3,2,0,2.74,3.11,4.74,1,1,1.0,651128
1,1,0,0,11.29,11.29,11.29,1,1,1.0,651135
2,2,1,1,6.34,6.34,11.54,2,2,1.0,651142
1,1,0,0,6.75,6.75,6.75,1,1,1.0,651144
2,2,1,0,5.71,5.71,10.71,1,1,1.0,651206
1,1,0,0,0.71,0.71,0.71,1,1,1.0,651227
1,1,0,0,5.38,5.38,5.38,1,1,1.0,651268
2,1,1,0,5.69,5.69,11.22,1,1,0.5,651294
2,1,1,1,5.42,5.42,10.83,2,1,0.5,651295
2,2,1,0,5.69,5.69,10.54,1,1,1.0,651323
2,2,1,1,5.69,5.69,9.96,2,2,1.0,651324
2,2,1,1,5.67,5.67,9.96,2,2,1.0,651339
4,4,2,2,1.85,0.88,5.24,2,2,1.0,651346
4,3,3,2,1.1,1.21,1.99,3,3,0.75,651347
5,5,3,2,1.06,0.95,1.96,2,2,1.0,651350
2,2,1,0,5.46,5.46,6.46,1,1,1.0,651366
2,2,1,0,0.9,0.9,1.41,1,1,1.0,651370
2,2,1,0,4.59,4.59,8.87,1,1,1.0,651372
1,1,0,0,0.63,0.63,0.63,1,1,1.0,651387
2,2,0,1,1.04,1.04,1.42,2,2,1.0,651451
1,1,0,0,8.03,8.03,8.03,1,1,1.0,651497
1,1,0,0,2.08,2.08,2.08,1,1,1.0,651513
2,2,1,0,0.73,0.73,1.1,1,1,1.0,651665
1,1,0,0,2.62,2.62,2.62,1,1,1.0,651675
1,1,0,0,0.98,0.98,0.98,1,1,1.0,651680
1,0,0,0,0.08,0.08,0.08,1,0,0.0,651729
1,1,0,0,2.17,2.17,2.17,1,1,1.0,651738
1,1,0,0,0.97,0.97,0.97,1,1,1.0,651745
1,1,0,0,0.66,0.66,0.66,1,1,1.0,651763
2,1,0,1,0.63,0.63,1.08,2,1,0.5,651799
1,0,0,0,0.12,0.12,0.12,1,0,0.0,651902
1,1,0,0,0.74,0.74,0.74,1,1,1.0,652047
1,0,0,0,0.11,0.11,0.11,1,0,0.0,652058
1,0,0,0,0.11,0.11,0.11,1,0,0.0,652072
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652275
1,1,0,0,1.11,1.11,1.11,1,1,1.0,652412
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652450
3,2,1,0,0.48,0.35,0.96,1,1,0.667,652462
1,1,0,0,6.37,6.37,6.37,1,1,1.0,652543
2,2,1,0,3.98,3.98,4.95,1,1,1.0,652545
2,2,1,0,3.98,3.98,4.95,1,1,1.0,652546
3,3,0,0,0.7,0.76,0.97,1,1,1.0,652557
1,1,0,0,7.96,7.96,7.96,1,1,1.0,652562
1,1,0,0,0.97,0.97,0.97,1,1,1.0,652563
1,1,0,0,0.39,0.39,0.39,1,1,1.0,652564
1,1,0,0,7.96,7.96,7.96,1,1,1.0,652579
1,1,0,0,7.96,7.96,7.96,1,1,1.0,652580
1,1,0,0,0.39,0.39,0.39,1,1,1.0,652582
1,1,0,0,2.87,2.87,2.87,1,1,1.0,652588
2,2,0,1,0.96,0.96,1.27,2,2,1.0,652589
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652590
1,1,0,0,0.25,0.25,0.25,1,1,1.0,652613
1,1,0,0,1.58,1.58,1.58,1,1,1.0,652624
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652641
1,0,0,0,0.2,0.2,0.2,1,0,0.0,652655
1,0,0,0,0.2,0.2,0.2,1,0,0.0,652656
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652665
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652684
1,1,0,0,2.21,2.21,2.21,1,1,1.0,652704
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652714
3,2,2,2,0.34,0.25,0.53,3,2,0.667,652724
2,1,1,1,0.51,0.51,0.93,2,1,0.5,652759
3,3,1,1,0.64,0.35,1.29,2,2,1.0,652768
2,2,1,1,0.78,0.78,1.13,2,2,1.0,652796
4,4,2,1,1.27,0.86,2.97,2,2,1.0,652798
1,1,0,0,0.38,0.38,0.38,1,1,1.0,652800
1,1,0,0,0.5,0.5,0.5,1,1,1.0,652808
1,1,0,0,0.34,0.34,0.34,1,1,1.0,652810
2,1,1,0,1.06,1.06,1.91,1,1,0.5,652816
1,1,0,0,0.95,0.95,0.95,1,1,1.0,652823
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652826
1,1,0,0,1.76,1.76,1.76,1,1,1.0,652839
1,0,0,0,0.24,0.24,0.24,1,0,0.0,652859
1,1,0,0,5.5,5.5,5.5,1,1,1.0,652898
1,1,0,0,7.91,7.91,7.91,1,1,1.0,652902
1,1,0,0,7.87,7.87,7.87,1,1,1.0,652917
1,1,0,0,7.87,7.87,7.87,1,1,1.0,652921
1,1,0,0,7.87,7.87,7.87,1,1,1.0,652925
4,3,3,0,1.43,0.83,3.91,1,1,0.75,652934
1,1,0,0,5.79,5.79,5.79,1,1,1.0,652972
1,1,0,0,7.19,7.19,7.19,1,1,1.0,652989
3,3,1,2,2.39,0.99,5.21,3,3,1.0,653004
1,1,0,0,7.12,7.12,7.12,1,1,1.0,653010
4,3,3,2,2.36,0.86,7.54,3,2,0.75,653075
1,0,0,0,0.11,0.11,0.11,1,0,0.0,653183
1,1,0,0,1.35,1.35,1.35,1,1,1.0,653534
2,2,0,0,0.49,0.49,0.64,1,1,1.0,653547
1,1,0,0,0.57,0.57,0.57,1,1,1.0,653585
1,1,0,0,1.64,1.64,1.64,1,1,1.0,653651
1,1,0,0,1.03,1.03,1.03,1,1,1.0,653690
3,3,2,2,0.44,0.49,0.52,3,3,1.0,653764
1,1,0,0,4.67,4.67,4.67,1,1,1.0,653770
1,1,0,0,4.67,4.67,4.67,1,1,1.0,653775
1,1,0,0,0.83,0.83,0.83,1,1,1.0,653777
3,2,2,0,2.52,1.71,5.84,1,1,0.667,653778
1,1,0,0,7.54,7.54,7.54,1,1,1.0,653814
1,1,0,0,7.54,7.54,7.54,1,1,1.0,653815
2,2,1,1,3.77,3.77,6.79,2,2,1.0,653816
1,1,0,0,7.46,7.46,7.46,1,1,1.0,653827
1,1,0,0,7.46,7.46,7.46,1,1,1.0,653835
1,1,0,0,1.0,1.0,1.0,1,1,1.0,653837
2,2,1,0,3.67,3.67,5.33,1,1,1.0,653852
1,1,0,0,5.25,5.25,5.25,1,1,1.0,653854
1,1,0,0,1.67,1.67,1.67,1,1,1.0,653858
1,1,0,0,1.29,1.29,1.29,1,1,1.0,653884
2,2,0,1,1.04,1.04,1.35,2,2,1.0,653914
1,1,0,0,2.27,2.27,2.27,1,1,1.0,653985
1,1,0,0,0.54,0.54,0.54,1,1,1.0,654017
1,1,0,0,1.77,1.77,1.77,1,1,1.0,654027
1,1,0,0,0.49,0.49,0.49,1,1,1.0,654081
1,1,0,0,0.54,0.54,0.54,1,1,1.0,654082
1,1,0,0,1.36,1.36,1.36,1,1,1.0,654104
1,1,0,0,0.97,0.97,0.97,1,1,1.0,654107
1,1,0,0,1.68,1.68,1.68,1,1,1.0,654118
1,0,0,0,0.15,0.15,0.15,1,0,0.0,654129
1,1,0,0,1.94,1.94,1.94,1,1,1.0,654169
1,1,0,0,0.33,0.33,0.33,1,1,1.0,654191
1,1,0,0,0.49,0.49,0.49,1,1,1.0,654197
1,0,0,0,0.24,0.24,0.24,1,0,0.0,654221
2,2,1,1,1.81,1.81,3.34,2,2,1.0,654247
1,1,0,0,1.77,1.77,1.77,1,1,1.0,654250
2,2,1,1,1.46,1.46,2.34,2,2,1.0,654253
3,3,1,1,0.93,0.8,1.58,2,2,1.0,654262
1,1,0,0,0.35,0.35,0.35,1,1,1.0,654297
1,0,0,0,0.11,0.11,0.11,1,0,0.0,654344
1,1,0,0,7.38,7.38,7.38,1,1,1.0,654349
1,1,0,0,7.38,7.38,7.38,1,1,1.0,654350
1,1,0,0,7.38,7.38,7.38,1,1,1.0,654351
6,5,1,0,0.85,0.46,3.27,1,1,0.833,654354
2,1,1,0,3.28,3.28,6.4,1,1,0.5,654355
1,1,0,0,4.46,4.46,4.46,1,1,1.0,654356
1,1,0,0,2.64,2.64,2.64,1,1,1.0,654357
1,1,0,0,3.06,3.06,3.06,1,1,1.0,654358
1,1,0,0,4.36,4.36,4.36,1,1,1.0,654359
2,1,1,0,3.75,3.75,7.35,1,1,0.5,654360
1,1,0,0,4.76,4.76,4.76,1,1,1.0,654361
1,1,0,0,6.79,6.79,6.79,1,1,1.0,654363
1,1,0,0,3.98,3.98,3.98,1,1,1.0,654364
1,1,0,0,2.33,2.33,2.33,1,1,1.0,654365
1,1,0,0,0.78,0.78,0.78,1,1,1.0,654370
1,1,0,0,6.79,6.79,6.79,1,1,1.0,654372
1,1,0,0,3.75,3.75,3.75,1,1,1.0,654374
1,1,0,0,2.77,2.77,2.77,1,1,1.0,654376
1,0,0,0,0.25,0.25,0.25,1,0,0.0,654379
4,2,2,0,1.9,0.94,5.67,1,1,0.5,654381
2,2,1,0,1.17,1.17,1.99,1,1,1.0,654387
2,2,0,1,0.63,0.63,1.0,2,2,1.0,654388
1,1,0,0,2.64,2.64,2.64,1,1,1.0,654392
1,1,0,0,2.67,2.67,2.67,1,1,1.0,654402
2,2,1,0,3.28,3.28,3.29,1,1,1.0,654407
1,1,0,0,3.55,3.55,3.55,1,1,1.0,654412
1,1,0,0,1.09,1.09,1.09,1,1,1.0,654428
1,1,0,0,0.57,0.57,0.57,1,1,1.0,654444
1,1,0,0,0.5,0.5,0.5,1,1,1.0,654445
1,1,0,0,0.78,0.78,0.78,1,1,1.0,654455
1,1,0,0,0.99,0.99,0.99,1,1,1.0,654462
2,2,0,1,2.96,2.96,5.33,2,2,1.0,654490
1,1,0,0,1.83,1.83,1.83,1,1,1.0,654511
1,1,0,0,7.13,7.13,7.13,1,1,1.0,654527
1,1,0,0,5.04,5.04,5.04,1,1,1.0,654548
1,0,0,0,0.08,0.08,0.08,1,0,0.0,654570
1,1,0,0,6.12,6.12,6.12,1,1,1.0,654583
1,0,0,0,0.15,0.15,0.15,1,0,0.0,655235
1,0,0,0,0.11,0.11,0.11,1,0,0.0,655447
1,0,0,0,0.24,0.24,0.24,1,0,0.0,655509
1,1,0,0,0.57,0.57,0.57,1,1,1.0,655515
1,0,0,0,0.08,0.08,0.08,1,0,0.0,655516
1,1,0,0,1.03,1.03,1.03,1,1,1.0,655517
1,0,0,0,0.23,0.23,0.23,1,0,0.0,655520
1,0,0,0,0.24,0.24,0.24,1,0,0.0,655522
1,1,0,0,0.34,0.34,0.34,1,1,1.0,655525
1,0,0,0,0.12,0.12,0.12,1,0,0.0,655538
1,1,0,0,0.36,0.36,0.36,1,1,1.0,655555
1,1,0,0,1.35,1.35,1.35,1,1,1.0,655569
1,0,0,0,0.12,0.12,0.12,1,0,0.0,655570
1,1,0,0,0.25,0.25,0.25,1,1,1.0,655588
1,0,0,0,0.19,0.19,0.19,1,0,0.0,655596
1,0,0,0,0.11,0.11,0.11,1,0,0.0,655624
1,0,0,0,0.19,0.19,0.19,1,0,0.0,655702
2,1,1,1,0.23,0.23,0.37,2,1,0.5,655729
1,0,0,0,0.11,0.11,0.11,1,0,0.0,655736
1,1,0,0,0.34,0.34,0.34,1,1,1.0,655747
1,1,0,0,0.78,0.78,0.78,1,1,1.0,655764
2,1,0,1,0.21,0.21,0.26,2,1,0.5,655773
1,0,0,0,0.11,0.11,0.11,1,0,0.0,655779
1,1,0,0,0.36,0.36,0.36,1,1,1.0,655925
1,1,0,0,3.13,3.13,3.13,1,1,1.0,655963
7,4,1,0,0.63,0.25,3.44,1,1,0.571,655964
1,1,0,0,1.94,1.94,1.94,1,1,1.0,655974
1,0,0,0,0.21,0.21,0.21,1,0,0.0,655976
3,3,2,0,2.61,1.96,5.25,1,1,1.0,655982
2,2,0,0,2.41,2.41,3.38,1,1,1.0,655989
1,1,0,0,6.86,6.86,6.86,1,1,1.0,655995
1,1,0,0,6.86,6.86,6.86,1,1,1.0,655996
1,1,0,0,0.86,0.86,0.86,1,1,1.0,655997
1,1,0,0,6.86,6.86,6.86,1,1,1.0,655998
1,1,0,0,0.54,0.54,0.54,1,1,1.0,656001
1,1,0,0,1.79,1.79,1.79,1,1,1.0,656002
1,1,0,0,4.7,4.7,4.7,1,1,1.0,656003
2,2,1,0,0.57,0.57,0.76,1,1,1.0,656019
1,0,0,0,0.24,0.24,0.24,1,0,0.0,656027
1,1,0,0,6.79,6.79,6.79,1,1,1.0,656028
2,0,1,1,0.06,0.06,0.07,2,0,0.0,656039
1,1,0,0,1.96,1.96,1.96,1,1,1.0,656052
1,1,0,0,4.13,4.13,4.13,1,1,1.0,656162
2,1,0,1,0.72,0.72,1.19,2,1,0.5,656168
1,0,0,0,0.08,0.08,0.08,1,0,0.0,656194
1,1,0,0,4.75,4.75,4.75,1,1,1.0,656311
1,1,0,0,1.36,1.36,1.36,1,1,1.0,656459
1,1,0,0,0.33,0.33,0.33,1,1,1.0,656587
2,2,1,1,0.59,0.59,0.77,2,2,1.0,656651
1,1,0,0,5.04,5.04,5.04,1,1,1.0,656709
1,0,0,0,0.0,0.0,0.0,1,0,0.0,656718
1,1,0,0,2.84,2.84,2.84,1,1,1.0,656719
1,1,0,0,4.85,4.85,4.85,1,1,1.0,656754
1,0,0,0,0.01,0.01,0.01,1,0,0.0,656778
1,1,0,0,4.3,4.3,4.3,1,1,1.0,656779
1,1,0,0,2.59,2.59,2.59,1,1,1.0,656780
1,1,0,0,1.5,1.5,1.5,1,1,1.0,656781
1,1,0,0,0.79,0.79,0.79,1,1,1.0,656831
1,1,0,0,1.36,1.36,1.36,1,1,1.0,656842
1,1,0,0,3.87,3.87,3.87,1,1,1.0,656852
1,0,0,0,0.16,0.16,0.16,1,0,0.0,657132
1,0,0,0,0.04,0.04,0.04,1,0,0.0,657168
1,1,0,0,0.69,0.69,0.69,1,1,1.0,657319
1,1,0,0,0.32,0.32,0.32,1,1,1.0,657331
1,1,0,0,0.69,0.69,0.69,1,1,1.0,657356
1,0,0,0,0.2,0.2,0.2,1,0,0.0,657391
1,1,0,0,1.35,1.35,1.35,1,1,1.0,657449
1,1,0,0,0.38,0.38,0.38,1,1,1.0,657500
1,1,0,0,0.95,0.95,0.95,1,1,1.0,657523
1,1,0,0,1.0,1.0,1.0,1,1,1.0,658070
1,1,0,0,1.69,1.69,1.69,1,1,1.0,658075
2,2,1,0,2.17,2.17,3.29,1,1,1.0,658138
1,1,0,0,0.25,0.25,0.25,1,1,1.0,658200
1,1,0,0,3.47,3.47,3.47,1,1,1.0,658206
1,1,0,0,0.69,0.69,0.69,1,1,1.0,658319
1,0,0,0,0.24,0.24,0.24,1,0,0.0,658334
1,1,0,0,0.54,0.54,0.54,1,1,1.0,658349
2,2,1,0,2.0,2.0,3.37,1,1,1.0,658362
1,1,0,0,0.5,0.5,0.5,1,1,1.0,658363
1,1,0,0,1.69,1.69,1.69,1,1,1.0,658364
2,2,1,0,2.29,2.29,3.19,1,1,1.0,658365
1,1,0,0,3.0,3.0,3.0,1,1,1.0,658366
1,1,0,0,5.96,5.96,5.96,1,1,1.0,658370
1,1,0,0,5.96,5.96,5.96,1,1,1.0,658371
1,0,0,0,0.22,0.22,0.22,1,0,0.0,658467
1,0,0,0,0.16,0.16,0.16,1,0,0.0,658478
1,0,0,0,0.15,0.15,0.15,1,0,0.0,658481
2,0,0,0,0.15,0.15,0.18,1,0,0.0,658560
1,1,0,0,4.79,4.79,4.79,1,1,1.0,658647
1,1,0,0,5.96,5.96,5.96,1,1,1.0,658658
3,2,2,0,2.06,1.71,4.39,1,1,0.667,658659
1,1,0,0,3.35,3.35,3.35,1,1,1.0,658674
1,1,0,0,0.38,0.38,0.38,1,1,1.0,658676
1,1,0,0,5.33,5.33,5.33,1,1,1.0,658678
1,1,0,0,5.08,5.08,5.08,1,1,1.0,658679
1,0,0,0,0.07,0.07,0.07,1,0,0.0,658681
2,2,1,0,1.89,1.89,3.33,1,1,1.0,658687
1,1,0,0,2.87,2.87,2.87,1,1,1.0,658694
3,3,2,2,0.66,0.67,0.95,2,2,1.0,658714
1,1,0,0,5.01,5.01,5.01,1,1,1.0,658716
1,1,0,0,0.48,0.48,0.48,1,1,1.0,659263
1,0,0,0,0.15,0.15,0.15,1,0,0.0,659295
1,0,0,0,0.13,0.13,0.13,1,0,0.0,659311
1,1,0,0,0.99,0.99,0.99,1,1,1.0,659315
1,1,0,0,0.64,0.64,0.64,1,1,1.0,659325
1,1,0,0,5.62,5.62,5.62,1,1,1.0,659575
2,2,1,1,3.78,3.78,5.62,2,2,1.0,659576
1,1,0,0,0.87,0.87,0.87,1,1,1.0,659580
1,0,0,0,0.1,0.1,0.1,1,0,0.0,659582
1,1,0,0,0.68,0.68,0.68,1,1,1.0,659590
1,1,0,0,3.57,3.57,3.57,1,1,1.0,659592
1,1,0,0,5.51,5.51,5.51,1,1,1.0,659596
1,1,0,0,0.96,0.96,0.96,1,1,1.0,659622
1,1,0,0,1.84,1.84,1.84,1,1,1.0,659627
2,2,1,0,1.17,1.17,1.35,1,1,1.0,659644
1,1,0,0,5.12,5.12,5.12,1,1,1.0,659653
1,0,0,0,0.25,0.25,0.25,1,0,0.0,659660
2,1,0,0,0.56,0.56,0.97,1,1,0.5,659664
1,1,0,0,5.33,5.33,5.33,1,1,1.0,659665
1,1,0,0,2.75,2.75,2.75,1,1,1.0,659674
1,1,0,0,2.75,2.75,2.75,1,1,1.0,659678
1,1,0,0,5.33,5.33,5.33,1,1,1.0,659679
2,2,1,0,2.55,2.55,3.34,1,1,1.0,659680
