IDPERSONA,MOTIVO_CATEGORIA,ULTIMO_CARGO_REGISTRADO,FECHA_INICIO_ULTIMO_CONTRATO,TIENE_CONTRATO_PUNTUAL_VIGENTE_HOY
658707,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-10-11,False
658721,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-01-06,False
658725,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-04-01,False
659586,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-02-24,False
659619,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-22,False
659621,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-04-01,False
659628,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-04-12,False
659629,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-04-28,False
659643,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-03,False
659645,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
659646,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-03,False
659649,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-08-22,False
659651,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-07,False
659652,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-07-10,False
659670,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-11-07,False
659672,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-01-06,False
659687,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-05-13,False
659696,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-01-06,False
659699,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,2022-10-05,False
659821,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-31,False
659824,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-05-25,False
660649,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
660654,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2021-06-25,False
660655,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-09-14,False
660657,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-06-21,False
660671,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE PROYECTOS DE INVESTIGACIÓN,2021-09-08,False
660688,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
660695,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-09-03,False
660696,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
660697,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-01-06,False
660707,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
660715,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES DE INVESTIGACIÓN,2022-01-06,False
660719,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2021-09-16,False
661219,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-11-06,False
661609,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-01-06,False
662087,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2021-10-11,False
662103,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2021-11-08,False
662110,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-08-01,False
662113,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
662120,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-11-08,False
662124,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
662130,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-11-25,False
662138,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-12-01,False
662149,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2021-12-08,False
662150,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-09-01,False
662170,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
662173,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-02-03,False
662182,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
662259,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-02-07,False
662496,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
662511,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES CON RUAC,2023-01-09,False
662686,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
662701,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-05-31,False
662708,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-05-16,False
662709,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-05-16,False
662766,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
662774,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-06-01,False
662808,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-09-15,False
662822,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-02-13,False
662844,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
662845,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
662851,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-01-08,False
662854,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2022-06-27,False
664176,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
664182,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-01-09,False
664272,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-09-22,False
664867,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - ACTIVIDADES DE CAPACITACIÓN,2024-03-21,False
665043,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
665300,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2023-09-25,False
669616,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2024-07-02,False
674171,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
678931,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-10-29,False
683699,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
683741,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
683807,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
683837,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-11-20,False
683848,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
683851,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2026-01-06,False
683862,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,2025-12-08,False
139,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-03-06,False
492,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-11-13,False
519,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-26,False
541,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-01-05,False
594,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-05-09,False
676,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-01-20,False
695,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-09-21,False
803,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-12-09,False
970,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-01-08,False
1014,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-03-16,False
1201,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-01-03,False
1221,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-09-06,False
1295,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-01,False
1340,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-12-19,False
1419,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-13,False
1440,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-11-15,False
1447,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-31,False
1527,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-22,False
1571,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-03,False
1579,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-03-06,False
1595,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-04-20,False
1597,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-10-04,False
1673,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-10,False
1687,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-31,False
1730,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-02,False
1750,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-21,False
1761,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-09,False
1833,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-06-08,False
1911,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-09-26,False
1948,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-01-23,False
2201,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-20,False
2355,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-13,False
2382,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-06,False
2431,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-10-11,False
2584,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-06-01,False
2670,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-02-19,False
2928,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-12-12,False
3079,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-03-06,False
3082,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-17,False
3201,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-21,False
3303,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-06-16,False
3356,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-03-08,False
3373,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-09-21,False
3439,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-31,False
3445,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-01-02,False
3474,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-19,False
3520,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-29,False
3587,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-10-20,False
3757,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-18,False
4225,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-08,False
4348,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-11,False
4556,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-01-05,False
4742,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-09-12,False
4960,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-15,False
5515,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-16,False
5522,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-11-25,False
5592,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-03-08,False
5847,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-10-01,False
7125,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-08-05,False
7711,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-08,False
7933,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-03-09,False
8850,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-26,False
9416,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-03-14,False
9589,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-12-09,False
9750,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-10-17,False
9767,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-01-08,False
10308,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-01-20,False
11220,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-02-25,False
11841,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-06,False
12509,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-30,False
13901,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-12-02,False
14491,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-17,False
14501,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-06-06,False
14522,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-12-05,False
15674,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2020-07-17,False
22917,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-12-05,False
24701,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-22,False
25190,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-28,False
25644,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-06-13,False
26237,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-05-15,False
27278,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-03-14,False
28279,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-05-17,False
29773,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-06-13,False
31223,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2022-03-04,False
33699,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-07-10,False
34097,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-01-26,False
35420,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-12,False
38124,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-08-30,False
40260,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-09-26,False
41765,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-30,False
47205,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-11-22,False
48828,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-29,False
48972,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-04-01,False
50529,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-05-28,False
51163,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-24,False
51414,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-10,False
53130,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-14,False
53513,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-11-09,False
56109,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-27,False
56148,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-07-31,False
57381,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-04-04,False
57815,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2023-10-14,False
59834,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-07-06,False
59980,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2025-10-03,False
61032,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-09-06,False
64241,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-02-20,False
64242,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-14,False
65898,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-08-14,False
68319,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2026-03-06,False
73836,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-11-07,False
76434,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-08-02,False
76446,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2021-08-14,False
76682,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,PRESTACIÓN SERVICIOS PROFESIONALES,2024-03-15,False
