IDPERSONA,RAMA,PC1,PC2
56538,ADMINISTRATIVO,-4.5064306528048075,0.49283658854092394
12725,ADMINISTRATIVO,3.2019302278141337,0.8164586928941935
664061,ADMINISTRATIVO,-2.43896642218192,-4.661528231109982
98308,ADMINISTRATIVO,-1.4051010458447541,2.0958038543486373
51960,ADMINISTRATIVO,2.114230037498303,-0.4954432077817648
651206,ADMINISTRATIVO,2.8433977306864877,-1.2494429930246995
650513,ADMINISTRATIVO,-0.03520490482002234,1.0318586931550122
4163,ADMINISTRATIVO,1.3503107271412471,2.571885643884963
635447,ADMINISTRATIVO,2.5199071835209117,0.8089855019249619
53915,ADMINISTRATIVO,0.1355319370502147,1.0767895881140042
4627,ADMINISTRATIVO,-3.4491577416253723,1.1490795911253648
54460,ADMINISTRATIVO,0.1469808398261905,0.8926700135862361
82056,ADMINISTRATIVO,1.8464643172195931,-2.3143188129836463
14623,ADMINISTRATIVO,-0.1319501736305017,2.2240038282490797
647358,ADMINISTRATIVO,6.730151538445308,-2.2135434196680053
647432,ADMINISTRATIVO,3.4199110827503754,-0.50267363426378
656028,ADMINISTRATIVO,-1.9151264982519656,1.7769778749942389
14178,ADMINISTRATIVO,4.498224380379185,-2.046218297063823
4871,ADMINISTRATIVO,4.746381007619505,-0.48344958176839714
4330,ADMINISTRATIVO,-0.7431256155576063,0.6580351803383183
4736,ADMINISTRATIVO,4.060015919698179,1.7291911491431724
46845,ADMINISTRATIVO,0.9044636645998457,0.03546545269320397
5601,ADMINISTRATIVO,1.2201094309154779,0.7773906417557841
51418,ADMINISTRATIVO,5.060796806590197,-2.8695658003689553
95527,ADMINISTRATIVO,1.487875041001095,-0.01847396013723772
658206,ADMINISTRATIVO,-3.8254685363041037,0.8603273119811282
95603,ADMINISTRATIVO,4.793686674670196,-4.579933768634451
653858,ADMINISTRATIVO,-2.9598070994500634,-0.21475323890495926
50463,ADMINISTRATIVO,2.5833217810974216,-1.3394658678131406
654583,ADMINISTRATIVO,0.3087460041170241,-0.6809019222753823
47521,ADMINISTRATIVO,-0.003412467682268503,0.9554865383785108
4145,ADMINISTRATIVO,3.946438765074297,-2.708817492881198
4860,ADMINISTRATIVO,-1.9832301982913392,1.8995994441222757
50544,ADMINISTRATIVO,2.2890627528520384,-1.8311436723601036
12394,ADMINISTRATIVO,2.7564111193013052,0.3830995205967174
48584,ADMINISTRATIVO,0.15498782282657933,0.5437666151955546
645794,ADMINISTRATIVO,4.644393026183387,-0.798688130245349
645005,ADMINISTRATIVO,4.0224955407450755,-0.02645628598401691
57642,ADMINISTRATIVO,-2.274608574684036,1.2017192211351133
14710,ADMINISTRATIVO,1.7414994796926233,-1.4987208574720503
12487,ADMINISTRATIVO,3.0179765757030603,0.7917758765185654
51539,ADMINISTRATIVO,-3.287359233999303,-1.0407953030070562
657168,ADMINISTRATIVO,-6.6792991046590435,1.089425935492418
