IDPERSONA,N_TRAMOS_ROL,N_CATEGORIAS_ROL_DISTINTAS,CATEGORIA_CARGO_ACTUAL,TIPOEMPLEADO_CATEGORIA_ACTUAL,CARGO_ACTUAL_ESTRUCTURAL,UNIDAD_ACTUAL_ESTRUCTURAL,VIGENTE_TRAMO_ESTRUCTURAL,ANIOS_EN_CATEGORIA_ACTUAL,CATEGORIA_CARGO_PRIMERA,ES_TRAYECTORIA_ESTABLE,ES_MIXTO,CARGOS_ACTUALES_MIXTO,CATEGORIAS_ACTUALES_MIXTO,DURACION_MEDIANA_TRAMO_ANIOS,TURBULENCIA_TRAMOS,ENTROPIA_CATEGORIA_CARGO,PROPORCION_ANIOS_ADMINISTRATIVO,N_TRANSICIONES_ROL,N_TRANSICIONES_AA_A_DD,N_TRANSICIONES_DD_A_AA,TUVO_TRANSICION_AA_A_DD,TUVO_TRANSICION_DD_A_AA,ANIOS_DESDE_ULTIMA_TRANSICION,N_ROLES_ADICIONALES_SIMULTANEOS_DISTINTOS,CATEGORIA_ROL_ADICIONAL_MAS_RECIENTE,TUVO_ROL_ADICIONAL_SIMULTANEO,ANIOS_EN_UNIDAD_ACTUAL,TUVO_FUNCION_ADICIONAL,N_FUNCIONES_ADICIONALES,N_CATEGORIAS_FUNCION_ADICIONAL_DISTINTAS,TUVO_SUBROGACION,N_SUBROGACIONES,TUVO_FUNCION_NO_COINCIDENTE_CON_CONTRATO,CATEGORIA_FUNCION_ADICIONAL_MAS_RECIENTE,CARGO_PUNTUAL_VIGENTE,UNIDAD_PUNTUAL_VIGENTE,CATEGORIA_PUNTUAL_VIGENTE,TIPOEMPLEADO_PUNTUAL_VIGENTE
75684,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,0.35,TECNICO_DOCENTE_APOYO,True,False,,,0.35,,-0.0,0.0,0,0,0,False,False,,0,,False,0.35,False,0,0,False,0,False,,,,,
75698,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,False,0.8,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.8,,-0.0,1.0,0,0,0,False,False,,0,,False,0.8,False,0,0,False,0,False,,,,,
75701,4,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,0.57,TECNICO_DOCENTE_APOYO,True,False,,,0.24,0.54,-0.0,0.0,0,0,0,False,False,,0,,False,0.57,False,0,0,False,0,False,,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE INFRAESTRUCTURA FÍSICA,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,ADMINISTRATIVO
75709,3,2,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE DESARROLLO DE SISTEMAS 1,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,True,2.7,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.43,1.11,0.5493,1.0,1,0,0,False,False,2.7,0,,False,2.7,False,0,0,False,0,False,,,,,
75712,2,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,1.12,ASISTENCIA_SECRETARIAL_OFICINA,False,False,,,2.23,0.7,0.5647,0.7478,1,1,0,True,False,1.12,0,,False,1.12,False,0,0,False,0,False,,,,,
75723,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
75738,2,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 2 (TC),CENTRO DE AGUA Y DESARROLLO SUSTENTABLE,True,0.69,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.84,0.25,0.6773,0.5889,1,1,0,True,False,0.69,0,,False,0.69,False,0,0,False,0,False,,,,,
75739,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),DECANATO DE INVESTIGACIÓN,False,0.11,TECNICO_DOCENTE_APOYO,True,False,,,0.18,0.51,-0.0,0.0,0,0,0,False,False,,0,,False,0.11,False,0,0,False,0,False,,,,,
75747,4,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,1.98,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.54,1.15,0.2051,0.0523,1,1,0,True,False,2.99,0,,False,1.98,False,0,0,False,0,False,,,,,
75750,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE INVESTIGACIÓN Y PROYECTOS APLICADOS A LAS CIENCIAS DE LA TIERRA,False,0.48,TECNICO_DOCENTE_APOYO,True,False,,,1.46,0.95,-0.0,0.0,0,0,0,False,False,,0,,False,0.48,False,0,0,False,0,False,,,,,
75751,3,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,0.37,TECNICO_DOCENTE_APOYO,False,False,,,0.76,0.82,0.6541,0.0,1,0,0,False,False,1.34,0,,False,0.37,False,0,0,False,0,False,,,,,
75755,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,5.09,TECNICO_DOCENTE_APOYO,True,False,,,5.09,,-0.0,0.0,0,0,0,False,False,,0,,False,5.09,False,0,0,False,0,False,,,,,
75790,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE DE SOPORTE TÉCNICO,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,False,0.96,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,0.96,,-0.0,1.0,0,0,0,False,False,,0,,False,0.2,False,0,0,False,0,False,,,,,
75804,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,0.11,TECNICO_DOCENTE_APOYO,True,False,,,0.11,,-0.0,0.0,0,0,0,False,False,,0,,False,0.11,False,0,0,False,0,False,,,,,
75838,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,2.57,TECNICO_DOCENTE_APOYO,True,False,,,1.44,1.1,-0.0,0.0,0,0,0,False,False,,0,,False,2.57,False,0,0,False,0,False,,,,,
75859,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.58,TECNICO_DOCENTE_APOYO,True,False,,,0.4,0.63,-0.0,0.0,0,0,0,False,False,,0,,False,0.58,False,0,0,False,0,False,,,,,
75860,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,2.38,TECNICO_DOCENTE_APOYO,True,False,,,2.38,,-0.0,0.0,0,0,0,False,False,,0,,False,2.38,False,0,0,False,0,False,,,,,
75889,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,False,2.91,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,2.91,,-0.0,1.0,0,0,0,False,False,,0,,False,2.91,False,0,0,False,0,False,,,,,
75946,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,3.34,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,3.34,,-0.0,0.0,0,0,0,False,False,,0,,False,3.34,True,7,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
75961,3,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,2.34,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.08,1.64,0.1588,0.0372,1,1,0,True,False,2.34,0,,False,2.34,True,10,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
75964,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 2 (TC),CENTRO DE INVESTIGACIÓN Y PROYECTOS APLICADOS A LAS CIENCIAS DE LA TIERRA,True,0.69,TECNICO_DOCENTE_APOYO,True,False,,,0.69,,-0.0,0.0,0,0,0,False,False,,0,,False,0.69,False,0,0,False,0,False,,,,,
75998,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,False,0.28,TECNICO_DOCENTE_APOYO,True,False,,,0.28,,-0.0,0.0,0,0,0,False,False,,0,,False,0.28,False,0,0,False,0,False,,,,,
76024,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,2.95,TECNICO_DOCENTE_APOYO,True,False,,,2.95,,-0.0,0.0,0,0,0,False,False,,0,,False,2.95,False,0,0,False,0,False,,,,,
76043,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,0.33,TECNICO_DOCENTE_APOYO,True,False,,,0.33,,-0.0,0.0,0,0,0,False,False,,0,,False,0.33,False,0,0,False,0,False,,,,,
76063,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,0.35,TECNICO_DOCENTE_APOYO,True,False,,,1.59,1.11,-0.0,0.0,0,0,0,False,False,,0,,False,0.35,False,0,0,False,0,False,,,,,
76065,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,False,0.27,TECNICO_DOCENTE_APOYO,True,False,,,0.27,,-0.0,0.0,0,0,0,False,False,,0,,False,0.27,False,0,0,False,0,False,,,,,
76069,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO ECUATORIANO DE INVESTIGACIÓN Y DESARROLLO EN NANOTECNOLOGÍA,False,1.41,TECNICO_DOCENTE_APOYO,True,False,,,1.41,,-0.0,0.0,0,0,0,False,False,,0,,False,1.41,False,0,0,False,0,False,,,,,
76072,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,0.95,TECNICO_DOCENTE_APOYO,True,False,,,0.95,,-0.0,0.0,0,0,0,False,False,,0,,False,0.95,False,0,0,False,0,False,,,,,
76092,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,2.3,TECNICO_DOCENTE_APOYO,True,False,,,2.3,,-0.0,0.0,0,0,0,False,False,,0,,False,2.3,False,0,0,False,0,False,,,,,
76093,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,1.92,TECNICO_DOCENTE_APOYO,True,False,,,1.05,1.16,-0.0,0.0,0,0,0,False,False,,0,,False,1.92,False,0,0,False,0,False,,,,,
76094,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
76104,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),"VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",False,0.22,TECNICO_DOCENTE_APOYO,True,False,,,0.22,,-0.0,0.0,0,0,0,False,False,,0,,False,0.22,False,0,0,False,0,False,,,,,
76115,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,False,0.97,TECNICO_DOCENTE_APOYO,True,False,,,0.97,,-0.0,0.0,0,0,0,False,False,,0,,False,0.97,False,0,0,False,0,False,,PROFESOR INVITADO,DECANATO DE GRADO,DOCENTE_HONORARIO_ESPECIAL,DOCENTE
76209,1,1,TECNICO_OPERATIVO_MANTENIMIENTO,ADMINISTRATIVO,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA,False,0.03,TECNICO_OPERATIVO_MANTENIMIENTO,True,False,,,0.03,,-0.0,1.0,0,0,0,False,False,,0,,False,0.03,False,0,0,False,0,False,,PRESTACIÓN SERVICIOS PROFESIONALES,DESCONOCIDA,DOCENTE_CONTRATADO_SERVICIOS_CIVILES,DOCENTE
76217,4,4,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE TALENTO HUMANO 1,DIRECCIÓN DE TALENTO HUMANO,True,1.2,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,0.89,1.46,0.7096,1.0,3,0,0,False,False,1.2,0,,False,10.21,False,0,0,False,0,False,,,,,
76218,4,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",False,3.0,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.72,1.02,-0.0,0.0,0,0,0,False,False,,0,,False,1.68,False,0,0,False,0,False,,,,,
76778,2,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,7.96,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,4.17,1.28,-0.0,0.0,0,0,0,False,False,,0,,False,7.96,True,2,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
77007,2,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.95,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,0.67,0.6,-0.0,0.0,0,0,0,False,False,,0,,False,0.95,False,0,0,False,0,False,,,,,
77381,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),"VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",True,2.58,TECNICO_DOCENTE_APOYO,True,False,,,2.58,,-0.0,0.0,0,0,0,False,False,,0,,False,2.58,False,0,0,False,0,False,,,,,
77389,2,2,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,True,10.7,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,5.6,1.29,0.1826,1.0,1,0,0,False,False,10.7,0,,False,10.12,False,0,0,False,0,False,,,,,
77401,1,1,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,True,9.87,DOCENTE_NO_TITULAR_OCASIONAL,True,False,,,9.87,,-0.0,0.0,0,0,0,False,False,,0,,False,7.56,True,8,2,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
77482,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
77511,4,4,PROFESIONAL_ESPECIALIZADO_TECNICO,ADMINISTRATIVO,PSICÓLOGO,GERENCIA DE BIENESTAR POLITÉCNICO,False,1.09,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,1.08,0.57,1.2725,1.0,3,0,0,False,False,2.87,0,,False,1.09,False,0,0,False,0,False,,,,,
77512,4,3,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TP),DECANATO DE GRADO,False,0.76,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.71,0.69,0.7363,0.2132,3,1,0,True,False,1.34,0,,False,0.76,False,0,0,False,0,False,,SERVICIOS PROFESIONALES - EJECUCIÓN DE ACTIVIDADES,GERENCIA DE COMUNICACIÓN,CONTRATO_SERVICIOS_PROFESIONALES_PROYECTO,ADMINISTRATIVO
77520,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AYUDANTE DE SERVICIOS ADMINISTRATIVOS,DIRECCIÓN DE TALENTO HUMANO,True,11.12,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,11.12,,-0.0,1.0,0,0,0,False,False,,0,,False,1.7,False,0,0,False,0,False,,,,,
77528,1,1,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,11.12,DOCENTE_TITULAR_CARRERA,True,False,,,11.12,,-0.0,0.0,0,0,0,False,False,,0,,False,11.12,True,1,1,False,0,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
77558,3,3,PROFESIONAL_ANALISTA,ADMINISTRATIVO,ANALISTA ADMINISTRATIVO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,True,5.54,AUXILIAR_AYUDANTE_OPERATIVO,False,False,,,4.91,0.75,0.8432,1.0,2,0,0,False,False,5.54,0,,False,10.46,False,0,0,False,0,False,,,,,
77575,2,2,DOCENTE_TITULAR_CARRERA,DOCENTE,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA,True,6.46,DOCENTE_NO_TITULAR_OCASIONAL,False,False,,,5.54,0.23,0.6794,0.0,1,0,0,False,False,6.46,1,AUTORIDAD_ACADEMICA_SUPERIOR,True,8.7,True,26,3,True,12,True,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,,,,
77594,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE LABORATORIO (8HD),CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,True,10.98,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,10.98,,-0.0,1.0,0,0,0,False,False,,0,,False,7.7,False,0,0,False,0,False,,,,,
77603,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE SERVICIOS,GERENCIA DE COMUNICACIÓN,True,10.7,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,10.7,,-0.0,1.0,0,0,0,False,False,,0,,False,3.7,False,0,0,False,0,False,,,,,
77628,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE AGUA Y DESARROLLO SUSTENTABLE,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
77629,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),"VICERRECTORADO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",True,3.14,TECNICO_DOCENTE_APOYO,True,False,,,3.14,,-0.0,0.0,0,0,0,False,False,,0,,False,3.14,False,0,0,False,0,False,,,,,
77663,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
77679,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,True,0.35,TECNICO_DOCENTE_APOYO,True,False,,,0.42,0.25,-0.0,0.0,0,0,0,False,False,,0,,False,0.35,False,0,0,False,0,False,,,,,
77712,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,True,0.1,TECNICO_DOCENTE_APOYO,True,False,,,1.8,1.34,-0.0,0.0,0,0,0,False,False,,0,,False,0.1,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
77720,3,2,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,0.75,TECNICO_OPERATIVO_MANTENIMIENTO,False,False,,,0.75,0.3,0.6357,0.6679,1,1,0,True,False,3.54,0,,False,0.75,False,0,0,False,0,False,,,,,
77727,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,False,0.75,TECNICO_DOCENTE_APOYO,True,False,,,0.75,,-0.0,0.0,0,0,0,False,False,,0,,False,0.75,False,0,0,False,0,False,,,,,
77734,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,2.84,TECNICO_DOCENTE_APOYO,True,False,,,2.84,,-0.0,0.0,0,0,0,False,False,,0,,False,2.84,False,0,0,False,0,False,,,,,
77764,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,False,1.1,TECNICO_DOCENTE_APOYO,True,False,,,1.1,,-0.0,0.0,0,0,0,False,False,,0,,False,0.26,False,0,0,False,0,False,,,,,
77788,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,True,4.33,TECNICO_DOCENTE_APOYO,True,False,,,4.33,,-0.0,0.0,0,0,0,False,False,,0,,False,4.33,True,1,1,False,0,True,JEFATURA_SUPERVISION_OPERATIVA,,,,
77803,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,True,1.26,TECNICO_DOCENTE_APOYO,True,False,,,1.26,,-0.0,0.0,0,0,0,False,False,,0,,False,1.26,False,0,0,False,0,False,,,,,
77835,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,False,1.0,TECNICO_DOCENTE_APOYO,True,False,,,1.0,,-0.0,0.0,0,0,0,False,False,,0,,False,1.0,False,0,0,False,0,False,,,,,
77854,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
77855,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
77881,1,1,AUXILIAR_AYUDANTE_OPERATIVO,ADMINISTRATIVO,AUXILIAR DE INGENIERÌA,DIRECCIÓN DE SERVICIOS GENERALES,True,0.37,AUXILIAR_AYUDANTE_OPERATIVO,True,False,,,0.37,,-0.0,1.0,0,0,0,False,False,,0,,False,0.37,False,0,0,False,0,False,,,,,
77927,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,False,2.09,TECNICO_DOCENTE_APOYO,True,False,,,2.09,,-0.0,0.0,0,0,0,False,False,,0,,False,2.09,False,0,0,False,0,False,,,,,
77935,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,True,0.57,TECNICO_DOCENTE_APOYO,True,False,,,1.43,0.85,-0.0,0.0,0,0,0,False,False,,0,,False,0.57,False,0,0,False,0,False,,,,,
77974,1,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,False,0.24,TECNICO_DOCENTE_APOYO,True,False,,,0.24,,-0.0,0.0,0,0,0,False,False,,0,,False,0.24,False,0,0,False,0,False,,,,,
77994,2,1,TECNICO_DOCENTE_APOYO,DOCENTE,TÉCNICO DOCENTE 4 (MT),DIRECCIÓN DE ADMISIONES,False,0.22,TECNICO_DOCENTE_APOYO,True,False,,,0.25,0.13,-0.0,0.0,0,0,0,False,False,,0,,False,0.22,False,0,0,False,0,False,,,,,
78002,2,2,DOCENTE_NO_TITULAR_OCASIONAL,DOCENTE,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,True,0.89,TECNICO_DOCENTE_APOYO,False,False,,,0.84,0.08,0.6915,0.0,1,0,0,False,False,0.89,0,,False,0.89,False,0,0,False,0,False,,,,,
78035,1,1,ASISTENCIA_SECRETARIAL_OFICINA,ADMINISTRATIVO,ASISTENTE EJECUTIVA 3,RECTORADO,True,2.11,ASISTENCIA_SECRETARIAL_OFICINA,True,False,,,2.11,,-0.0,1.0,0,0,0,False,False,,0,,False,2.11,False,0,0,False,0,False,,,,,
