IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO,CATEGORIA_CARGO_BASE_SIMULTANEA
658687,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2023-02-27,2023-02-28,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-04-24,2023-04-28,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-12-26,2024-01-03,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-14,2024-02-16,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-10-16,2024-10-18,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-16,2025-01-14,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-29,2026-01-15,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ESPECIALIZADO_TECNICO
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-04-17,2026-04-30,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ANALISTA
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-05-22,2026-05-22,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ANALISTA
658687,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-08-05,2026-08-11,1,GERENTE JURÍDICO,GERENCIA JURÍDICA,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-13,2023-03-19,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-28,2023-04-02,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-01-08,2024-01-20,3,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-03-18,2024-03-20,1,GERENTE ADMINISTRATIVO,GERENCIA ADMINISTRATIVA,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-10,2024-07-11,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-07-25,2024-07-25,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-08-07,2024-08-08,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-11-14,2024-11-25,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-24,2025-01-05,2,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-11-15,2025-11-21,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-01-26,2026-01-28,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-02-09,2026-02-15,1,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
659653,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-05-26,2026-06-07,2,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2022-12-14,2022-12-14,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-02-10,2023-02-10,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-03-15,2023-03-17,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-04-10,2023-04-28,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-10-01,2023-10-11,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-11-28,2023-11-28,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2023-12-07,2023-12-07,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-05,2024-02-09,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-04-01,2024-04-05,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-04-15,2024-04-16,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-06-18,2024-06-21,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-09-03,2024-09-06,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-09-30,2024-10-05,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-12-26,2024-12-31,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-03-25,2025-03-28,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-04-24,2025-04-25,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-05-05,2025-05-06,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-05-28,2025-05-30,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-07-21,2025-07-22,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-08-18,2025-08-20,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-12-12,2025-12-31,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-03-14,2026-04-01,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,RECTORADO,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-04-20,2026-04-25,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-06-21,2026-06-28,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,RECTORADO,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-12,2026-07-18,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
665320,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-07-29,2026-07-31,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
667452,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2026-04-13,2026-04-30,1,SECRETARIO ADMINISTRATIVO,SECRETARIA ADMINISTRATIVA,PROFESIONAL_ANALISTA
667482,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-06-03,2024-09-17,1,DIRECTOR DE SEGURIDAD FISICA,DIRECCION DE SEGURIDAD FISICA,PROFESIONAL_ANALISTA
667482,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-03-27,2025-04-04,1,DIRECTOR DE SEGURIDAD FISICA,GERENCIA ADMINISTRATIVA,PROFESIONAL_ANALISTA
669436,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2026-06-03,2026-06-08,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,PROFESIONAL_ANALISTA
671519,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2024-02-14,2024-02-16,1,GERENTE DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,GERENCIA DE RELACIONES EXTERNAS Y VINCULACIÓN CORPORATIVA,PROFESIONAL_ANALISTA
671628,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-04-21,2025-04-23,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,JEFATURA_SUPERVISION_OPERATIVA
671628,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2025-04-28,2025-05-06,1,GERENTE DE INFRAESTRUCTURA FÍSICA,GERENCIA DE INFRAESTRUCTURA FÍSICA,JEFATURA_SUPERVISION_OPERATIVA
