IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO
135,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2004-05-17,2005-03-08,2,DIRECTOR DE 2 TESIS Y CODIRECTOR DE 1 TESIS DE GRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-05-16,2005-09-24,3,PROFESOR PREGRADO,DESCONOCIDA
135,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2005-10-17,2006-03-03,1,DIRECTOR DE 3 TESIS DE GRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-03-08,2006-04-29,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-05-15,2006-09-23,2,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-10-17,2007-03-06,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-03-12,2007-05-09,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-05-14,2007-09-22,2,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-10-15,2008-03-05,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-03-10,2008-05-10,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-05-19,2008-09-26,2,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-10-13,2009-03-02,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-05-18,2010-05-17,1,PROFESOR PREGRADO,DESCONOCIDA
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2013-05-13,2017-03-17,6,PROFESOR NO TITULAR OCASIONAL 1 (TP),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
135,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-05-15,2020-02-21,4,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
140,DOCENTE,DOCENTE_TITULAR_CARRERA,2012-06-01,2014-09-22,4,PROFESOR TITULAR AGREGADO (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
195,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-05-16,2005-09-24,2,PROFESOR PREGRADO,DESCONOCIDA
195,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-10-17,2009-03-02,28,PROFESOR PREGRADO,DESCONOCIDA
195,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-04-01,2009-04-30,1,PROFESOR PREGRADO,DESCONOCIDA
195,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-05-18,2009-09-25,1,PROFESOR PREGRADO,DESCONOCIDA
195,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2024-04-01,2024-05-07,1,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
195,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2025-05-15,,6,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
215,DOCENTE,DOCENTE_TITULAR_CARRERA,1985-02-11,1985-05-10,1,PROFESOR PREGRADO,DESCONOCIDA
215,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1985-10-21,1987-01-21,1,PROFESOR ACCIDENTAL,DESCONOCIDA
215,DOCENTE,DOCENTE_TITULAR_CARRERA,1987-01-22,2024-05-01,26,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
216,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,1987-11-04,1997-01-31,3,JEFE FINANCIERO,DESCONOCIDA
216,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,1997-04-01,1998-03-30,1,DIRECTOR FINANCIERO,DESCONOCIDA
216,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,1999-01-01,2014-12-31,13,JEFE ADMINISTRATIVO FINANCIERO,DESCONOCIDA
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1982-05-17,1982-10-02,1,PROFESOR PREGRADO,DESCONOCIDA
217,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,1983-07-01,1984-06-30,1,ASISTENTE DE INVESTIGACIÓN,DESCONOCIDA
217,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,1985-01-01,1985-03-31,1,ASISTENTE DE INVESTIGACIÓN,DESCONOCIDA
217,ADMINISTRATIVO,OTROS_AA,1987-03-16,1987-05-15,1,DISEÑO DE EMBARCACIONES,DESCONOCIDA
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1987-05-18,1987-09-26,1,PROFESOR PREGRADO,DESCONOCIDA
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1988-05-16,1988-09-24,1,PROFESOR PREGRADO,DESCONOCIDA
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2003-10-20,2004-03-08,1,PROFESOR PREGRADO,DESCONOCIDA
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-04-10,2018-02-28,2,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-06-01,2022-09-23,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR
217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-11-15,2025-02-14,9,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR
228,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2002-09-28,2003-09-27,3,ASISTENTE TÉCNICO DE COMPUTADORES,DESCONOCIDA
228,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2003-09-29,2004-05-17,2,ASISTENTE TÉCNICO DE COMPUTADORES,DESCONOCIDA
228,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2008-08-01,2014-06-01,10,ASISTENTE TÉCNICO DE SOPORTE,DESCONOCIDA
228,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-01-01,,25,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
229,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2006-03-01,2014-12-31,9,AYUDANTE,DESCONOCIDA
229,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2015-01-01,,35,ANALISTA FINANCIERO 1,GERENCIA FINANCIERA
231,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-10-10,2001-02-23,1,PROFESOR,DESCONOCIDA
231,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-05-21,2001-09-28,1,PROFESOR,DESCONOCIDA
231,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-10-22,2002-03-02,1,PROFESOR,DESCONOCIDA
231,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-10-21,2003-03-07,1,PROFESOR,DESCONOCIDA
231,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-02-01,2004-05-30,1,PROFESOR,DESCONOCIDA
231,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2016-06-24,,43,ANALISTA DE DESARROLLO DE SISTEMAS 3,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN
244,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-05-01,2020-05-31,6,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-05-20,2002-09-27,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-10-21,2003-03-07,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2003-05-19,2003-09-27,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2003-10-20,2004-03-08,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-05-17,2004-09-25,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-10-18,2005-03-08,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-05-16,2005-09-24,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-10-17,2006-03-03,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-05-15,2006-09-23,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-10-17,2007-03-06,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-05-14,2007-09-22,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-10-15,2008-03-05,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-05-19,2008-09-26,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-10-13,2009-03-02,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-05-18,2009-09-25,1,DOCENTE,DESCONOCIDA
266,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-10-12,2010-03-02,2,DOCENTE,DESCONOCIDA
266,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2014-06-01,2018-02-01,3,DIRECTOR DEL CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS,DESCONOCIDA
274,DOCENTE,DOCENTE_TITULAR_CARRERA,2013-01-01,2015-08-31,3,PROFESOR TITULAR PRINCIPAL 1 (TC),DESCONOCIDA
274,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2015-09-01,2019-02-11,38,DECANO(A),FACULTAD DE CIENCIAS DE LA VIDA
274,DOCENTE,DOCENTE_TITULAR_CARRERA,2019-02-12,2019-02-12,2,PROFESOR TITULAR PRINCIPAL 3 (TC),DESCONOCIDA
315,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1971-06-30,1971-08-31,1,PROFESOR ACCIDENTAL,DESCONOCIDA
315,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1973-11-21,1975-08-05,1,PROFESOR ACCIDENTAL,DESCONOCIDA
315,DOCENTE,DOCENTE_TITULAR_CARRERA,1975-08-06,1977-08-06,1,PROFESOR AGREGADO,DESCONOCIDA
315,DOCENTE,DOCENTE_TITULAR_CARRERA,1979-04-16,2016-11-24,5,PROFESOR TITULAR PRINCIPAL (TC),DESCONOCIDA
315,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2017-03-18,2017-04-10,1,RECTOR,RECTORADO
315,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2017-04-24,2017-04-26,1,RECTOR,RECTORADO
315,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2017-06-29,2017-07-03,1,RECTOR,RECTORADO
315,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2017-07-05,2017-07-09,1,RECTOR,RECTORADO
315,DOCENTE,AUTORIDAD_ACADEMICA_SUPERIOR,2017-08-15,2017-08-30,1,RECTOR,RECTORADO
315,DOCENTE,DOCENTE_TITULAR_CARRERA,2017-11-13,2017-12-01,2,PROFESOR TITULAR PRINCIPAL (TC),DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1989-05-08,1989-09-16,2,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1990-05-28,1990-10-06,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1990-10-22,1991-03-01,1,PROFESOR PREGRADO,DESCONOCIDA
398,ADMINISTRATIVO,OTROS_AA,1992-09-08,1992-10-07,1,ENCARGADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1998-10-19,1999-03-02,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1999-05-25,1999-10-02,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1999-10-19,2000-03-03,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-05-25,2000-09-22,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-10-10,2001-02-23,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-10-22,2002-03-02,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-10-21,2003-03-07,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-05-17,2004-09-25,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-10-17,2007-03-06,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-10-15,2008-03-05,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-05-19,2008-09-26,1,PROFESOR PREGRADO,DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2014-10-20,2015-03-13,2,PROFESOR NO TITULAR OCASIONAL (MT),DESCONOCIDA
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-02,2016-09-23,1,PROFESOR NO TITULAR OCASIONAL 1 (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-10-10,2017-03-17,2,PROFESOR NO TITULAR OCASIONAL 1 (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-10-04,2018-03-02,2,PROFESOR NO TITULAR OCASIONAL (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-10-01,2019-02-22,2,PROFESOR NO TITULAR OCASIONAL (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
398,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-05-17,2021-08-31,1,PROFESOR NO TITULAR OCASIONAL (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
414,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,1985-05-01,1986-04-09,1,TÉCNICO AUXILIAR DE CONVENIOS Y PORYECTOS (TECNÓLOGO DE CAPTURA),DESCONOCIDA
414,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1989-07-04,1990-07-03,1,PROFESOR ACCIDENTAL,DESCONOCIDA
414,DOCENTE,DOCENTE_TITULAR_CARRERA,2005-02-11,2009-02-10,2,PROFESOR PREGRADO,DESCONOCIDA
414,DOCENTE,DOCENTE_TITULAR_CARRERA,2009-03-10,2009-12-31,1,PROFESOR PRINCIPAL,DESCONOCIDA
414,DOCENTE,DOCENTE_TITULAR_CARRERA,2013-01-01,2022-05-01,7,PROFESOR TITULAR PRINCIPAL (MT),DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1983-08-01,1983-09-15,1,PROFESOR,DESCONOCIDA
419,ADMINISTRATIVO,OTROS_AA,1993-10-18,1994-03-04,1,PROFESIR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1994-05-23,1994-10-07,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1994-10-17,1995-03-03,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1995-05-22,1995-10-06,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1995-10-16,1996-03-03,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1996-05-20,1996-09-27,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1996-10-14,1997-02-28,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1997-05-26,1997-10-03,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1997-10-20,1998-02-27,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1998-05-25,1998-10-02,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1998-10-19,1999-03-02,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1999-05-25,1999-10-02,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1999-10-19,2000-03-03,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-05-25,2000-09-22,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-10-10,2001-02-23,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-05-21,2001-09-28,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-10-22,2002-03-02,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-05-20,2002-09-27,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-10-21,2003-03-07,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2003-05-19,2003-09-27,2,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2003-10-20,2004-03-08,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-05-17,2004-09-25,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-10-18,2005-04-30,2,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-05-16,2005-09-24,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-10-17,2006-03-03,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-05-15,2006-09-23,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-10-17,2007-03-06,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-05-14,2007-09-22,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2007-10-15,2008-03-05,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-05-19,2008-09-26,1,PROFESOR,DESCONOCIDA
419,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-10-13,2009-03-02,1,PROFESOR,DESCONOCIDA
419,DOCENTE,TECNICO_DOCENTE_APOYO,2017-10-01,2020-09-30,6,TÉCNICO DE LABORATORIO 4,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
529,DOCENTE,DOCENTE_INVESTIGADOR,1979-10-01,1985-09-30,4,DOCENTE INVESTIGADOR,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1985-10-01,1988-09-30,3,PROFESOR PREGRADO,DESCONOCIDA
529,ADMINISTRATIVO,PROFESIONAL_ANALISTA,1994-04-01,1995-03-30,1,ASESORÍA EN EL DESARROLLO DE PROGRAMA DE EXTENCIÓN DEL CENAIM,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1995-05-22,1995-10-06,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1999-05-25,1999-10-02,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1999-10-19,2000-03-03,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-05-25,2000-09-22,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2000-10-10,2001-02-23,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-05-21,2001-09-28,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2001-10-22,2002-03-02,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-05-01,2002-09-30,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-10-21,2003-03-07,2,PROFESOR PREGRADO,DESCONOCIDA
529,ADMINISTRATIVO,OTROS_AA,2003-11-01,2004-04-30,1,PARTICIPACIÓN EN CALIDAD DE VOCAL DE MAESTRÍA DE DOCENCIA E INVESTIGACIÓN EDUCATIVA,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-05-17,2004-09-25,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2004-10-18,2005-03-08,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-05-16,2005-09-24,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2005-10-17,2006-03-03,2,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2006-05-01,2009-04-30,11,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-05-02,2010-04-30,1,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2010-05-02,2012-12-31,3,PROFESOR PREGRADO,DESCONOCIDA
529,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2014-10-01,2018-04-30,4,PROFESOR NO TITULAR OCASIONAL 1 (TC),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES"
568,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2015-01-01,2015-12-31,1,TÉCNICO DOCENTE,DESCONOCIDA
568,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-02,2017-12-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
568,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2021-03-21,6,TÉCNICO DOCENTE 4 (TC),DECANATO DE GRADO
597,DOCENTE,DOCENTE_TITULAR_CARRERA,1981-09-18,2009-12-31,8,PROFESOR,DESCONOCIDA
597,DOCENTE,DOCENTE_TITULAR_CARRERA,2013-01-01,2021-04-01,3,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
618,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,1986-10-20,1987-09-26,3,PROFESOR,DESCONOCIDA
618,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-05-20,2002-09-27,1,PROFESOR,DESCONOCIDA
618,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2002-10-21,2003-03-07,1,PROFESOR,DESCONOCIDA
618,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2013-05-13,2013-09-20,1,PROFESOR NO TITULAR OCASIONAL,DESCONOCIDA
618,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2014-01-01,2018-06-15,6,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
618,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-07-02,2020-02-21,3,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
641,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-01-01,2015-03-13,1,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
641,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-05-11,2015-10-02,1,PROFESOR NO TITULAR OCASIONAL (MT),DESCONOCIDA
641,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-10-19,2016-02-28,1,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
641,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-02,2016-09-23,1,PROFESOR NO TITULAR OCASIONAL 1 (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
641,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-10-10,2017-03-17,2,PROFESOR NO TITULAR OCASIONAL 1 (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
