IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO
2067,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2010-05-17,2017-09-22,7,PROFESOR NO TITULAR OCASIONAL 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
2067,DOCENTE,TECNICO_DOCENTE_APOYO,2017-10-04,2019-12-31,3,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES
2067,DOCENTE,TECNICO_DOCENTE_APOYO,2020-02-03,2020-05-31,1,TECNICO DOCENTE 4,DIRECCIÓN DE ADMISIONES
2067,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-12-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
2067,DOCENTE,TECNICO_DOCENTE_APOYO,2023-05-29,2024-12-31,4,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
2067,DOCENTE,TECNICO_DOCENTE_APOYO,2026-05-11,,1,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
2069,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,1998-09-07,1999-05-13,2,ASISTENTE TECNICO DE LABORATORIO DE MICROCOMPUTADORES,DESCONOCIDA
2069,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,1999-05-17,1999-09-30,1,ASISTENTE TECNICO DE LABORATORIO,DESCONOCIDA
2069,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,1999-10-18,2000-03-03,1,ASISTENTE TECNICO DE LABORATORIO DE MICROCOMPUTADORES,DESCONOCIDA
2069,ADMINISTRATIVO,JEFATURA_SUPERVISION_OPERATIVA,2000-03-04,2003-09-27,9,JEFE DE LABORATORIOS DE COMPUTACIÓN,DESCONOCIDA
2069,DOCENTE,DOCENTE_TITULAR_CARRERA,2010-05-17,2012-05-16,3,PROFESOR PREGRADO,DESCONOCIDA
2069,DOCENTE,DOCENTE_TITULAR_CARRERA,2013-01-01,,23,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
2081,DOCENTE,DOCENTE_TITULAR_CARRERA,2001-05-21,2001-09-28,1,PROFESOR PREGRADO,DESCONOCIDA
2081,DOCENTE,DOCENTE_TITULAR_CARRERA,2006-01-01,2006-08-31,3,PROFESOR PREGRADO,DESCONOCIDA
2081,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2014-10-01,2015-02-28,1,PROFESOR OCASIONAL,DESCONOCIDA
2081,DOCENTE,DOCENTE_TITULAR_CARRERA,2015-03-01,,19,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
2097,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2016-09-01,2016-09-30,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA
2097,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2016-10-01,2017-10-16,2,ANALISTA DE LABORATORIO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
2097,DOCENTE,TECNICO_DOCENTE_APOYO,2019-03-01,,26,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
2098,DOCENTE,DOCENTE_TITULAR_CARRERA,2003-10-20,2004-03-08,1,PROFESOR PREGRADO,DESCONOCIDA
2098,DOCENTE,DOCENTE_TITULAR_CARRERA,2004-05-17,2004-09-25,1,PROFESOR PREGRADO,DESCONOCIDA
2098,DOCENTE,DOCENTE_TITULAR_CARRERA,2004-10-18,2005-03-08,1,PROFESOR PREGRADO,DESCONOCIDA
