IDPERSONA,CARGO,UNIDAD,INICIO,FIN,DURACION_ANIOS,ES_SIGNIFICATIVO,ES_PARALELO
59525,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2023-05-15,,3.34,True,False
59557,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-05-01,2017-12-31,1.67,True,False
59557,TECNICO DOCENTE,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-01-01,2019-02-22,1.14,True,False
59557,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2021-10-04,2023-03-08,1.42,True,False
59660,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2018-05-01,,8.38,True,False
59670,TÉCNICO DE INVESTIGACIÓN 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2017-10-04,2026-05-09,8.59,True,False
59691,TÉCNICO DOCENTE,DESCONOCIDA,2015-05-11,2015-12-31,0.64,True,True
59691,ANALISTA DE LABORATORIO,DESCONOCIDA,2015-12-02,2016-12-31,1.08,True,True
59691,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2023-10-05,2023-12-31,0.24,False,False
59752,AYUDANTE DE CONTABILIDAD,DESCONOCIDA,2014-03-17,2014-12-31,0.79,True,False
59752,ANALISTA CONTABLE 1,GERENCIA FINANCIERA,2015-01-01,,11.71,True,False
59754,TÉCNICO DE LABORATORIO 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2023-10-05,2023-12-31,0.24,False,False
59774,ASISTENTE EJECUTIVA DE UNIDAD ACADÉMICA,DESCONOCIDA,2014-08-01,2017-12-01,3.33,True,True
59774,ANALISTA ESTADÍSTICO ACADÉMICO,FACULTAD DE CIENCIAS DE LA VIDA,2017-12-01,,8.79,True,True
59788,ASISTENTE FINANCIERO,GERENCIA FINANCIERA,2024-05-01,2026-09-01,2.34,True,True
59788,ANALISTA CONTABLE 1,GERENCIA FINANCIERA,2026-09-01,,0.04,False,True
59794,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2015-05-01,2022-09-30,7.42,True,False
59818,TÉCNICO DE INVESTIGACIÓN 3 (TC),CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS,2019-02-01,2021-11-30,2.83,True,False
59822,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2016-06-01,2017-12-31,1.58,True,False
59822,TECNICO DOCENTE 4,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2018-01-01,2019-09-27,1.74,True,False
59829,ASISTENTE DE SOPORTE TÉCNICO,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2015-01-01,2016-12-31,2.0,True,False
59852,ANALISTA DE COMPRAS PÚBLICAS 3,DIRECCIÓN DE ADQUISICIONES,2019-08-01,,7.13,True,False
59853,ASISTENTE DE ACTIVOS FIJOS,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2017-09-01,,9.04,True,False
59904,ASISTENTE EJECUTIVA 1,DESCONOCIDA,2014-07-01,2016-05-01,1.83,True,True
59904,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE CAPACITACIÓN,CENTRO DE DESARROLLO DE EMPRENDEDORES,2016-05-01,2016-07-31,0.25,False,True
59904,PROFESOR NO TITULAR OCASIONAL (TP),CENTRO DE DESARROLLO DE EMPRENDEDORES,2018-05-01,2018-09-21,0.39,True,False
59904,ANALISTA ADMINISTRATIVO,OFICINA DE TRANSFERENCIA DE RESULTADOS DE INVESTIGACIÓN - OTRI EN LA ESPOL,2023-11-01,,2.87,True,False
59955,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-10-10,2017-12-31,1.22,True,False
59955,TÉCNICO DOCENTE 4 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-01-01,2025-04-15,7.28,True,False
59958,ASISTENTE,DESCONOCIDA,2013-01-01,2014-11-30,1.91,True,False
59958,DIRECTOR DE SERVICIOS GENERALES,DESCONOCIDA,2014-12-01,2016-03-01,1.25,True,True
59958,ANALISTA FINANCIERO 2,DESCONOCIDA,2016-03-01,2021-03-01,5.0,True,True
59958,DIRECTOR DE SEGURIDAD Y SALUD OCUPACIONAL,DESCONOCIDA,2016-10-10,2018-10-31,2.06,True,True
59958,PROFESOR NO TITULAR OCASIONAL 1 (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2017-05-02,2017-09-22,0.39,True,True
59958,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2017-10-04,2019-09-20,1.96,True,True
59964,TÉCNICO DOCENTE,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2015-01-01,2016-04-12,1.28,True,False
59964,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2016-04-13,2016-09-19,0.44,True,False
59988,TECNICO DOCENTE 1,DIRECCIÓN DE ADMISIONES,2018-05-01,2020-02-21,1.81,True,False
59988,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
59988,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2022-05-16,,4.34,True,False
60020,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2017-12-01,2023-09-22,5.81,True,False
60112,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2021-05-17,2025-02-14,3.75,True,False
60114,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,DESCONOCIDA,2016-02-01,2016-08-15,0.54,True,False
60114,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2020-02-22,2020-09-30,0.61,True,False
60114,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2022-05-16,2026-07-19,4.17,True,False
60114,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2026-07-20,,0.16,False,False
60168,ANALISTA DE DESARROLLO DE SISTEMAS 1,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,2022-02-01,,4.62,True,False
60187,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-10-05,2023-12-31,0.24,False,False
60260,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA,2017-04-26,2024-05-01,7.01,True,False
60263,TECNICO DOCENTE 3,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2018-10-01,2019-05-12,0.61,True,False
60306,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2021-10-04,2022-02-18,0.38,True,False
60347,TÉCNICO DOCENTE,DESCONOCIDA,2015-05-01,2016-04-12,0.95,True,False
60347,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-04-13,2017-08-31,1.38,True,True
60347,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2017-03-28,2017-03-31,0.01,False,True
60347,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2022-05-16,2024-12-08,2.57,True,False
60347,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-12-09,,1.77,True,False
60381,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
60381,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,,3.3,True,False
60402,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-09-20,2023-12-31,0.28,True,False
60408,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-09-20,2023-12-31,0.28,True,False
60474,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2017-12-01,2019-09-20,1.8,True,False
60474,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2024-06-10,,2.27,True,False
60511,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
60511,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2022-06-06,,4.28,True,False
60559,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2015-01-01,2015-03-13,0.19,False,False
60559,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2015-05-01,2020-03-31,4.92,True,False
60559,PROFESOR TITULAR AUXILIAR 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2020-04-01,,6.46,True,False
60619,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2024-11-21,2024-12-31,0.11,False,False
60638,ASISTENTE DE SOPORTE TÉCNICO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2024-09-02,2025-01-03,0.34,True,False
60687,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2024-11-15,2024-12-31,0.13,False,False
60737,ANALISTA DE DESARROLLO DE SISTEMAS 3,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,2016-11-01,,9.87,True,False
60838,TÉCNICO DE INVESTIGACIÓN 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2022-01-03,,4.7,True,False
61079,ASISTENTE DE SOPORTE TÉCNICO,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN,2023-09-01,2024-06-30,0.83,True,False
61079,ANALISTA DE SOPORTE TÉCNICO,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2024-07-01,,2.21,True,False
61199,ASISTENTE DE COMUNICACIÓN SOCIAL,DESCONOCIDA,2015-02-09,2016-09-03,1.57,True,False
61199,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2017-10-06,2023-05-31,5.65,True,False
61199,PROFESOR TITULAR AUXILIAR 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2023-06-01,,3.29,True,False
61323,ASISTENTE DE PLANIFICACIÓN Y PROYECTOS,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,2015-01-01,2015-12-01,0.91,True,False
61323,ANALISTA DE INFORMACIÓN ESTRATÉGICA,GERENCIA DE PLANIFICACIÓN ESTRATÉGICA,2015-12-02,,10.79,True,True
61323,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,DESCONOCIDA,2017-08-08,2017-10-19,0.2,False,True
61323,GERENTE DE PLANIFICACIÓN ESTRATÉGICA,RECTORADO,2018-03-23,2018-03-29,0.02,False,True
61359,ANALISTA ADMINISTRATIVO,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-01-01,2019-01-31,1.08,True,False
61359,ANALISTA ADMINISTRATIVO,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2021-01-01,2023-11-28,2.9,True,False
61359,ANALISTA ADMINISTRATIVO,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2024-06-03,2024-07-21,0.13,False,False
61359,ANALISTA ADMINISTRATIVO,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2024-12-17,2025-07-18,0.58,True,False
61359,ANALISTA ADMINISTRATIVO,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2025-12-26,,0.72,True,True
61359,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2026-05-04,,0.37,True,True
61592,RECEPCIONISTA,DESCONOCIDA,2005-02-01,2006-01-31,1.0,True,False
61592,SECRETARIA AUXILIAR,DESCONOCIDA,2008-10-01,2010-12-31,2.25,True,False
61592,ASISTENTE EJECUTIVA 1,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2011-04-01,,15.46,True,False
61593,ASISTENTE EJECUTIVA 1,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2008-10-01,,17.96,True,False
61594,AUXILIAR DE BIBLIOTECA,DESCONOCIDA,1989-11-20,1993-01-30,3.19,True,False
61594,COORDINADORA,DESCONOCIDA,2002-02-01,2003-01-31,1.0,True,False
61594,COORDINADORA,DESCONOCIDA,2008-10-01,2009-12-31,1.25,True,False
61594,BIBLIOTECARIO,DESCONOCIDA,2010-01-01,2010-12-31,1.0,True,False
61594,BIBLIOTECARIO,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2011-04-01,2026-01-31,14.84,True,False
61595,SECRETARIA,DESCONOCIDA,2007-08-01,2007-11-30,0.33,True,False
61595,SECRETARIA,DESCONOCIDA,2008-10-01,2010-12-31,2.25,True,False
61595,ASISTENTE DE ADMISIONES,DIRECCIÓN DE ADMISIONES,2011-04-01,2020-12-01,9.67,True,False
61634,SECRETARIA,DESCONOCIDA,2004-05-04,2005-05-03,1.0,True,False
61634,AUXILIAR TÉCNICO ACADÉMICO,DESCONOCIDA,2008-10-01,2014-12-31,6.25,True,False
61634,ASISTENTE DE ADMISIONES,DIRECCIÓN DE ADMISIONES,2015-01-01,2023-12-01,8.91,True,False
61664,PROFESOR,DESCONOCIDA,2007-06-25,2007-08-04,0.11,False,False
61664,PROFESOR,DESCONOCIDA,2009-05-18,2010-03-02,0.79,True,False
61664,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2013-05-13,,13.34,True,False
61700,DIRECTORA DE DANZA,DESCONOCIDA,2008-10-01,2008-12-30,0.25,False,False
61700,COORDINADOR DE DANZA,DESCONOCIDA,2009-01-01,2014-12-31,6.0,True,True
61700,PROFESOR NO TITULAR OCASIONAL,DESCONOCIDA,2013-05-13,2013-12-31,0.64,True,True
61700,PROFESOR NO TITULAR OCASIONAL (TP),DESCONOCIDA,2014-10-20,2015-03-13,0.39,True,True
61700,PROMOTOR DE ARTE Y CULTURA,GERENCIA DE BIENESTAR POLITÉCNICO,2015-01-01,,11.71,True,True
61700,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2015-05-11,2016-02-28,0.8,True,True
61700,PROFESOR NO TITULAR OCASIONAL 1 (TP),DESCONOCIDA,2016-05-02,2016-09-23,0.39,True,True
61700,PROFESOR NO TITULAR OCASIONAL 1 (TP),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",2016-10-10,2017-09-22,0.95,True,True
61700,PROFESOR NO TITULAR OCASIONAL (TP),ESCUELA DE DISEÑO Y COMUNICACIÓN VISUAL,2017-10-04,2018-03-02,0.41,True,True
61700,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-05-02,2019-09-20,1.39,True,True
61700,PROFESOR NO TITULAR OCASIONAL (TP),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2023-01-01,2025-02-14,2.12,True,True
61700,PROFESOR NO TITULAR OCASIONAL (TP),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2025-05-19,2026-02-13,0.74,True,True
61751,PROFESOR PREGRADO,DESCONOCIDA,2008-10-13,2009-03-02,0.38,True,False
61751,PROFESOR PREGRADO,DESCONOCIDA,2010-05-17,2013-12-31,3.62,True,False
61751,PROFESOR NO TITULAR OCASIONAL 1 (TP),FACULTAD DE CIENCIAS DE LA VIDA,2016-10-10,2017-09-22,0.95,True,False
61751,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS DE LA VIDA,2018-10-01,2019-09-20,0.97,True,False
61751,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS DE LA VIDA,2020-10-12,2022-10-03,1.97,True,False
61751,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS DE LA VIDA,2022-10-11,2024-02-16,1.35,True,False
61775,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2020-10-05,2021-02-19,0.38,True,False
61948,PROFESOR PREGRADO,DESCONOCIDA,2008-10-13,2011-09-24,2.95,True,False
61948,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2012-05-17,,14.33,True,False
63189,ASISTENTE DE ACTIVOS FIJOS,GERENCIA FINANCIERA,2024-12-09,,1.77,True,False
64414,CONTRATACIÓN DE SERVICIOS,DESCONOCIDA,2002-10-01,2003-03-31,0.5,True,False
64414,CONTRATACIÓN DE SERVICIOS,DESCONOCIDA,2003-10-01,2003-12-31,0.25,False,False
64414,AUXILIAR DE INVESTIGACIÓN,DESCONOCIDA,2009-01-01,2012-12-31,4.0,True,False
64414,OPERARIA DE LABORATORIO,DESCONOCIDA,2013-01-01,2013-12-31,1.0,True,False
64414,AUXILIAR DE INVESTIGACIÓN,DESCONOCIDA,2014-03-01,2014-12-31,0.83,True,False
64414,ASISTENTE DE ACTIVOS FIJOS,DESCONOCIDA,2015-01-01,2016-11-01,1.83,True,True
64414,ANALISTA DE COMPRAS PÚBLICAS 2,DIRECCIÓN DE ADQUISICIONES Y SUMINISTROS,2016-11-01,2020-11-01,4.0,True,True
64414,ANALISTA DE COMPRAS PÚBLICAS 2,DIRECCIÓN DE ADQUISICIONES,2025-08-04,,1.12,True,False
64417,ASISTENTE DE INVESTIGACIÓN,DESCONOCIDA,2009-01-01,2009-12-31,1.0,True,False
64417,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA,2014-10-01,2023-04-30,8.58,True,False
64483,DISEÑADOR GRÁFICO,DESCONOCIDA,2008-10-07,2008-11-05,0.08,False,False
64483,GERENTE DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS,GERENCIA DE COMUNICACIÓN SOCIAL Y ASUNTOS PÚBLICOS,2019-10-01,2021-08-16,1.88,True,False
64647,ANALISTA DE GESTIÓN DE PROYECTOS DE INVESTIGACIÓN,DESCONOCIDA,2016-06-01,2016-09-20,0.3,True,False
64647,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-05-01,2020-03-31,1.92,True,False
64647,PROFESOR TITULAR AUXILIAR 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2020-04-01,,6.46,True,False
64657,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-10-29,2026-07-19,7.72,True,False
64657,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2026-07-20,,0.16,False,False
64903,PROFESOR PREGRADO,DESCONOCIDA,2008-10-13,2008-11-26,0.12,False,False
64903,PROFESOR NO TITULAR OCASIONAL (MT),DESCONOCIDA,2015-05-11,2015-10-02,0.39,True,False
64903,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS DE LA VIDA,2015-10-19,2016-02-26,0.36,True,False
64903,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA,2016-04-01,2019-09-19,3.47,True,False
65182,ANALISTA DE SERVICIOS GENERALES DE UNIDAD ACADÉMICA,DIRECCIÓN DE SERVICIOS GENERALES,2017-04-01,2023-05-04,6.09,True,False
65182,ANALISTA DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2023-11-10,2023-12-22,0.11,False,False
65182,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2024-01-23,2025-01-01,0.94,True,False
65182,ANALISTA DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2025-03-20,2025-05-22,0.17,False,False
65182,ANALISTA DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2025-08-26,2026-08-07,0.95,True,False
65182,ANALISTA DE SERVICIOS GENERALES,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2026-08-18,,0.08,False,False
65191,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-05-09,2017-12-31,1.65,True,False
65191,TÉCNICO DOCENTE 4 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-01-01,2022-04-30,4.33,True,False
65192,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-05-01,2017-12-31,1.67,True,False
65192,TECNICO DOCENTE,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-01-01,2018-08-31,0.66,True,False
65192,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-08-31,0.27,True,False
65192,TÉCNICO DOCENTE 4 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2021-10-04,2022-05-20,0.62,True,False
65357,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-05-01,2019-09-20,1.39,True,False
65359,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-05-01,2017-12-31,1.67,True,False
65359,TÉCNICO DOCENTE 4 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2018-01-01,2024-05-12,6.36,True,False
65359,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2024-05-13,2024-09-19,0.35,True,False
65359,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2024-09-20,2025-10-08,1.05,True,False
65359,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2025-10-09,,0.94,True,False
65363,TÉCNICO DE INVESTIGACIÓN 1 (TC),CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,2019-01-01,2023-12-31,5.0,True,False
65364,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2016-10-10,2022-08-31,5.89,True,False
65367,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2017-10-01,2026-07-19,8.8,True,False
65367,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2026-07-20,,0.16,False,False
65378,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-10-01,2017-09-21,0.97,True,False
65378,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2023-05-19,2025-02-14,1.74,True,False
65380,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2023-06-01,,3.29,True,False
65520,ASISTENTE DE GESTIÓN DE PROYECTOS DE INVESTIGACIÓN,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2017-01-01,2023-12-31,6.99,True,False
65520,ANALISTA DE PLANIFICACIÓN Y PROYECTOS,CENTRO DE TECNOLOGÍAS DE LA INFORMACIÓN,2024-01-01,,2.71,True,False
65521,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA,2017-01-03,2017-12-31,0.99,True,False
65530,ASISTENTE EJECUTIVA 1,"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2026-07-01,,0.21,False,False
65745,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2016-09-15,2017-12-31,1.29,True,False
65745,TÉCNICO DE LABORATORIO 4,FACULTAD DE CIENCIAS DE LA VIDA,2018-01-01,2020-02-21,2.14,True,False
65828,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2015-11-01,2015-12-31,0.16,False,False
65828,TÉCNICO DOCENTE,DESCONOCIDA,2016-02-22,2016-04-12,0.14,False,False
65828,PROFESOR NO TITULAR OCASIONAL 2 (TC),ESCUELA DE DISEÑO Y COMUNICACIÓN VISUAL,2016-04-13,2017-12-31,1.72,True,False
65828,TÉCNICO EN EL CAMPO DE LAS ARTES 4 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2018-01-01,2022-05-15,4.37,True,False
65828,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2022-05-16,2023-09-27,1.37,True,False
65904,ASISTENTE ADMINISTRATIVO,DIRECCIÓN DE SERVICIOS GENERALES,2016-07-01,2023-02-28,6.66,True,False
65904,ANALISTA ADMINISTRATIVO,DIRECCIÓN DE SERVICIOS GENERALES,2023-03-01,,3.55,True,False
66011,TÉCNICO DE INVESTIGACIÓN 2 (MT),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2024-07-01,,2.21,True,False
