IDPERSONA,CARGO,UNIDAD,INICIO,FIN,DURACION_ANIOS,ES_SIGNIFICATIVO,ES_PARALELO
678,DECANO(A),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2012-09-20,2017-11-12,5.14,True,True
678,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2013-01-01,2013-01-01,0.0,False,True
678,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2017-11-13,,8.84,True,False
679,PROFESOR PREGRADO,DESCONOCIDA,1982-06-07,1983-03-12,0.76,True,False
679,PROFESOR PREGRADO,DESCONOCIDA,1985-05-20,1985-10-05,0.38,True,False
679,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1987-02-16,1987-05-16,0.24,False,False
679,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1998-02-10,1998-05-16,0.26,True,False
679,MEDICION DE CONCENTRACIÓN DE GASES,DESCONOCIDA,1999-10-25,1999-10-28,0.01,False,False
679,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2013-01-01,,13.7,True,False
692,AYUDANTE ACADÉMICO,DESCONOCIDA,1977-12-01,1981-12-15,4.04,True,False
692,PROFESOR TITULAR PRINCIPAL (TC),DESCONOCIDA,2013-01-01,2020-08-23,7.64,True,True
692,CONTRATO CIVIL - SERVICIO TÉCNICO ESPECIALIZADO,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-10-01,2016-12-31,0.25,False,True
692,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2017-01-01,2017-12-31,1.0,True,True
697,PROFESOR ACCIDENTAL,DESCONOCIDA,1987-05-18,2004-06-29,17.12,True,True
697,COORDINADOR,DESCONOCIDA,1988-04-01,1988-04-30,0.08,False,True
697,COORDINADOR,DESCONOCIDA,1989-08-01,1989-09-30,0.16,False,True
697,JEFE,DESCONOCIDA,1991-01-02,1991-01-31,0.08,False,True
697,SUPERVISOR DE PROYECTO,DESCONOCIDA,1991-05-01,1992-04-30,1.0,True,True
697,JEFE,DESCONOCIDA,1992-06-01,1993-07-31,1.16,True,True
697,PROFESOR,DESCONOCIDA,1998-05-25,1998-10-02,0.36,True,True
697,PROFESOR PREGRADO,DESCONOCIDA,1999-10-11,2000-10-30,1.05,True,True
697,PROFESOR TITULAR PRINCIPAL 1 (TC),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",2004-06-30,2017-11-12,13.37,True,False
697,DECANO(A),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2017-11-13,2021-02-21,3.27,True,True
697,PROFESOR TITULAR PRINCIPAL 3 (TC),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",2018-01-01,2019-01-24,1.06,True,True
697,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2021-02-17,2021-02-22,0.01,False,True
697,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2021-06-07,2021-06-14,0.02,False,False
697,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2021-11-05,,4.86,True,True
697,DECANO(A),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2026-02-20,2026-02-20,0.0,False,True
705,AYUDANTE EN LA OFICINA DE INVESTIGACION,DESCONOCIDA,1983-06-20,1983-08-19,0.16,False,False
705,EJECUCION ACTIVIDADES,DESCONOCIDA,1985-09-02,1986-05-14,0.7,True,False
705,EJECUCION ACTIVIDADES,DESCONOCIDA,1987-03-09,1987-04-01,0.06,False,False
705,EJECUCION ACTIVIDADES,DESCONOCIDA,1988-09-01,1988-11-30,0.25,False,False
705,EJECUCION ACTIVIDADES,DESCONOCIDA,1990-04-01,1990-04-30,0.08,False,False
705,DECANO DE LA FACULTAD DE INGENIERIA MECANICA,DESCONOCIDA,1993-03-08,1993-05-07,0.16,False,False
705,PREPARACION DE LOS PROYECTOS DE INVERSION DE LA ESPOL,DESCONOCIDA,1999-07-31,1999-08-14,0.04,False,False
705,EJECUCION ACTIVIDADES,DESCONOCIDA,2002-05-20,2003-03-07,0.8,True,False
705,EJECUCION ACTIVIDADES,DESCONOCIDA,2008-03-05,2009-03-04,1.0,True,False
705,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2010-01-01,,16.7,True,True
705,EJECUCION ACTIVIDADES,DESCONOCIDA,2014-02-01,2014-12-31,0.91,True,True
705,DECANO(A),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2014-10-20,2017-11-12,3.06,True,True
709,PROFESOR ACCIDENTAL,DESCONOCIDA,1985-01-01,1988-03-05,3.17,True,False
709,PROFESOR AUXILIAR,DESCONOCIDA,1988-03-06,1988-04-01,0.07,False,True
709,DESARROLLO DEL PERFIN DEL PUERTO PESQUERO DE MANTA,DESCONOCIDA,1988-04-01,1988-04-30,0.08,False,True
709,DIRECTOR DE PROYECTO,DESCONOCIDA,1989-11-01,1991-04-30,1.49,True,True
709,JEFE PROGRAMA CIRCULACIÓN,DESCONOCIDA,1991-01-02,1991-01-31,0.08,False,True
709,RESPONSABLE DE LOS PROGRAMAS HIDROGRAFICOS Y DE CORRIENTES,DESCONOCIDA,1992-09-08,1992-11-07,0.16,False,False
709,ASISTENTE DE PROYECTO,DESCONOCIDA,1993-08-16,1993-10-15,0.16,False,False
709,DIRECTOR TÉCNICO DE PROYECTO,DESCONOCIDA,1994-06-03,1994-07-02,0.08,False,False
709,DIRECCIÓN GENERAL,DESCONOCIDA,1995-07-01,1995-12-30,0.5,True,False
709,SUBDECANO DE LA FAC. DE ING. MARÍTIMA Y CIENCIAS DEL MAR,DESCONOCIDA,1996-04-03,1996-05-03,0.08,False,False
709,SUBDECANO/A,DESCONOCIDA,1997-03-03,1997-05-02,0.16,False,False
709,PROFESOR PRINCIPAL,DESCONOCIDA,1997-06-20,1998-02-01,0.62,True,True
709,DIRECTOR GENERAL DEL PROYECTO,DESCONOCIDA,1998-02-01,1999-01-31,1.0,True,True
709,PROFESOR PREGRADO,DESCONOCIDA,1998-05-25,1999-03-02,0.77,True,True
709,DIRECTOR GENERAL DE PROYECTO,DESCONOCIDA,1999-03-01,1999-05-31,0.25,False,True
709,DIRECTOR GENERAL DEL PROYECTO,DESCONOCIDA,1999-10-01,2000-12-30,1.25,True,False
709,"ELABORACIÓN, RECEPCIÓN Y CALIFICACIÓN DE EXÁMENES",DESCONOCIDA,2004-05-17,2004-09-25,0.36,True,False
709,"ELABORACIÓN, RECEPCIÓN Y CALIFICACIÓN DE EXÁMENES",DESCONOCIDA,2005-05-16,2005-09-24,0.36,True,False
709,"ELABORACIÓN, RECEPCIÓN Y CALIFICACIÓN DE EXÁMENES",DESCONOCIDA,2006-05-15,2006-09-23,0.36,True,False
709,DIRECTOR COMISIÓN DE VÍNCULOS CON LA COLECTIVIDAD,DESCONOCIDA,2008-05-02,2009-05-01,1.0,True,False
709,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2010-01-01,,16.7,True,True
709,DECANO(A),"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",2014-09-29,2017-11-12,3.12,True,True
716,PROFESOR,DESCONOCIDA,1983-10-17,1984-02-25,0.36,True,False
716,PROFESOR PREGRADO,DESCONOCIDA,1984-10-15,1986-03-01,1.37,True,True
716,PROFESOR ACCIDENTAL,DESCONOCIDA,1985-12-12,1987-05-17,1.43,True,True
716,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2013-01-01,2025-03-01,12.16,True,False
725,PROFESOR PREGRADO,DESCONOCIDA,1982-05-03,1982-10-02,0.42,True,False
725,PROFESOR PREGRADO,DESCONOCIDA,1983-01-25,1988-02-17,5.06,True,True
725,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1988-02-17,1988-05-17,0.25,False,True
725,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1989-02-20,1989-05-20,0.24,False,False
725,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1993-02-08,1993-09-30,0.64,True,False
725,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2007-10-15,,18.92,True,True
725,DECANO(A),DESCONOCIDA,2019-03-18,2019-03-24,0.02,False,True
725,DECANO(A),DESCONOCIDA,2020-01-02,2021-02-21,1.14,True,True
733,AUXILIAR DE SECRETARÍA,DESCONOCIDA,1979-04-01,1988-06-06,9.18,True,False
733,ASISTENTE EJECUTIVA DE UNIDAD ACADÉMICA,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,1988-06-07,2019-05-11,30.92,True,False
760,PROFESOR PREGRADO,DESCONOCIDA,2000-05-15,2010-03-02,9.8,True,True
760,COORDINADOR PROYECTO,DESCONOCIDA,2008-05-15,2009-05-14,1.0,True,True
760,PROFESOR PREGRADO,DESCONOCIDA,2013-04-13,2013-04-21,0.02,False,False
760,PROFESOR NO TITULAR OCASIONAL,DESCONOCIDA,2013-05-13,2014-09-30,1.38,True,False
760,DIRECTOR DE ADMISIONES,DIRECCIÓN DE ADMISIONES,2014-11-10,2016-05-01,1.47,True,True
760,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2015-01-01,2015-03-13,0.19,False,True
760,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2015-05-11,2016-02-28,0.8,True,True
760,PROFESOR NO TITULAR OCASIONAL 1 (TP),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-05-02,2017-09-22,1.39,True,True
760,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2016-10-01,2017-12-31,1.25,True,True
760,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2017-10-04,,8.95,True,True
760,DIRECTOR DE ADMISIONES,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2018-06-19,2018-10-10,0.31,True,True
760,DIRECTOR DE ADMISIONES,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2019-09-20,2019-10-01,0.03,False,True
760,DIRECTOR DE ADMISIONES,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2020-11-24,2020-12-07,0.04,False,True
762,PROFESOR PREGRADO,DESCONOCIDA,1983-05-14,1986-07-17,3.18,True,False
762,PROFESOR ACCIDENTAL,DESCONOCIDA,1987-01-15,1987-03-09,0.15,False,True
762,SUPERVISIÓN DEL PROCESO GENERAL DE PLANIFICA CIÓN,DESCONOCIDA,1987-03-09,1987-05-08,0.16,False,True
762,DIRECTOR DE ESCUELA DE PROTEL,DESCONOCIDA,1988-03-05,1988-04-03,0.08,False,False
762,DIRECTOR ESCUELAS DE TECNOLOGIA ELECTRIA,DESCONOCIDA,1988-04-19,1988-05-04,0.04,False,False
762,PROFESOR PREGRADO,DESCONOCIDA,1989-03-13,1989-05-03,0.14,False,False
762,COORDINADOR GRUPO DE TRABAJO CONVENIO PROMEET/ESPOL,DESCONOCIDA,1989-11-15,1990-02-14,0.25,False,False
762,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1993-02-08,1993-05-21,0.28,True,False
762,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1999-01-04,1999-04-30,0.32,True,False
762,PROFESOR TITULAR AUXILIAR (TC),DESCONOCIDA,2010-01-01,2020-09-30,10.75,True,False
768,PROFESOR ACCIDENTAL,DESCONOCIDA,1984-07-26,1986-02-05,1.53,True,False
768,PROFESOR PREGRADO,DESCONOCIDA,2002-05-20,2002-09-27,0.36,True,False
768,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2010-01-01,,16.7,True,True
768,SUBDECANO(A),DESCONOCIDA,2017-12-04,2017-12-06,0.01,False,True
768,SUBDECANO(A),DESCONOCIDA,2018-07-13,2018-09-21,0.19,False,True
768,DECANO(A),DESCONOCIDA,2019-03-29,2019-04-02,0.01,False,True
769,PROFESOR PREGRADO,DESCONOCIDA,1983-10-17,1984-09-29,0.95,True,False
769,PROFESOR,DESCONOCIDA,1984-10-15,1985-10-05,0.97,True,False
769,PROFESOR PREGRADO,DESCONOCIDA,1985-10-21,1986-09-27,0.93,True,False
769,PROFESOR,DESCONOCIDA,1986-10-01,1987-02-28,0.41,True,True
769,PROFESOR ACCIDENTAL,DESCONOCIDA,1987-01-22,1988-01-31,1.02,True,True
769,PROFESOR AUXILIAR,DESCONOCIDA,1988-02-01,1990-01-30,2.0,True,True
769,COORDINADOR,DESCONOCIDA,1989-03-06,1989-03-12,0.02,False,True
769,PROFESOR PREGRADO,DESCONOCIDA,1999-05-25,2003-03-07,3.78,True,False
769,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2010-01-01,2023-09-01,13.66,True,True
769,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2017-02-10,2017-02-17,0.02,False,True
771,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA,2016-08-01,2016-08-05,0.01,False,False
771,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS,2017-01-03,2017-12-31,0.99,True,False
780,PROFESOR,DESCONOCIDA,1984-06-11,1985-05-10,0.91,True,False
780,PROFESOR PREGRADO,DESCONOCIDA,1986-10-20,1987-10-03,0.95,True,False
780,PROFESOR PREGRADO,DESCONOCIDA,1988-05-30,1988-10-01,0.34,True,False
780,PROFESOR,DESCONOCIDA,1998-05-25,1998-10-02,0.36,True,False
780,PROFESOR PREGRADO,DESCONOCIDA,1999-05-25,1999-10-02,0.36,True,False
780,PROFESOR PREGRADO,DESCONOCIDA,2000-05-15,2000-09-22,0.36,True,False
780,COORDINADOR DEL POSTGRADO EN FISICA MEDICA,DESCONOCIDA,2001-08-27,2002-03-30,0.59,True,False
780,PROFESOR PREGRADO,DESCONOCIDA,2002-05-20,2004-03-08,1.8,True,True
780,COORDINADOR DE LOS LABORATORIOS DE CIENCIAS FISICAS,DESCONOCIDA,2002-05-20,2002-09-27,0.36,True,True
780,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2004-05-17,,22.33,True,False
787,AYUDANTE ACADÉMICO DE I CATEGORÍA,DESCONOCIDA,1977-12-01,1979-10-09,1.85,True,False
787,PROFESOR,DESCONOCIDA,1982-10-13,1983-03-12,0.41,True,False
787,PROFESOR ACCIDENTAL,DESCONOCIDA,1992-05-08,2005-02-08,12.75,True,False
787,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2005-02-09,2024-05-01,19.22,True,True
787,DIRECTOR DE ADMISIONES,DESCONOCIDA,2014-06-01,2014-11-10,0.44,True,True
797,PROFESOR PREGRADO,DESCONOCIDA,1984-10-29,1986-03-01,1.34,True,False
797,PROFESOR,DESCONOCIDA,1988-02-17,1988-05-16,0.24,False,False
797,PROFESOR,DESCONOCIDA,1989-02-20,1989-05-19,0.24,False,False
797,PROFESOR,DESCONOCIDA,1992-07-27,1992-08-26,0.08,False,False
797,PROFESOR,DESCONOCIDA,1993-02-08,1993-05-21,0.28,True,False
797,PROFESOR,DESCONOCIDA,1995-06-12,1996-11-23,1.45,True,False
797,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES,2021-05-25,2021-12-31,0.6,True,False
797,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES,2023-05-29,,3.3,True,False
801,INSTRUCTOR EN EL DEPARTAMENTO DE INGENIERÍA ELÉCTRICA,DESCONOCIDA,1983-10-17,1984-02-25,0.36,True,False
801,JEFE DEL PORYECTO INECEL/ESPOL,DESCONOCIDA,1984-03-01,1984-11-17,0.71,True,True
801,PROFESOR PREGRADO,DESCONOCIDA,1984-10-29,1985-03-02,0.34,True,True
801,TÉCNICO AUXILIAR DEL PROYECTO INECEL/ESPOL,DESCONOCIDA,1984-11-17,1985-02-28,0.28,True,True
801,PROFESOR ACCIDENTAL,DESCONOCIDA,1988-09-01,2009-12-31,21.33,True,True
801,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1993-02-08,1993-05-21,0.28,True,True
801,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1995-06-12,1995-09-30,0.3,True,True
801,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1996-02-12,1996-09-28,0.63,True,True
801,"SUPERVISOR DE CAMPO EN PROYECTO ""PREPARACION, CARTOGRAFIA """,DESCONOCIDA,1996-02-15,1996-04-14,0.16,False,True
801,PROFESOR PRE-POLITÉCNICO,DESCONOCIDA,1997-02-03,1997-09-27,0.65,True,True
801,PROFESOR PREGRADO,DESCONOCIDA,2004-10-18,2005-03-08,0.39,True,True
801,PROFESOR PREGRADO,DESCONOCIDA,2006-03-08,2006-04-29,0.14,False,True
801,PROFESOR PREGRADO,DESCONOCIDA,2007-03-12,2007-05-09,0.16,False,True
801,PROFESOR PREGRADO,DESCONOCIDA,2008-03-10,2008-05-10,0.17,False,True
801,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN,2010-01-01,,16.7,True,False
805,PROFESOR ACCIDENTAL DE INGENIERIA,DESCONOCIDA,1988-09-01,1992-10-14,4.12,True,False
805,PROFESOR TITULAR PRINCIPAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,1992-10-15,2024-05-01,31.54,True,False
807,PROFESOR PREGRADO,DESCONOCIDA,1985-10-28,1986-03-01,0.34,True,False
807,INVESTIGADOR,DESCONOCIDA,1991-01-07,1993-02-28,2.14,True,False
807,PROFESOR PREGRADO,DESCONOCIDA,2001-10-22,2002-03-02,0.36,True,False
807,PROFESOR PREGRADO,DESCONOCIDA,2002-10-21,2003-03-07,0.38,True,False
807,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2015-10-01,,10.96,True,False
808,PROFESOR,DESCONOCIDA,1987-10-13,1988-10-30,1.05,True,False
808,PROFESOR ACCIDENTAL,DESCONOCIDA,1988-11-01,1997-06-30,8.66,True,True
808,PROFESOR,DESCONOCIDA,1995-03-20,1995-03-31,0.03,False,True
808,PROFESOR TITULAR PRINCIPAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL",2013-01-01,,13.7,True,True
808,SUBDIRECTOR,DESCONOCIDA,2018-03-12,2018-04-06,0.07,False,True
813,ASISTENTE DE INVESTIGACIÓN,DESCONOCIDA,1985-03-11,1988-10-02,3.56,True,False
813,COORDINADOR DEL PROGRAMA,DESCONOCIDA,1988-10-03,1997-04-18,8.54,True,True
813,PROFESOR PREGRADO,DESCONOCIDA,1994-05-30,1994-10-07,0.36,True,True
813,PROFESOR PREGRADO,DESCONOCIDA,1996-02-12,1996-05-18,0.26,True,True
813,PROFESOR PREGRADO,DESCONOCIDA,1997-02-03,1997-10-03,0.66,True,True
813,PROFESOR PREGRADO,DESCONOCIDA,1998-02-10,1998-05-16,0.26,True,True
813,ASISTENTE ADMINISTRATIVO DE LA CARRERA DE INGENIERÌA AGROPECUARIA,DESCONOCIDA,1998-04-19,1999-04-18,1.0,True,True
813,ASISTENTE ADMINISTRATIVO,DESCONOCIDA,1999-06-01,1999-12-30,0.58,True,True
813,PROFESOR PREGRADO,DESCONOCIDA,1999-11-04,1999-11-30,0.07,False,True
813,ASISTENTE ADMINISTRATIVO,DESCONOCIDA,2000-06-01,2000-12-30,0.58,True,False
813,ASISTENTE ADMINISTRATIVO,DESCONOCIDA,2002-01-01,2002-07-30,0.57,True,False
813,AYUDANTE DE COORDINADOR,DESCONOCIDA,2002-08-01,2014-12-31,12.42,True,False
813,ASISTENTE DE ACTIVOS FIJOS DE UNIDAD ACADÉMICA,DESCONOCIDA,2015-01-01,2020-11-01,5.83,True,False
815,ASISTENTE,DESCONOCIDA,2000-08-23,2000-11-22,0.25,False,False
815,SECRETARIA,DESCONOCIDA,2002-10-01,2005-12-31,3.25,True,False
815,ANALISTA DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2017-01-01,2025-01-01,8.0,True,True
815,DIRECTOR DE SERVICIOS GENERALES,DIRECCIÓN DE SERVICIOS GENERALES,2023-10-02,2024-04-26,0.57,True,True
819,TECNICO AUXILIAR,DESCONOCIDA,1986-12-01,1988-02-28,1.24,True,False
819,TÉCNICO AUXILIAR DE CONVENIOS,DESCONOCIDA,1988-03-01,1989-09-30,1.58,True,False
819,TECNICO EN LARVICULTURA,DESCONOCIDA,1989-10-01,1990-09-30,1.0,True,False
819,ASISTENTE,DESCONOCIDA,1991-01-02,1991-01-31,0.08,False,False
819,JEFE DE PLANTA DEL LABORATORIO DE LARVAS,DESCONOCIDA,1991-03-01,1991-07-31,0.42,True,False
819,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA,2017-01-01,2017-12-31,1.0,True,False
819,TECNICO DOCENTE,"FACULTAD DE INGENIERIA MARÍTIMA, CIENCIAS BIOLÓGICAS, OCEÁNICAS Y RECURSOS NATURALES",2018-01-01,2018-08-31,0.66,True,False
819,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR,2018-09-01,2025-02-14,6.46,True,False
820,PROFESOR,DESCONOCIDA,1996-02-12,1996-05-18,0.26,True,False
820,PROFESOR,DESCONOCIDA,1998-02-10,1998-05-16,0.26,True,False
820,PROFESOR PREGRADO,DESCONOCIDA,2004-05-17,2004-09-25,0.36,True,False
820,PROFESOR PREGRADO,DESCONOCIDA,2005-05-16,2005-09-24,0.36,True,False
820,PROFESOR PREGRADO,DESCONOCIDA,2010-05-17,2011-05-16,1.0,True,False
820,PROFESOR,DESCONOCIDA,2012-05-04,2012-06-24,0.14,False,False
820,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,2014-10-01,2020-05-08,5.6,True,False
831,AUXILIAR DE SERVICIOS,DESCONOCIDA,1989-01-10,1991-03-10,2.16,True,False
831,GUARDIAN,DESCONOCIDA,1991-03-11,1992-03-10,1.0,True,False
831,GUARDIAN INTERNO,DESCONOCIDA,1992-04-01,2002-06-30,10.24,True,False
831,GUARDIÀN/GUARDIÀN ADMINISTRATIVO,DESCONOCIDA,2010-12-01,2018-10-31,7.91,True,True
831,SUPERVISOR DE SEGURIDAD,DESCONOCIDA,2015-01-01,2018-10-31,3.83,True,True
831,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,DIRECCIÓN DE SERVICIOS GENERALES,2018-12-03,2024-12-31,6.08,True,False
831,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,DIRECCION DE SEGURIDAD FISICA,2025-01-06,2025-12-31,0.98,True,False
831,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE ACTIVIDADES,GERENCIA ADMINISTRATIVA,2026-01-06,,0.69,True,False
836,JEFE DE INVESTIGACIÓN,DESCONOCIDA,2009-01-01,2012-12-31,4.0,True,False
836,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA,2014-05-01,2016-07-31,2.25,True,False
836,PROFESOR TITULAR AGREGADO 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA,2016-08-01,,10.12,True,False
840,SECRETARIA OFICINISTA 1,DESCONOCIDA,1984-06-01,1984-12-27,0.57,True,False
840,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS DE LA VIDA,1985-01-01,2021-05-01,36.33,True,False
843,PROFESOR PREGRADO,DESCONOCIDA,1984-05-14,1984-09-29,0.38,True,False
843,PROFESOR PREGRADO,DESCONOCIDA,1987-09-03,1988-09-02,1.0,True,False
843,PROFESOR ACCIDENTAL,DESCONOCIDA,1988-10-01,1989-09-30,1.0,True,False
843,CONSULTOR RESPONSABLE SUPERVISIÓN TÉCNICA INSTALACIÓN MONTAJE Y PRUEBAS SISTEMA MECÁN,DESCONOCIDA,1994-09-21,1994-11-20,0.16,False,False
843,PROFESOR PREGRADO,DESCONOCIDA,1998-05-12,1998-10-02,0.39,True,False
843,PROFESOR TITULAR PRINCIPAL (MT),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN,2010-01-01,2023-07-01,13.49,True,False
844,PROFESOR,DESCONOCIDA,1994-05-23,1994-10-07,0.38,True,False
844,PROFESOR ACCIDENTAL,DESCONOCIDA,1995-12-14,1996-12-03,0.97,True,False
844,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS,1996-12-04,,29.78,True,True
844,PROFESIONAL,DESCONOCIDA,1998-10-19,1999-03-02,0.37,True,True
846,SUPERVISOR DE PROYECTO,DESCONOCIDA,1984-10-22,1985-10-21,1.0,True,False
846,TECNICO PRINCIPAL DE CONVENIOS,DESCONOCIDA,1985-10-22,1986-01-21,0.25,False,False
846,PROFESOR PREGRADO,DESCONOCIDA,1987-03-09,1990-02-03,2.91,True,True
846,AYUDANTE,DESCONOCIDA,1987-11-10,1988-03-31,0.39,True,True
846,AYUDANTE,DESCONOCIDA,1989-06-15,1989-08-31,0.21,False,True
846,PROFESOR PREGRADO,DESCONOCIDA,1990-05-28,1991-03-01,0.76,True,False
846,PROFESOR PREGRADO,DESCONOCIDA,1991-06-03,1991-10-19,0.38,True,False
846,PROFESOR PREGRADO,DESCONOCIDA,1996-05-02,1996-08-31,0.33,True,False
846,PROFESOR PREGRADO,DESCONOCIDA,1998-02-10,1999-03-02,1.05,True,False
846,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,1999-04-24,2018-03-30,18.93,True,False
846,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2018-07-18,2018-07-20,0.01,False,False
846,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2019-02-25,2019-03-26,0.08,False,False
846,PROFESOR TITULAR PRINCIPAL 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS,2021-02-22,2021-03-12,0.05,False,False
