IDPERSONA,N_REGISTROS_TEXTO,N_FUENTES_DISTINTAS,LONGITUD_TOTAL_CARACTERES
452,24.0,6.0,1752.0
970,7.0,1.0,1281.0
492,50.0,3.0,7921.0
256,9.0,1.0,561.0
98983,3.0,2.0,30.0
3436,8.0,2.0,1175.0
656762,0.0,0.0,0.0
654445,0.0,0.0,0.0
91509,19.0,1.0,3318.0
6364,3.0,2.0,150.0
315,0.0,0.0,0.0
659616,1.0,1.0,8.0
489,14.0,3.0,566.0
651104,43.0,6.0,4090.0
5522,91.0,3.0,12095.0
274,119.0,7.0,12954.0
81647,2.0,2.0,247.0
98950,27.0,2.0,1502.0
95409,4.0,1.0,172.0
3439,35.0,2.0,2302.0
266,32.0,2.0,1459.0
519,0.0,0.0,0.0
38,9.0,4.0,862.0
5821,4.0,2.0,489.0
568,25.0,3.0,928.0
97530,26.0,6.0,1592.0
656761,1.0,1.0,138.0
592,0.0,0.0,0.0
656787,1.0,1.0,8.0
81013,0.0,0.0,0.0
541,37.0,3.0,2280.0
597,20.0,3.0,2234.0
15674,0.0,0.0,0.0
652452,0.0,0.0,0.0
594,1.0,1.0,51.0
529,63.0,7.0,4660.0
78781,12.0,6.0,1495.0
101231,5.0,3.0,378.0
15548,5.0,1.0,59.0
81646,16.0,2.0,3568.0
10308,0.0,0.0,0.0
654508,1.0,1.0,28.0
398,61.0,4.0,3507.0
618,6.0,2.0,255.0
662103,0.0,0.0,0.0
425,4.0,2.0,224.0
645695,1.0,1.0,15.0
59059,43.0,3.0,3125.0
414,39.0,3.0,1812.0
419,35.0,5.0,1954.0
641,10.0,1.0,489.0
97998,0.0,0.0,0.0
7772,1.0,1.0,127.0
654387,9.0,4.0,269.0
3445,23.0,3.0,955.0
215,4.0,3.0,308.0
3581,4.0,2.0,85.0
653,43.0,4.0,4460.0
3303,10.0,4.0,629.0
3678,52.0,5.0,3725.0
648616,11.0,4.0,678.0
716,19.0,3.0,1089.0
3454,21.0,5.0,1858.0
3578,50.0,7.0,6326.0
648639,9.0,4.0,575.0
656,34.0,2.0,1350.0
6847,114.0,6.0,7619.0
3680,26.0,5.0,1542.0
649047,9.0,2.0,389.0
3309,151.0,5.0,7330.0
671,69.0,5.0,3729.0
692,14.0,3.0,1174.0
653010,43.0,7.0,2665.0
3310,129.0,7.0,7846.0
76434,0.0,0.0,0.0
709,52.0,7.0,5319.0
39,0.0,0.0,0.0
6811,61.0,4.0,4541.0
3757,4.0,1.0,147.0
725,37.0,7.0,3114.0
216,2.0,1.0,35.0
3758,5.0,2.0,481.0
679,6.0,3.0,465.0
654574,3.0,2.0,121.0
662514,2.0,1.0,64.0
3587,46.0,3.0,3545.0
13351,8.0,1.0,295.0
95270,0.0,0.0,0.0
86,68.0,8.0,4341.0
6870,8.0,1.0,256.0
660646,1.0,1.0,8.0
69235,24.0,1.0,901.0
705,33.0,6.0,3022.0
95516,39.0,8.0,3136.0
6810,4.0,2.0,128.0
99083,5.0,3.0,135.0
40,12.0,3.0,803.0
217,34.0,7.0,1756.0
66837,8.0,1.0,293.0
76446,30.0,1.0,4353.0
3455,6.0,5.0,415.0
97455,15.0,2.0,812.0
98998,2.0,1.0,299.0
64234,2.0,2.0,140.0
17054,32.0,2.0,1105.0
858,5.0,1.0,189.0
678,87.0,7.0,5510.0
768,57.0,6.0,4271.0
17123,4.0,2.0,118.0
650508,0.0,0.0,0.0
656051,0.0,0.0,0.0
653814,16.0,2.0,454.0
649338,19.0,3.0,597.0
95473,13.0,3.0,582.0
654457,3.0,2.0,108.0
3683,0.0,0.0,0.0
77401,76.0,8.0,7821.0
820,38.0,2.0,1209.0
12509,8.0,2.0,335.0
787,85.0,6.0,4322.0
797,3.0,1.0,112.0
769,157.0,7.0,11230.0
675,330.0,5.0,19712.0
771,5.0,2.0,178.0
78953,8.0,2.0,265.0
95586,2.0,2.0,246.0
813,16.0,2.0,520.0
659649,2.0,2.0,40.0
659216,4.0,1.0,82.0
649294,18.0,3.0,619.0
780,110.0,6.0,7486.0
831,29.0,1.0,1129.0
5280,71.0,3.0,3264.0
808,36.0,3.0,2001.0
807,62.0,7.0,4291.0
87496,0.0,0.0,0.0
843,58.0,3.0,2744.0
658725,1.0,1.0,22.0
3760,86.0,4.0,3435.0
805,39.0,2.0,1917.0
819,21.0,6.0,1544.0
801,40.0,3.0,1939.0
844,12.0,2.0,407.0
6939,35.0,3.0,1261.0
851,4.0,2.0,361.0
663139,6.0,2.0,284.0
95633,14.0,5.0,1678.0
883,7.0,1.0,434.0
836,262.0,8.0,26963.0
656771,1.0,1.0,14.0
3593,23.0,3.0,1254.0
7179,0.0,0.0,0.0
862,26.0,1.0,1006.0
662102,5.0,1.0,93.0
815,20.0,3.0,735.0
762,4.0,3.0,104.0
733,28.0,1.0,1100.0
129,69.0,7.0,4069.0
667,19.0,6.0,2609.0
662708,2.0,2.0,49.0
803,79.0,1.0,9546.0
97471,32.0,4.0,1577.0
1583,18.0,2.0,646.0
6992,132.0,8.0,15128.0
870,52.0,3.0,2276.0
61594,37.0,2.0,1399.0
869,22.0,5.0,3549.0
656758,6.0,2.0,287.0
866,5.0,1.0,185.0
653856,1.0,1.0,9.0
3313,10.0,3.0,400.0
66660,61.0,6.0,3871.0
3312,87.0,8.0,6482.0
645724,13.0,5.0,499.0
874,10.0,2.0,399.0
676,0.0,0.0,0.0
946,3.0,1.0,98.0
647015,9.0,1.0,405.0
103141,8.0,2.0,305.0
846,110.0,7.0,8388.0
878,11.0,1.0,352.0
840,49.0,2.0,1736.0
697,100.0,8.0,10266.0
3685,100.0,7.0,4916.0
865,28.0,1.0,1440.0
18327,60.0,7.0,4136.0
656058,10.0,3.0,1136.0
98973,28.0,4.0,1298.0
896,0.0,0.0,0.0
1116,3.0,1.0,98.0
130,58.0,5.0,3831.0
97468,81.0,8.0,9991.0
652947,1.0,1.0,30.0
81409,5.0,1.0,144.0
654392,13.0,5.0,754.0
652874,1.0,1.0,16.0
898,40.0,6.0,2512.0
891,12.0,1.0,494.0
5290,59.0,3.0,2595.0
654360,36.0,5.0,2920.0
948,6.0,1.0,289.0
3600,162.0,7.0,14825.0
658170,1.0,1.0,17.0
1000,25.0,1.0,690.0
903,12.0,2.0,545.0
13660,26.0,4.0,1030.0
98967,5.0,1.0,243.0
978,4.0,1.0,153.0
944,29.0,1.0,1074.0
3255,155.0,7.0,18972.0
893,4.0,1.0,148.0
637706,18.0,2.0,613.0
912,16.0,2.0,638.0
939,7.0,1.0,223.0
7281,100.0,7.0,10282.0
760,15.0,7.0,1200.0
1032,9.0,3.0,625.0
969,57.0,1.0,2400.0
953,4.0,1.0,176.0
652988,1.0,1.0,28.0
656760,0.0,0.0,0.0
7197,4.0,2.0,216.0
653827,5.0,2.0,93.0
3467,72.0,2.0,3374.0
975,34.0,1.0,1342.0
13663,2.0,1.0,61.0
651451,7.0,2.0,219.0
954,47.0,4.0,3817.0
81645,2.0,2.0,177.0
651346,64.0,7.0,4889.0
90,51.0,1.0,2356.0
3771,17.0,2.0,828.0
919,18.0,2.0,1028.0
923,33.0,5.0,3878.0
69247,20.0,2.0,887.0
7125,6.0,2.0,629.0
77113,0.0,0.0,0.0
102363,2.0,2.0,70.0
660655,5.0,2.0,136.0
98974,19.0,2.0,867.0
972,19.0,3.0,694.0
654361,38.0,7.0,2209.0
938,10.0,1.0,341.0
659610,1.0,1.0,9.0
641237,67.0,8.0,5279.0
656697,0.0,0.0,0.0
973,20.0,3.0,1732.0
3465,41.0,1.0,2133.0
103128,34.0,8.0,2894.0
964,58.0,6.0,5301.0
1033,7.0,1.0,176.0
921,27.0,5.0,1900.0
636088,15.0,2.0,439.0
82037,9.0,2.0,474.0
656757,2.0,2.0,202.0
926,8.0,3.0,287.0
662709,1.0,1.0,17.0
3471,199.0,8.0,16972.0
7443,107.0,7.0,12928.0
1013,49.0,6.0,2884.0
5325,76.0,7.0,4482.0
3612,24.0,6.0,2096.0
19999,28.0,3.0,941.0
931,78.0,8.0,8721.0
96324,98.0,7.0,7809.0
656039,4.0,3.0,304.0
1075,232.0,7.0,22092.0
1061,37.0,2.0,1321.0
659609,1.0,1.0,8.0
648615,5.0,3.0,201.0
643899,15.0,2.0,731.0
7351,51.0,5.0,2641.0
1122,21.0,3.0,1157.0
1038,15.0,3.0,933.0
97773,35.0,3.0,1912.0
656004,38.0,3.0,1858.0
20698,5.0,2.0,118.0
11865,78.0,5.0,6638.0
659600,4.0,2.0,515.0
660701,7.0,3.0,541.0
132,52.0,4.0,2237.0
1041,88.0,5.0,5861.0
1060,36.0,6.0,2539.0
1268,42.0,2.0,1545.0
660719,0.0,0.0,0.0
645801,17.0,4.0,669.0
21004,6.0,3.0,159.0
5339,53.0,6.0,2797.0
5336,183.0,7.0,12552.0
662515,1.0,1.0,26.0
23638,10.0,2.0,355.0
695,2.0,1.0,330.0
1123,10.0,1.0,412.0
97463,110.0,7.0,11547.0
656773,4.0,1.0,101.0
645829,0.0,0.0,0.0
95251,46.0,3.0,2333.0
77108,0.0,0.0,0.0
13705,37.0,6.0,2996.0
5337,84.0,7.0,9031.0
1108,109.0,4.0,7177.0
1202,46.0,6.0,3371.0
1170,68.0,6.0,6052.0
7374,125.0,8.0,11536.0
449460,7.0,1.0,337.0
22250,14.0,2.0,518.0
850,26.0,6.0,1856.0
1086,69.0,6.0,6450.0
651295,51.0,5.0,2180.0
654462,2.0,2.0,63.0
97741,3.0,2.0,277.0
7711,1.0,1.0,50.0
659207,4.0,2.0,542.0
67497,15.0,4.0,915.0
660656,16.0,2.0,692.0
1255,6.0,2.0,225.0
98969,14.0,2.0,711.0
1006,31.0,4.0,1218.0
1045,21.0,6.0,1949.0
655976,8.0,1.0,483.0
21436,3.0,1.0,49.0
1212,33.0,5.0,2787.0
1043,119.0,8.0,9578.0
8331,24.0,3.0,791.0
22630,0.0,0.0,0.0
1180,30.0,3.0,1591.0
3774,17.0,3.0,415.0
3326,326.0,9.0,32521.0
3777,80.0,6.0,3985.0
1164,62.0,6.0,3140.0
1014,0.0,0.0,0.0
1168,95.0,2.0,4056.0
1229,32.0,2.0,1439.0
3275,119.0,9.0,10538.0
67848,122.0,4.0,7954.0
5323,3.0,1.0,124.0
22321,65.0,5.0,2878.0
95549,19.0,2.0,647.0
64242,9.0,3.0,381.0
22124,9.0,3.0,337.0
7809,41.0,2.0,1726.0
96280,0.0,0.0,0.0
652981,0.0,0.0,0.0
652946,3.0,2.0,49.0
1145,23.0,2.0,926.0
640644,10.0,2.0,334.0
98980,16.0,2.0,681.0
7726,63.0,6.0,3476.0
1094,13.0,2.0,427.0
1247,16.0,2.0,791.0
656759,0.0,0.0,0.0
1153,361.0,6.0,60087.0
1176,49.0,5.0,4882.0
98966,29.0,6.0,3594.0
1219,38.0,5.0,3416.0
21772,81.0,8.0,7142.0
653215,3.0,3.0,168.0
1001,74.0,8.0,7894.0
23825,0.0,0.0,0.0
102085,52.0,3.0,2558.0
5307,107.0,4.0,13852.0
11509,120.0,8.0,18015.0
658662,1.0,1.0,156.0
95607,10.0,3.0,275.0
3466,24.0,4.0,1880.0
97637,14.0,2.0,521.0
455667,17.0,2.0,772.0
1205,72.0,1.0,2738.0
103189,20.0,3.0,775.0
21907,26.0,4.0,1392.0
135,35.0,4.0,2591.0
7389,42.0,4.0,1727.0
1246,39.0,7.0,2670.0
90756,1.0,1.0,158.0
22230,14.0,2.0,684.0
102302,16.0,3.0,1209.0
11220,33.0,1.0,4264.0
651135,42.0,3.0,1903.0
658124,0.0,0.0,0.0
101244,5.0,1.0,199.0
651062,0.0,0.0,0.0
662138,1.0,1.0,19.0
1232,137.0,7.0,9082.0
3592,9.0,3.0,566.0
22802,53.0,3.0,2186.0
3727,113.0,7.0,8337.0
97565,0.0,0.0,0.0
22233,54.0,7.0,7349.0
3619,100.0,8.0,8915.0
96448,28.0,3.0,1136.0
1375,64.0,3.0,2428.0
101041,37.0,2.0,1547.0
662182,6.0,2.0,191.0
981,55.0,6.0,5124.0
1400,81.0,7.0,6958.0
95565,48.0,7.0,4525.0
1231,22.0,6.0,2875.0
658704,12.0,3.0,718.0
1101,11.0,4.0,438.0
61664,68.0,6.0,6819.0
659602,6.0,2.0,950.0
654364,24.0,6.0,1468.0
660726,101.0,7.0,9395.0
649239,84.0,7.0,6998.0
662684,21.0,6.0,1364.0
94,228.0,6.0,22046.0
1140,94.0,3.0,4076.0
669913,66.0,9.0,4655.0
652582,11.0,2.0,448.0
27983,3.0,2.0,352.0
22473,10.0,3.0,400.0
654510,4.0,2.0,168.0
651324,48.0,2.0,2554.0
1402,20.0,2.0,705.0
8052,4.0,2.0,92.0
8244,28.0,3.0,1140.0
662687,6.0,2.0,187.0
1372,30.0,2.0,1213.0
659627,5.0,2.0,272.0
1457,28.0,1.0,1059.0
7265,4.0,2.0,75.0
3829,146.0,7.0,15618.0
1364,9.0,1.0,354.0
22917,19.0,2.0,611.0
1360,59.0,7.0,3016.0
3724,63.0,7.0,4544.0
1308,98.0,7.0,6923.0
59177,15.0,3.0,492.0
5831,26.0,4.0,2139.0
5361,148.0,5.0,8800.0
103195,43.0,8.0,4710.0
658712,1.0,1.0,21.0
13135,12.0,2.0,332.0
23468,1.0,1.0,7.0
64241,36.0,3.0,4725.0
98968,0.0,0.0,0.0
663950,4.0,1.0,70.0
98972,4.0,1.0,160.0
1476,12.0,1.0,372.0
1485,38.0,2.0,1506.0
654588,10.0,2.0,279.0
658685,5.0,2.0,146.0
988,92.0,6.0,9134.0
659651,1.0,1.0,193.0
22783,6.0,1.0,199.0
11234,20.0,3.0,974.0
67869,50.0,4.0,3016.0
658689,0.0,0.0,0.0
29289,171.0,5.0,14578.0
1472,174.0,8.0,12416.0
98026,4.0,1.0,670.0
1335,45.0,5.0,3066.0
652564,13.0,2.0,540.0
23552,64.0,6.0,6737.0
23942,1.0,1.0,45.0
1230,93.0,7.0,6730.0
24170,0.0,0.0,0.0
8558,33.0,2.0,1526.0
81019,9.0,2.0,349.0
1373,79.0,7.0,5309.0
658681,0.0,0.0,0.0
1530,26.0,2.0,1000.0
7308,42.0,6.0,4199.0
662845,4.0,2.0,143.0
662838,2.0,1.0,37.0
651120,191.0,6.0,16437.0
644047,27.0,1.0,1200.0
76592,21.0,2.0,3456.0
8335,40.0,5.0,3075.0
649245,94.0,9.0,9149.0
1211,83.0,7.0,8232.0
24059,1.0,1.0,46.0
652983,0.0,0.0,0.0
1225,17.0,2.0,735.0
1135,106.0,6.0,7261.0
658661,0.0,0.0,0.0
662057,6.0,2.0,212.0
1533,24.0,4.0,799.0
49404,42.0,2.0,1441.0
654374,31.0,3.0,1290.0
5356,149.0,8.0,18859.0
658058,0.0,0.0,0.0
652950,11.0,2.0,496.0
78867,21.0,2.0,1125.0
100792,51.0,7.0,4468.0
3765,11.0,2.0,338.0
102074,26.0,2.0,1144.0
1278,27.0,2.0,1278.0
40081,25.0,1.0,1083.0
652951,3.0,1.0,170.0
12471,5.0,1.0,130.0
1411,87.0,7.0,8124.0
66966,9.0,4.0,502.0
8757,28.0,3.0,1658.0
1644,19.0,1.0,800.0
77078,0.0,0.0,0.0
1220,157.0,8.0,11431.0
1614,65.0,6.0,4333.0
1586,75.0,7.0,7352.0
8446,10.0,2.0,409.0
13703,68.0,6.0,3787.0
25068,4.0,2.0,190.0
659618,19.0,2.0,1016.0
1277,10.0,3.0,258.0
1339,66.0,6.0,5087.0
1579,4.0,2.0,137.0
1354,15.0,2.0,607.0
1555,56.0,3.0,2322.0
98040,25.0,5.0,1519.0
1063,50.0,7.0,3291.0
6056,90.0,8.0,9508.0
11841,1.0,1.0,41.0
652580,20.0,5.0,1657.0
1385,6.0,1.0,203.0
653834,3.0,3.0,301.0
70512,7.0,3.0,304.0
102966,32.0,6.0,1793.0
649313,104.0,3.0,3934.0
999,134.0,8.0,13536.0
662454,1.0,1.0,9.0
61751,46.0,6.0,2308.0
96499,56.0,6.0,4701.0
652579,27.0,6.0,2789.0
1598,40.0,1.0,1295.0
103196,6.0,3.0,414.0
1517,52.0,2.0,4398.0
1154,87.0,9.0,5329.0
653764,4.0,2.0,101.0
1298,7.0,4.0,269.0
3728,85.0,7.0,11135.0
1216,63.0,5.0,5311.0
1554,48.0,3.0,2312.0
103135,38.0,4.0,2565.0
76209,9.0,1.0,153.0
23850,6.0,2.0,155.0
662186,16.0,2.0,1148.0
651108,228.0,8.0,24154.0
26,95.0,7.0,12138.0
654570,63.0,3.0,3384.0
651097,5.0,1.0,655.0
13708,206.0,8.0,14681.0
7416,13.0,2.0,490.0
95249,0.0,0.0,0.0
103260,6.0,3.0,180.0
102314,24.0,3.0,1076.0
24485,2.0,2.0,63.0
61700,36.0,4.0,1527.0
13756,37.0,6.0,3418.0
3792,21.0,3.0,764.0
9326,28.0,1.0,1054.0
11918,58.0,2.0,2333.0
651323,66.0,4.0,3836.0
3802,22.0,3.0,679.0
25856,117.0,8.0,7939.0
1593,24.0,2.0,1450.0
654388,3.0,1.0,39.0
1660,22.0,3.0,1195.0
1193,123.0,7.0,10790.0
24526,14.0,6.0,483.0
25644,3.0,1.0,58.0
26237,6.0,2.0,361.0
1201,30.0,2.0,4030.0
24701,7.0,2.0,971.0
96315,7.0,2.0,269.0
3342,35.0,7.0,2388.0
659603,1.0,1.0,7.0
1794,93.0,2.0,3834.0
3333,122.0,7.0,11139.0
8403,23.0,3.0,991.0
5653,11.0,3.0,466.0
25565,114.0,7.0,6724.0
1668,90.0,8.0,5553.0
654359,46.0,7.0,3792.0
3491,105.0,7.0,11158.0
1426,38.0,5.0,2727.0
3492,135.0,7.0,11118.0
152512,95.0,6.0,10059.0
25170,49.0,7.0,4459.0
77233,15.0,2.0,2201.0
1577,155.0,7.0,14647.0
656778,0.0,0.0,0.0
662721,23.0,5.0,1173.0
9189,25.0,2.0,1259.0
1706,30.0,6.0,1369.0
96298,32.0,3.0,3845.0
1606,51.0,7.0,4840.0
652982,0.0,0.0,0.0
101253,7.0,2.0,199.0
659619,0.0,0.0,0.0
13674,129.0,8.0,8926.0
90850,0.0,0.0,0.0
26207,33.0,3.0,1597.0
25190,12.0,2.0,486.0
82483,18.0,3.0,1479.0
1424,85.0,7.0,8118.0
8975,8.0,3.0,222.0
653768,1.0,1.0,140.0
64903,23.0,5.0,2476.0
647047,42.0,3.0,2135.0
3801,55.0,6.0,2122.0
103193,10.0,3.0,371.0
645722,35.0,4.0,1744.0
8530,4.0,3.0,69.0
5388,94.0,8.0,6744.0
1315,35.0,5.0,3927.0
645689,78.0,6.0,8605.0
1349,65.0,7.0,3766.0
1674,47.0,6.0,2669.0
8293,3.0,3.0,71.0
1760,24.0,2.0,2886.0
3497,9.0,2.0,302.0
13826,30.0,2.0,1229.0
1662,110.0,7.0,11781.0
1689,15.0,3.0,414.0
26171,80.0,5.0,3820.0
652543,56.0,5.0,2775.0
25989,34.0,2.0,1261.0
658700,0.0,0.0,0.0
1797,75.0,9.0,6664.0
3810,15.0,3.0,679.0
9035,14.0,5.0,975.0
25259,31.0,3.0,1304.0
656842,8.0,3.0,284.0
78656,44.0,7.0,5120.0
97602,10.0,2.0,326.0
8588,3.0,3.0,152.0
61592,44.0,2.0,1898.0
1701,38.0,2.0,1448.0
652976,1.0,1.0,38.0
649207,83.0,6.0,9536.0
651390,0.0,0.0,0.0
25763,2.0,1.0,33.0
646990,4.0,3.0,301.0
1842,2.0,1.0,59.0
3280,28.0,3.0,2498.0
81254,0.0,0.0,0.0
1206,22.0,2.0,857.0
86475,18.0,2.0,2714.0
658351,9.0,2.0,1487.0
683629,9.0,2.0,412.0
80918,10.0,4.0,380.0
1546,33.0,3.0,1627.0
81260,0.0,0.0,0.0
8762,1.0,1.0,7.0
662130,2.0,2.0,101.0
1790,44.0,2.0,2111.0
1657,14.0,2.0,514.0
1010,96.0,6.0,11097.0
26655,21.0,4.0,614.0
76682,1.0,1.0,16.0
658707,3.0,2.0,257.0
656763,16.0,3.0,2701.0
9006,3.0,1.0,143.0
3729,5.0,2.0,94.0
58491,25.0,1.0,1057.0
27203,4.0,1.0,191.0
649266,16.0,1.0,3514.0
97486,11.0,4.0,455.0
3247,95.0,8.0,10304.0
662694,13.0,3.0,445.0
1058,29.0,5.0,3121.0
9345,6.0,2.0,211.0
1670,27.0,5.0,3580.0
32178,19.0,5.0,706.0
1024,2.0,1.0,34.0
1576,126.0,9.0,9336.0
654357,19.0,4.0,1150.0
5371,67.0,8.0,4282.0
8666,66.0,6.0,4154.0
662844,10.0,3.0,548.0
1741,15.0,4.0,2170.0
1052,3.0,2.0,268.0
652557,24.0,3.0,743.0
660695,0.0,0.0,0.0
229,10.0,2.0,375.0
1697,10.0,2.0,448.0
27736,43.0,7.0,3166.0
33507,1.0,1.0,28.0
1948,1.0,1.0,17.0
10133,25.0,3.0,967.0
80858,26.0,1.0,4584.0
3808,6.0,1.0,139.0
102,12.0,4.0,596.0
658207,1.0,1.0,17.0
80206,68.0,6.0,3291.0
9196,19.0,2.0,673.0
1889,5.0,1.0,218.0
1971,80.0,8.0,4843.0
43817,20.0,2.0,695.0
4036,7.0,5.0,866.0
662701,3.0,2.0,117.0
8884,151.0,7.0,14263.0
8766,86.0,5.0,3652.0
102448,29.0,3.0,1280.0
66836,45.0,5.0,2793.0
26740,28.0,5.0,1204.0
103230,27.0,4.0,1700.0
96,115.0,7.0,13210.0
1941,45.0,4.0,2592.0
2069,91.0,7.0,13233.0
659643,4.0,1.0,168.0
66602,21.0,2.0,824.0
1877,103.0,7.0,8830.0
1945,10.0,2.0,378.0
9510,49.0,3.0,2045.0
658714,10.0,3.0,329.0
3596,38.0,6.0,4236.0
1526,59.0,7.0,3977.0
1363,74.0,3.0,7310.0
1628,10.0,1.0,289.0
8497,46.0,6.0,2831.0
960,10.0,4.0,682.0
13801,66.0,7.0,9493.0
81016,7.0,4.0,599.0
662189,0.0,0.0,0.0
231,43.0,3.0,1801.0
100940,14.0,5.0,812.0
5847,0.0,0.0,0.0
642558,59.0,3.0,2578.0
8301,22.0,3.0,842.0
654376,14.0,4.0,330.0
2051,56.0,7.0,4075.0
2098,52.0,6.0,3994.0
27278,2.0,2.0,202.0
657152,9.0,1.0,367.0
683803,10.0,4.0,456.0
1935,34.0,6.0,3037.0
9589,6.0,1.0,137.0
97647,22.0,3.0,843.0
86548,22.0,3.0,1174.0
648757,21.0,2.0,1169.0
9715,1.0,1.0,7.0
9640,46.0,3.0,1906.0
5185,16.0,3.0,631.0
654511,27.0,3.0,921.0
140,4.0,3.0,468.0
9416,10.0,1.0,1884.0
639518,25.0,2.0,880.0
2097,14.0,2.0,624.0
64414,75.0,3.0,3275.0
1991,35.0,2.0,1348.0
658660,0.0,0.0,0.0
1496,23.0,5.0,2283.0
97570,17.0,3.0,2692.0
647470,21.0,3.0,952.0
29357,33.0,4.0,3271.0
2036,81.0,5.0,11768.0
647120,9.0,1.0,340.0
2081,75.0,6.0,7382.0
1252,18.0,5.0,2659.0
986,50.0,5.0,4784.0
61593,29.0,2.0,1158.0
1857,55.0,7.0,5117.0
651339,35.0,3.0,1993.0
1444,110.0,5.0,8611.0
662169,3.0,2.0,38.0
649137,23.0,3.0,833.0
2167,22.0,6.0,1471.0
2178,57.0,6.0,4536.0
77158,3.0,1.0,549.0
1911,12.0,3.0,692.0
2031,14.0,3.0,689.0
2194,62.0,5.0,3263.0
1888,32.0,7.0,2920.0
1421,55.0,8.0,6846.0
1440,7.0,2.0,311.0
9767,3.0,2.0,225.0
1979,99.0,5.0,4816.0
29498,18.0,4.0,1160.0
28061,45.0,5.0,2090.0
9912,52.0,4.0,2473.0
1550,62.0,8.0,3060.0
3814,53.0,3.0,1800.0
6127,8.0,3.0,419.0
1213,60.0,6.0,6084.0
9936,66.0,6.0,6329.0
1812,69.0,7.0,5833.0
7419,91.0,7.0,7433.0
658710,1.0,1.0,24.0
78866,72.0,6.0,6846.0
1003,14.0,5.0,1731.0
1553,84.0,6.0,7423.0
14522,1.0,1.0,10.0
660699,1.0,1.0,20.0
2308,28.0,7.0,3077.0
955,60.0,7.0,5818.0
1097,95.0,5.0,11503.0
1571,6.0,1.0,246.0
8441,11.0,2.0,311.0
2049,27.0,2.0,1668.0
1947,18.0,4.0,670.0
2022,22.0,2.0,914.0
635587,57.0,3.0,2708.0
1977,145.0,7.0,11147.0
3738,72.0,8.0,5448.0
34920,14.0,3.0,620.0
2312,34.0,5.0,1548.0
8941,46.0,2.0,2505.0
2280,68.0,7.0,6296.0
958,15.0,3.0,2227.0
9654,60.0,6.0,4721.0
96462,8.0,4.0,518.0
13897,48.0,3.0,2242.0
3776,56.0,1.0,2327.0
13838,38.0,3.0,2106.0
644132,38.0,3.0,1657.0
29032,28.0,2.0,1072.0
662087,0.0,0.0,0.0
102083,1.0,1.0,133.0
59151,68.0,6.0,3589.0
28279,20.0,2.0,2743.0
98984,6.0,2.0,157.0
9834,30.0,3.0,1104.0
656459,3.0,2.0,405.0
8024,11.0,3.0,595.0
81436,1.0,1.0,25.0
103252,6.0,2.0,696.0
2137,69.0,8.0,8012.0
28957,80.0,8.0,8349.0
658208,12.0,4.0,794.0
9728,32.0,2.0,1276.0
13779,186.0,7.0,13554.0
1098,112.0,6.0,13540.0
659606,7.0,2.0,292.0
660645,13.0,2.0,1605.0
2161,92.0,8.0,10408.0
1673,4.0,2.0,408.0
81218,2.0,1.0,360.0
2105,3.0,2.0,128.0
101247,6.0,4.0,414.0
30219,22.0,4.0,910.0
651370,49.0,3.0,7953.0
139,5.0,1.0,111.0
2216,9.0,2.0,278.0
98038,35.0,7.0,3007.0
64417,90.0,9.0,8924.0
659206,16.0,3.0,1301.0
2058,25.0,4.0,1672.0
1742,70.0,6.0,7138.0
644781,15.0,1.0,644.0
662180,1.0,1.0,43.0
3725,148.0,8.0,11666.0
1447,10.0,2.0,1696.0
645785,27.0,3.0,1072.0
2391,66.0,2.0,3072.0
8433,30.0,6.0,1411.0
3811,56.0,5.0,4766.0
2204,30.0,4.0,2204.0
8442,41.0,5.0,2986.0
5515,137.0,5.0,25201.0
98309,7.0,2.0,352.0
650463,32.0,3.0,1391.0
29216,36.0,3.0,3250.0
11851,67.0,9.0,5381.0
1340,6.0,2.0,813.0
652890,35.0,4.0,1726.0
2146,33.0,2.0,1664.0
1688,72.0,6.0,8903.0
60559,37.0,5.0,3150.0
2237,67.0,2.0,3030.0
9029,46.0,4.0,1986.0
98037,14.0,6.0,886.0
658172,6.0,3.0,750.0
10157,35.0,6.0,2668.0
28660,43.0,5.0,2287.0
58968,93.0,7.0,9310.0
653777,3.0,3.0,121.0
2103,28.0,5.0,1584.0
30710,21.0,2.0,907.0
1460,7.0,2.0,537.0
3732,71.0,5.0,3561.0
2008,41.0,3.0,1958.0
2208,47.0,6.0,3229.0
67845,52.0,4.0,3684.0
2455,8.0,2.0,411.0
76778,44.0,7.0,3787.0
654428,11.0,1.0,330.0
2419,63.0,8.0,5997.0
2370,22.0,2.0,1133.0
8327,37.0,7.0,2427.0
81163,2.0,1.0,38.0
660688,7.0,3.0,327.0
656796,0.0,0.0,0.0
102965,16.0,4.0,573.0
1527,25.0,3.0,4001.0
1569,61.0,6.0,7774.0
649184,61.0,8.0,6604.0
2052,53.0,8.0,4240.0
2200,77.0,5.0,5743.0
2201,20.0,2.0,3100.0
100228,54.0,7.0,4498.0
10136,127.0,8.0,11992.0
29657,2.0,2.0,55.0
30492,90.0,8.0,9914.0
1728,5.0,3.0,155.0
13170,13.0,1.0,632.0
659670,2.0,1.0,68.0
10023,13.0,2.0,505.0
29537,76.0,8.0,5275.0
665063,17.0,4.0,1263.0
228,32.0,5.0,1981.0
1681,86.0,4.0,7470.0
29773,1.0,1.0,22.0
2544,38.0,3.0,1740.0
30674,14.0,3.0,548.0
1262,43.0,5.0,4338.0
